"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Agric., ganadería, caza y silvicultura (045)",11566,2,68,70,63,2,579,,7,10775,,
"Pesca (046)",5,,2,1,1,,1,,,,,
"Explotación de minas y canteras (047)",60,,7,8,6,,,27,,12,,
"Industrias manufactureras (048)",3608,4,103,185,121,28,,2288,242,637,,
"Suministro de electricidad, gas y agua (049)",58,,10,6,36,,,1,,5,,
"Construcción (050)",231,3,64,27,35,,,4,54,44,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",11556,23,259,547,224,7665,,39,12,2787,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",251,4,15,31,17,146,,20,7,11,,
"Comercio al por mayor (053)",876,10,52,182,68,508,,7,2,47,,
"Comercio al por menor (054)",10429,9,192,334,139,7011,,12,3,2729,,
"Hoteles y restaurantes (055)",3587,6,32,116,136,1634,,,,1663,,
"Trans., almac. y comunicaciones (056)",789,1,30,143,190,40,,1,115,269,,
"Intermediación financiera (057)",457,2,53,126,267,,,,,9,,
"Activid.inmobil., empres. y alquileres (058)",2049,3,643,379,745,23,,2,7,247,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",1362,20,273,122,621,4,,1,19,249,53,
"Enseñanza (060)",6047,88,5532,45,331,,,1,,50,,
"Servicios sociales y de salud (061)",2434,1,1306,753,190,73,,4,,107,,
"Otras activ. serv.comun.soc y personales (062)",1336,5,69,153,163,426,,2,3,515,,
"Hogares privados con servicio doméstico (063)",2685,,,15,,3,,,,2667,,
"Organiz. y organos extraterritoriales (064)",4,,1,,2,,,,,1,,
"Actividad economica no especificada (065)",1088,,2,29,36,24,,1,,3,,993
,,,,,,,,,,,,
"URBANA (066)",117827,416,16410,7169,5909,17811,2647,9082,15656,39986,669,2072
"Agric., ganadería, caza y silvicultura (067)",25397,13,402,275,155,1,2526,17,255,21753,,
"Pesca (068)",152,,12,5,3,,121,1,1,9,,
"Explotación de minas y canteras (069)",904,6,54,71,31,,,575,35,132,,
"Industrias manufactureras (070)",9327,21,311,498,313,58,,5984,1028,1114,,
"Suministro de electricidad, gas y agua (071)",367,1,54,73,80,,,53,26,80,,
"Construcción (072)",7292,9,500,346,69,,,415,4355,1598,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",23082,54,540,1377,416,13163,,1867,220,5445,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",2338,10,91,148,27,441,,1406,105,110,,
"Comercio al por mayor (075)",2279,27,117,442,171,1125,,35,73,289,,
"Comercio al por menor (076)",18465,17,332,787,218,11597,,426,42,5046,,
"Hoteles y restaurantes (077)",5224,16,87,252,271,2344,,1,13,2240,,
"Trans., almac. y comunicaciones (078)",12303,13,98,458,505,85,,64,9429,1651,,
"Intermediación financiera (079)",1019,14,158,249,547,2,,,3,46,,
"Activid.inmobil., empres. y alquileres (080)",7258,21,2261,1321,1115,1404,,53,98,985,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",4094,60,821,344,1297,78,,15,138,672,669,
"Enseñanza (082)",9539,174,8589,96,487,,,3,2,188,,
"Servicios sociales y de salud (083)",3830,2,2232,1027,291,76,,18,23,161,,
"Otras activ. serv.comun.soc y personales (084)",3047,12,282,691,271,566,,15,29,1181,,
"Hogares privados con servicio doméstico (085)",2734,,,14,,3,,,,2717,,
"Organiz. y organos extraterritoriales (086)",7,,2,,4,,,,,1,,
"Actividad economica no especificada (087)",2251,,7,72,54,31,,1,1,13,,2072
"Hombres (088)",72396,269,8185,4516,2843,8191,2204,6859,15208,22363,618,1140
"Agric., ganadería, caza y silvicultura (089)",16039,12,337,210,101,,2084,17,248,13030,,
"Pesca (090)",147,,10,4,2,,120,1,1,9,,
"Explotación de minas y canteras (091)",846,6,48,64,25,,,548,35,120,,
"Industrias manufactureras (092)",5945,17,211,319,196,30,,3841,794,537,,
"Suministro de electricidad, gas y agua (093)",310,1,44,67,45,,,52,26,75,,
"Construcción (094)",7064,6,437,319,36,,,411,4301,1554,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",11845,32,285,844,201,5715,,1830,208,2730,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",2098,6,76,118,12,301,,1388,98,99,,
"Comercio al por mayor (097)",1431,18,67,263,106,635,,28,71,243,,
"Comercio al por menor (098)",8316,8,142,463,83,4779,,414,39,2388,,
"Hoteles y restaurantes (099)",1758,12,55,140,137,774,,1,13,626,,
"Trans., almac. y comunicaciones (100)",11524,12,68,316,319,45,,63,9317,1384,,
"Intermediación financiera (101)",566,12,105,125,282,2,,,3,37,,
"Activid.inmobil., empres. y alquileres (102)",5272,18,1631,949,397,1383,,51,91,752,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",2771,45,554,223,692,74,,14,119,432,618,
"Enseñanza (104)",3691,88,3238,51,170,,,2,2,140,,
"Servicios sociales y de salud (105)",1455,1,943,300,104,10,,14,23,60,,
"Otras activ. serv.comun.soc y personales (106)",1737,7,213,540,112,151,,14,26,674,,
"Hogares privados con servicio doméstico (107)",193,,,,,,,,,193,,
"Organiz. y organos extraterritoriales (108)",3,,1,,2,,,,,,,
"Actividad economica no especificada (109)",1230,,5,45,22,7,,,1,10,,1140
"Mujeres (110)",45431,147,8225,2653,3066,9620,443,2223,448,17623,51,932
"Agric., ganadería, caza y silvicultura (111)",9358,1,65,65,54,1,442,,7,8723,,
"Pesca (112)",5,,2,1,1,,1,,,,,
"Explotación de minas y canteras (113)",58,,6,7,6,,,27,,12,,
"Industrias manufactureras (114)",3382,4,100,179,117,28,,2143,234,577,,
"Suministro de electricidad, gas y agua (115)",57,,10,6,35,,,1,,5,,
"Construcción (116)",228,3,63,27,33,,,4,54,44,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",11237,22,255,533,215,7448,,37,12,2715,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",240,4,15,30,15,140,,18,7,11,,
"Comercio al por mayor (119)",848,9,50,179,65,490,,7,2,46,,
"Comercio al por menor (120)",10149,9,190,324,135,6818,,12,3,2658,,
"Hoteles y restaurantes (121)",3466,4,32,112,134,1570,,,,1614,,
"Trans., almac. y comunicaciones (122)",779,1,30,142,186,40,,1,112,267,,
"Intermediación financiera (123)",453,2,53,124,265,,,,,9,,
"Activid.inmobil., empres. y alquileres (124)",1986,3,630,372,718,21,,2,7,233,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",1323,15,267,121,605,4,,1,19,240,51,
"Enseñanza (126)",5848,86,5351,45,317,,,1,,48,,
"Servicios sociales y de salud (127)",2375,1,1289,727,187,66,,4,,101,,
"Otras activ. serv.comun.soc y personales (128)",1310,5,69,151,159,415,,1,3,507,,
"Hogares privados con servicio doméstico (129)",2541,,,14,,3,,,,2524,,
"Organiz. y organos extraterritoriales (130)",4,,1,,2,,,,,1,,
"Actividad economica no especificada (131)",1021,,2,27,32,24,,1,,3,,932
,,,,,,,,,,,,
"RURAL (132)",11410,20,461,207,197,595,1118,555,841,7255,30,131
"Agric., ganadería, caza y silvicultura (133)",7684,2,30,32,28,1,1117,4,104,6366,,
"Pesca (134)",2,,,,,,1,,,1,,
"Explotación de minas y canteras (135)",69,,4,1,1,,,46,,17,,
"Industrias manufactureras (136)",641,,8,28,18,1,,392,55,139,,
"Suministro de electricidad, gas y agua (137)",8,,,,1,,,1,2,4,,
"Construcción (138)",299,1,6,12,2,,,12,185,81,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",710,1,15,39,18,352,,98,15,172,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",115,,3,2,2,14,,85,7,2,,
"Comercio al por mayor (141)",123,1,6,13,10,43,,1,6,43,,
"Comercio al por menor (142)",472,,6,24,6,295,,12,2,127,,
"Hoteles y restaurantes (143)",168,4,,7,5,84,,,,68,,
"Trans., almac. y comunicaciones (144)",560,1,2,10,14,2,,,459,72,,
"Intermediación financiera (145)",8,,1,2,4,,,,,1,,
"Activid.inmobil., empres. y alquileres (146)",348,,47,22,41,127,,,10,101,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",130,7,20,7,28,3,,,6,29,30,
"Enseñanza (148)",330,4,298,2,20,,,,1,5,,
"Servicios sociales y de salud (149)",86,,27,32,8,7,,1,2,9,,
"Otras activ. serv.comun.soc y personales (150)",71,,2,8,4,18,,1,2,36,,
"Hogares privados con servicio doméstico (151)",155,,,1,,,,,,154,,
"Actividad economica no especificada (153)",141,,1,4,5,,,,,,,131
"Hombres (154)",7919,9,232,135,96,293,981,407,830,4838,28,70
"Agric., ganadería, caza y silvicultura (155)",5476,1,27,27,19,,980,4,104,4314,,
"Pesca (156)",2,,,,,,1,,,1,,
"Explotación de minas y canteras (157)",67,,3,,1,,,46,,17,,
"Industrias manufactureras (158)",415,,5,22,14,1,,247,47,79,,
"Suministro de electricidad, gas y agua (159)",7,,,,,,,1,2,4,,
"Construcción (160)",296,1,5,12,,,,12,185,81,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",391,,11,25,9,135,,96,15,100,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",104,,3,1,,8,,83,7,2,,
"Comercio al por mayor (163)",95,,4,10,7,25,,1,6,42,,
"Comercio al por menor (164)",192,,4,14,2,102,,12,2,56,,
"Hoteles y restaurantes (165)",47,2,,3,3,20,,,,19,,
"Trans., almac. y comunicaciones (166)",550,1,2,9,10,2,,,456,70,,
"Intermediación financiera (167)",4,,1,,2,,,,,1,,
"Activid.inmobil., empres. y alquileres (168)",285,,34,15,14,125,,,10,87,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",91,2,14,6,12,3,,,6,20,28,
"Enseñanza (170)",131,2,117,2,6,,,,1,3,,
"Servicios sociales y de salud (171)",27,,10,6,5,,,1,2,3,,
"Otras activ. serv.comun.soc y personales (172)",45,,2,6,,7,,,2,28,,
"Hogares privados con servicio doméstico (173)",11,,,,,,,,,11,,
"Actividad economica no especificada (175)",74,,1,2,1,,,,,,,70
"Mujeres (176)",3491,11,229,72,101,302,137,148,11,2417,2,61
"Agric., ganadería, caza y silvicultura (177)",2208,1,3,5,9,1,137,,,2052,,
"Explotación de minas y canteras (179)",2,,1,1,,,,,,,,
"Industrias manufactureras (180)",226,,3,6,4,,,145,8,60,,
"Suministro de electricidad, gas y agua (181)",1,,,,1,,,,,,,
"Construcción (182)",3,,1,,2,,,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",319,1,4,14,9,217,,2,,72,,
"Venta, mant.y rep. veh.autom.y motoc. (184)",11,,,1,2,6,,2,,,,
"Comercio al por mayor (185)",28,1,2,3,3,18,,,,1,,
"Comercio al por menor (186)",280,,2,10,4,193,,,,71,,
"Hoteles y restaurantes (187)",121,2,,4,2,64,,,,49,,
"Trans., almac. y comunicaciones (188)",10,,,1,4,,,,3,2,,
"Intermediación financiera (189)",4,,,2,2,,,,,,,
"Activid.inmobil., empres. y alquileres (190)",63,,13,7,27,2,,,,14,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",39,5,6,1,16,,,,,9,2,
"Enseñanza (192)",199,2,181,,14,,,,,2,,
"Servicios sociales y de salud (193)",59,,17,26,3,7,,,,6,,
"Otras activ. serv.comun.soc y personales (194)",26,,,2,4,11,,1,,8,,
"Hogares privados con servicio doméstico (195)",144,,,1,,,,,,143,,
"Actividad economica no especificada (197)",67,,,2,4,,,,,,,61
