"CUADRO Nº 4: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia AMBO (000)",13643,13157,39,2228,2226,1958,3136,2025,1172,373,486,53326
"De 12 a 14 años (001)",15,8,2,6,,,,,,,7,6
"De 15 a 19 años (002)",361,338,3,282,43,5,5,,,,23,403
"De 20 a 24 años (003)",1311,1159,7,682,356,96,16,2,,,152,1765
"De 25 a 29 años (004)",1636,1508,6,484,559,299,150,9,1,,128,3195
"De 30 a 34 años (005)",1640,1572,1,250,419,418,391,81,12,,68,4643
"De 35 a 39 años (006)",1605,1569,4,149,261,355,548,199,46,7,36,5893
"De 40 a 44 años (007)",1387,1373,2,70,171,215,478,302,118,17,14,6322
"De 45 a 49 años (008)",1222,1205,2,72,120,149,372,275,170,45,17,6083
"De 50 y más años (009)",4466,4425,12,233,297,421,1176,1157,825,304,41,25016
"Sin nivel (010)",4715,4649,20,331,430,521,1256,1104,723,264,66,24395
"De 15 a 19 años (012)",40,37,,27,8,2,,,,,3,49
"De 20 a 24 años (013)",147,137,3,46,53,31,4,,,,10,262
"De 25 a 29 años (014)",281,269,2,49,87,69,56,6,,,12,708
"De 30 a 34 años (015)",309,295,1,22,54,74,95,39,10,,14,1095
"De 35 a 39 años (016)",388,383,2,20,27,53,168,83,27,3,5,1778
"De 40 a 44 años (017)",417,413,2,16,28,38,132,130,57,10,4,2217
"De 45 a 49 años (018)",419,416,1,21,22,29,120,107,86,30,3,2414
"De 50 y más años (019)",2714,2699,9,130,151,225,681,739,543,221,15,15872
"Educacion Inicial (020)",12,12,,1,6,2,2,1,,,,33
"De 20 a 24 años (023)",4,4,,,3,1,,,,,,9
"De 30 a 34 años (025)",6,6,,,3,1,1,1,,,,19
