"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Ocupación no especificada (035)",130,122,6,2,
,,,,,
"URBANA (036)",2938,2137,197,113,491
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",17,3,,,14
"Profes., científicos e intelectuales (038)",289,49,26,35,179
"Técnicos de nivel medio y trab. asimilados (039)",84,39,2,3,40
"Jefes y empleados de oficina (040)",80,14,5,7,54
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",474,444,20,7,3
"Agricult.trabaj.calif.agrop.y pesqueros (042)",706,662,44,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",141,123,12,1,5
"Obreros construc.,conf.,papel, fab., instr. (044)",248,153,35,33,27
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",755,563,44,22,126
"Otra (046)",43,,,,43
"Ocupación no especificada (047)",101,87,9,5,
"Hombres (048)",1847,1279,138,87,343
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",15,3,,,12
"Profes., científicos e intelectuales (050)",128,17,13,15,83
"Técnicos de nivel medio y trab. asimilados (051)",50,25,2,2,21
"Jefes y empleados de oficina (052)",55,8,4,5,38
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",154,141,4,7,2
"Agricult.trabaj.calif.agrop.y pesqueros (054)",598,560,38,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",118,102,10,1,5
"Obreros construc.,conf.,papel, fab., instr. (056)",241,149,32,33,27
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",406,243,31,20,112
"Otra (058)",43,,,,43
"Ocupación no especificada (059)",39,31,4,4,
"Mujeres (060)",1091,858,59,26,148
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",2,,,,2
"Profes., científicos e intelectuales (062)",161,32,13,20,96
"Técnicos de nivel medio y trab. asimilados (063)",34,14,,1,19
"Jefes y empleados de oficina (064)",25,6,1,2,16
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",320,303,16,,1
"Agricult.trabaj.calif.agrop.y pesqueros (066)",108,102,6,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",23,21,2,,
"Obreros construc.,conf.,papel, fab., instr. (068)",7,4,3,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",349,320,13,2,14
"Ocupación no especificada (071)",62,56,5,1,
,,,,,
"RURAL (072)",12553,11884,435,96,138
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",10,,1,,9
"Profes., científicos e intelectuales (074)",98,44,14,28,12
"Técnicos de nivel medio y trab. asimilados (075)",24,13,5,1,5
"Jefes y empleados de oficina (076)",21,8,2,1,10
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",196,186,6,1,3
"Agricult.trabaj.calif.agrop.y pesqueros (078)",7078,6893,183,1,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",510,479,26,3,2
"Obreros construc.,conf.,papel, fab., instr. (080)",279,223,38,17,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",4227,3940,151,41,95
"Ocupación no especificada (083)",110,98,9,3,
"Hombres (084)",8585,8015,369,80,121
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",9,,1,,8
"Profes., científicos e intelectuales (086)",54,23,9,17,5
"Técnicos de nivel medio y trab. asimilados (087)",16,6,5,1,4
"Jefes y empleados de oficina (088)",15,4,2,1,8
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",67,62,3,1,1
"Agricult.trabaj.calif.agrop.y pesqueros (090)",6306,6138,166,1,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",124,99,20,3,2
"Obreros construc.,conf.,papel, fab., instr. (092)",268,212,38,17,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",1684,1439,117,37,91
"Ocupación no especificada (095)",42,32,8,2,
"Mujeres (096)",3968,3869,66,16,17
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",1,,,,1
"Profes., científicos e intelectuales (098)",44,21,5,11,7
"Técnicos de nivel medio y trab. asimilados (099)",8,7,,,1
"Jefes y empleados de oficina (100)",6,4,,,2
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",129,124,3,,2
"Agricult.trabaj.calif.agrop.y pesqueros (102)",772,755,17,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",386,380,6,,
"Obreros construc.,conf.,papel, fab., instr. (104)",11,11,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",2543,2501,34,4,4
"Ocupación no especificada (107)",68,66,1,1,
