"CUADRO Nº 16: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE ALUMBRADO ELÉCTRICO, POR RED PÚBLICA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE ALUMBRADO ELÉCTRICO POR RED PÚBLICA",
,,SI,NO
,,,
"Provincia AREQUIPA",,,
"Viviendas particulares (001)",207097,188054,19043
"Ocupantes presentes (002)",854493,799848,54645
"Casa independiente",,,
"Viviendas particulares (004)",190141,172438,17703
"Ocupantes presentes (005)",796542,745214,51328
"Departamento en edificio",,,
"Viviendas particulares (007)",8068,8068,
"Ocupantes presentes (008)",27236,27236,
"Vivienda en quinta",,,
"Viviendas particulares (010)",3480,3480,
"Ocupantes presentes (011)",13069,13069,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",3430,3294,136
"Ocupantes presentes (014)",12429,11965,464
"Choza o cabaña",,,
"Viviendas particulares (016)",789,116,673
"Ocupantes presentes (017)",1944,407,1537
"Vivienda improvisada",,,
"Viviendas particulares (019)",771,322,449
"Ocupantes presentes (020)",2133,1003,1130
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",356,306,50
"Ocupantes presentes (023)",985,869,116
"Otro tipo",,,
"Viviendas particulares (025)",62,30,32
"Ocupantes presentes (026)",155,85,70
,,,
URBANA,,,
"Viviendas particulares (028)",200486,185138,15348
"Ocupantes presentes (029)",833685,789858,43827
"Casa independiente",,,
"Viviendas particulares (031)",184328,169644,14684
"Ocupantes presentes (032)",777704,735644,42060
"Departamento en edificio",,,
"Viviendas particulares (034)",8068,8068,
"Ocupantes presentes (035)",27236,27236,
"Vivienda en quinta",,,
"Viviendas particulares (037)",3480,3480,
"Ocupantes presentes (038)",13069,13069,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",3430,3294,136
"Ocupantes presentes (041)",12429,11965,464
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",771,322,449
"Ocupantes presentes (047)",2133,1003,1130
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",351,302,49
"Ocupantes presentes (050)",972,862,110
"Otro tipo",,,
"Viviendas particulares (052)",58,28,30
"Ocupantes presentes (053)",142,79,63
,,,
RURAL,,,
"Viviendas particulares (055)",6611,2916,3695
"Ocupantes presentes (056)",20808,9990,10818
"Casa independiente",,,
"Viviendas particulares (058)",5813,2794,3019
"Ocupantes presentes (059)",18838,9570,9268
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",789,116,673
"Ocupantes presentes (071)",1944,407,1537
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (076)",5,4,1
"Ocupantes presentes (077)",13,7,6
"Otro tipo",,,
"Viviendas particulares (079)",4,2,2
"Ocupantes presentes (080)",13,6,7
