"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",6507,4999,326,407,775
"Otra (034)",18,,,,18
"Ocupación no especificada (035)",936,789,50,46,51
,,,,,
"URBANA (036)",40458,26330,4484,3935,5709
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",118,3,28,30,57
"Profes., científicos e intelectuales (038)",4284,1139,674,1212,1259
"Técnicos de nivel medio y trab. asimilados (039)",2343,1088,337,294,624
"Jefes y empleados de oficina (040)",1865,422,226,311,906
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",6717,5983,355,204,175
"Agricult.trabaj.calif.agrop.y pesqueros (042)",3081,2591,437,41,12
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",3864,2519,456,346,543
"Obreros construc.,conf.,papel, fab., instr. (044)",5069,3903,509,376,281
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",11172,7683,1288,997,1204
"Otra (046)",500,,,,500
"Ocupación no especificada (047)",1445,999,174,124,148
"Hombres (048)",26980,17242,3427,2658,3653
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",85,,18,23,44
"Profes., científicos e intelectuales (050)",2012,541,311,546,614
"Técnicos de nivel medio y trab. asimilados (051)",1479,745,231,194,309
"Jefes y empleados de oficina (052)",850,135,101,152,462
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",2780,2322,176,136,146
"Agricult.trabaj.calif.agrop.y pesqueros (054)",2894,2432,414,37,11
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",2942,1940,388,288,326
"Obreros construc.,conf.,papel, fab., instr. (056)",4956,3814,504,366,272
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",7644,4778,1149,833,884
"Otra (058)",482,,,,482
"Ocupación no especificada (059)",856,535,135,83,103
"Mujeres (060)",13478,9088,1057,1277,2056
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",33,3,10,7,13
"Profes., científicos e intelectuales (062)",2272,598,363,666,645
"Técnicos de nivel medio y trab. asimilados (063)",864,343,106,100,315
"Jefes y empleados de oficina (064)",1015,287,125,159,444
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",3937,3661,179,68,29
"Agricult.trabaj.calif.agrop.y pesqueros (066)",187,159,23,4,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",922,579,68,58,217
"Obreros construc.,conf.,papel, fab., instr. (068)",113,89,5,10,9
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",3528,2905,139,164,320
"Otra (070)",18,,,,18
"Ocupación no especificada (071)",589,464,39,41,45
,,,,,
"RURAL (072)",37995,30366,2830,2129,2670
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",19,,2,2,15
"Profes., científicos e intelectuales (074)",391,162,57,75,97
"Técnicos de nivel medio y trab. asimilados (075)",313,152,46,25,90
"Jefes y empleados de oficina (076)",154,32,15,23,84
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",1244,1119,57,27,41
"Agricult.trabaj.calif.agrop.y pesqueros (078)",7047,6828,180,21,18
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",2390,1818,273,110,189
"Obreros construc.,conf.,papel, fab., instr. (080)",2046,1744,138,85,79
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",23812,18027,2026,1745,2014
"Otra (082)",26,,,,26
"Ocupación no especificada (083)",553,484,36,16,17
"Hombres (084)",32693,26347,2513,1814,2019
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",12,,2,1,9
"Profes., científicos e intelectuales (086)",197,64,38,42,53
"Técnicos de nivel medio y trab. asimilados (087)",197,101,25,18,53
"Jefes y empleados de oficina (088)",80,12,8,14,46
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",602,512,35,22,33
"Agricult.trabaj.calif.agrop.y pesqueros (090)",6664,6458,169,19,18
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",1851,1375,240,101,135
"Obreros construc.,conf.,papel, fab., instr. (092)",2025,1733,132,84,76
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",20833,15933,1839,1502,1559
"Otra (094)",26,,,,26
"Ocupación no especificada (095)",206,159,25,11,11
"Mujeres (096)",5302,4019,317,315,651
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",7,,,1,6
"Profes., científicos e intelectuales (098)",194,98,19,33,44
"Técnicos de nivel medio y trab. asimilados (099)",116,51,21,7,37
"Jefes y empleados de oficina (100)",74,20,7,9,38
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",642,607,22,5,8
"Agricult.trabaj.calif.agrop.y pesqueros (102)",383,370,11,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",539,443,33,9,54
"Obreros construc.,conf.,papel, fab., instr. (104)",21,11,6,1,3
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",2979,2094,187,243,455
"Ocupación no especificada (107)",347,325,11,5,6
