"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia SIHUAS (000)",8288,6756,611,319,602
"Hombres (001)",5682,4569,510,240,363
"Mujeres (002)",2606,2187,101,79,239
"De 06 a 14 años (003)",127,97,27,3,
"Hombres (004)",86,62,22,2,
"Mujeres (005)",41,35,5,1,
"De 15 a 29 años (006)",2333,1914,184,81,154
"Hombres (007)",1561,1259,162,56,84
"Mujeres (008)",772,655,22,25,70
"De 30 a 44 años (009)",2813,2136,233,135,309
"Hombres (010)",1866,1402,189,99,176
"Mujeres (011)",947,734,44,36,133
"De 45 a 64 años (012)",2192,1821,150,92,129
"Hombres (013)",1571,1278,123,76,94
"Mujeres (014)",621,543,27,16,35
"De 65 y más años (015)",823,788,17,8,10
"Hombres (016)",598,568,14,7,9
"Mujeres (017)",225,220,3,1,1
,,,,,
"URBANA (018)",2688,1751,217,234,486
"Hombres (019)",1634,1033,159,168,274
"Mujeres (020)",1054,718,58,66,212
"De 06 a 14 años (021)",42,33,9,,
"Hombres (022)",30,23,7,,
"Mujeres (023)",12,10,2,,
"De 15 a 29 años (024)",734,491,60,63,120
"Hombres (025)",442,297,44,43,58
"Mujeres (026)",292,194,16,20,62
"De 30 a 44 años (027)",1056,610,92,101,253
"Hombres (028)",598,328,68,68,134
"Mujeres (029)",458,282,24,33,119
"De 45 a 64 años (030)",683,458,53,68,104
"Hombres (031)",447,279,38,56,74
"Mujeres (032)",236,179,15,12,30
"De 65 y más años (033)",173,159,3,2,9
"Hombres (034)",117,106,2,1,8
"Mujeres (035)",56,53,1,1,1
,,,,,
"RURAL (036)",5600,5005,394,85,116
"Hombres (037)",4048,3536,351,72,89
"Mujeres (038)",1552,1469,43,13,27
"De 06 a 14 años (039)",85,64,18,3,
"Hombres (040)",56,39,15,2,
"Mujeres (041)",29,25,3,1,
"De 15 a 29 años (042)",1599,1423,124,18,34
"Hombres (043)",1119,962,118,13,26
"Mujeres (044)",480,461,6,5,8
"De 30 a 44 años (045)",1757,1526,141,34,56
"Hombres (046)",1268,1074,121,31,42
"Mujeres (047)",489,452,20,3,14
"De 45 a 64 años (048)",1509,1363,97,24,25
"Hombres (049)",1124,999,85,20,20
"Mujeres (050)",385,364,12,4,5
"De 65 y más años (051)",650,629,14,6,1
"Hombres (052)",481,462,12,6,1
"Mujeres (053)",169,167,2,,
