"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia CARABAYA (000)",24692,64772,55295,,1639,85.4,2.5
"De 12 a 14 años (001)",2681,17,16,,1,94.1,5.9
"De 15 a 19 años (002)",3682,567,535,192,94.4,33.9,
"De 20 a 24 años (003)",3223,2945,2774,443,94.2,15,
"De 25 a 29 años (004)",2956,5627,5242,397,93.2,7.1,
"De 30 a 34 años (005)",2391,7231,6582,270,91,3.7,
"De 35 a 39 años (006)",2211,8515,7627,199,89.6,2.3,
"De 40 a 44 años (007)",1765,8449,7323,114,86.7,1.3,
"De 45 a 49 años (008)",1344,6928,5954,23,85.9,0.3,
"De 50 y más años (009)",4439,24493,19242,,78.6,,
"Sin nivel (010)",5176,25929,20686,200,79.8,0.8,
"De 12 a 14 años (011)",27,1,1,,100,,
"De 15 a 19 años (012)",68,27,26,8,96.3,29.6,
"De 20 a 24 años (013)",129,183,162,24,88.5,13.1,
"De 25 a 29 años (014)",215,502,450,45,89.6,9,
"De 30 a 34 años (015)",245,858,750,37,87.4,4.3,
"De 35 a 39 años (016)",356,1642,1424,36,86.7,2.2,
"De 40 a 44 años (017)",459,2457,2057,39,83.7,1.6,
"De 45 a 49 años (018)",438,2391,2032,11,85,0.5,
"De 50 y más años (019)",3239,17868,13784,,77.1,,
"Educacion Inicial (020)",34,76,69,4,90.8,5.3,
"De 12 a 14 años (021)",3,,,,,,
"De 15 a 19 años (022)",5,,,,,,
"De 20 a 24 años (023)",4,5,5,,100,,
"De 25 a 29 años (024)",6,11,11,2,100,18.2,
"De 30 a 34 años (025)",10,32,27,1,84.4,3.1,
"De 35 a 39 años (026)",6,28,26,1,92.9,3.6,
"Primaria (030)",11009,30955,27269,951,88.1,3.1,
"De 12 a 14 años (031)",1543,10,9,,90,,
"De 15 a 19 años (032)",989,288,274,99,95.1,34.4,
"De 20 a 24 años (033)",1220,1454,1366,213,93.9,14.6,
"De 25 a 29 años (034)",1530,3446,3197,234,92.8,6.8,
"De 30 a 34 años (035)",1464,4903,4468,187,91.1,3.8,
"De 35 a 39 años (036)",1387,5595,5027,138,89.8,2.5,
"De 40 a 44 años (037)",1066,5226,4547,70,87,1.3,
"De 45 a 49 años (038)",736,3905,3363,10,86.1,0.3,
"De 50 y más años (039)",1074,6128,5018,,81.9,,
