"CUADRO Nº 4: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia PICOTA (000)",9582,9271,45,1867,1838,1566,1971,1141,599,244,311,33924
"De 12 a 14 años (001)",22,10,,10,,,,,,,12,10
"De 15 a 19 años (002)",580,514,12,424,70,7,1,,,,66,589
"De 20 a 24 años (003)",1230,1143,9,650,348,114,22,,,,87,1781
"De 25 a 29 años (004)",1375,1324,5,363,520,288,138,9,1,,51,2915
"De 30 a 34 años (005)",1192,1164,4,176,369,302,262,46,4,1,28,3293
"De 35 a 39 años (006)",1160,1144,3,90,203,326,356,141,20,5,16,4125
"De 40 a 44 años (007)",1042,1032,4,51,147,224,359,180,52,15,10,4333
"De 45 a 49 años (008)",723,717,1,26,76,123,233,169,72,17,6,3435
"De 50 y más años (009)",2258,2223,7,77,105,182,600,596,450,206,35,13443
"Sin nivel (010)",895,874,2,58,61,86,228,219,155,65,21,4889
"De 15 a 19 años (012)",12,12,,8,4,,,,,,,16
"De 20 a 24 años (013)",36,33,1,14,9,7,2,,,,3,62
"De 25 a 29 años (014)",67,63,,11,14,21,14,2,1,,4,185
"De 30 a 34 años (015)",58,56,,1,9,13,27,4,2,,2,222
"De 35 a 39 años (016)",94,93,,4,4,10,32,35,6,2,1,477
"De 40 a 44 años (017)",91,88,,2,10,8,26,27,8,7,3,476
"De 45 a 49 años (018)",90,90,,2,1,6,23,32,18,8,,567
"De 50 y más años (019)",447,439,1,16,10,21,104,119,120,48,8,2884
"Educacion Inicial (020)",13,12,,2,3,2,4,1,,,1,38
"De 20 a 24 años (023)",3,3,,2,1,,,,,,,4
"De 25 a 29 años (024)",5,5,,,2,2,1,,,,,14
"De 30 a 34 años (025)",2,1,,,,,1,,,,1,5
