"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia HUALGAYOC (000)",89813,88232,1156,425
"Hombres (001)",43620,42980,413,227
"Mujeres (002)",46193,45252,743,198
"Menores de 1 año (003)",1623,1330,226,67
"Hombres (004)",846,693,120,33
"Mujeres (005)",777,637,106,34
"De 1 a 5 años (006)",9149,8542,286,321
"Hombres (007)",4641,4324,133,184
"Mujeres (008)",4508,4218,153,137
"De 6 a 14 años (009)",19648,19605,39,4
"Hombres (010)",9950,9931,15,4
"Mujeres (011)",9698,9674,24,
"De 15 a 29 años (012)",24584,24528,52,4
"Hombres (013)",11557,11546,11,
"Mujeres (014)",13027,12982,41,4
"De 30 a 44 años (015)",16664,16588,70,6
"Hombres (016)",7962,7938,21,3
"Mujeres (017)",8702,8650,49,3
"De 45 a 64 años (018)",12121,11953,157,11
"Hombres (019)",5827,5796,30,1
"Mujeres (020)",6294,6157,127,10
"De 65 a más años (021)",6024,5686,326,12
"Hombres (022)",2837,2752,83,2
"Mujeres (023)",3187,2934,243,10
,,,,
"URBANA (024)",20404,20103,197,104
"Hombres (025)",10432,10305,68,59
"Mujeres (026)",9972,9798,129,45
"Menores de 1 año (027)",343,272,60,11
"Hombres (028)",175,141,28,6
"Mujeres (029)",168,131,32,5
"De 1 a 5 años (030)",1802,1654,59,89
"Hombres (031)",892,818,24,50
"Mujeres (032)",910,836,35,39
"De 6 a 14 años (033)",3776,3761,13,2
"Hombres (034)",1938,1931,5,2
"Mujeres (035)",1838,1830,8,
"De 15 a 29 años (036)",5886,5879,7,
"Hombres (037)",2935,2935,,
"Mujeres (038)",2951,2944,7,
"De 30 a 44 años (039)",4489,4479,9,1
"Hombres (040)",2381,2379,2,
"Mujeres (041)",2108,2100,7,1
"De 45 a 64 años (042)",2964,2946,17,1
"Hombres (043)",1561,1559,1,1
"Mujeres (044)",1403,1387,16,
"De 65 a más años (045)",1144,1112,32,
"Hombres (046)",550,542,8,
"Mujeres (047)",594,570,24,
,,,,
"RURAL (048)",69409,68129,959,321
"Hombres (049)",33188,32675,345,168
"Mujeres (050)",36221,35454,614,153
"Menores de 1 año (051)",1280,1058,166,56
"Hombres (052)",671,552,92,27
"Mujeres (053)",609,506,74,29
"De 1 a 5 años (054)",7347,6888,227,232
"Hombres (055)",3749,3506,109,134
"Mujeres (056)",3598,3382,118,98
"De 6 a 14 años (057)",15872,15844,26,2
"Hombres (058)",8012,8000,10,2
"Mujeres (059)",7860,7844,16,
"De 15 a 29 años (060)",18698,18649,45,4
"Hombres (061)",8622,8611,11,
"Mujeres (062)",10076,10038,34,4
"De 30 a 44 años (063)",12175,12109,61,5
"Hombres (064)",5581,5559,19,3
"Mujeres (065)",6594,6550,42,2
"De 45 a 64 años (066)",9157,9007,140,10
"Hombres (067)",4266,4237,29,
"Mujeres (068)",4891,4770,111,10
"De 65 a más años (069)",4880,4574,294,12
"Hombres (070)",2287,2210,75,2
"Mujeres (071)",2593,2364,219,10
