"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia ESPINAR (000)",22864,2893,3677,10875,222,4957,240
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",31,31,,,,,
"Profes., científicos e intelectuales (002)",1330,1204,,112,9,5,
"Técnicos de nivel medio y trab. asimilados (003)",561,334,,196,24,6,1
"Jefes y empleados de oficina (004)",351,338,,5,,8,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",2059,310,21,1454,29,245,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",6975,1,,6902,71,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",1648,,852,650,74,72,
"Obreros construc.,conf.,papel, fab., instr. (008)",1811,213,950,587,12,49,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",7727,349,1786,840,2,4511,239
"Otra (010)",54,54,,,,,
"Ocupación no especificada (011)",317,59,68,129,1,60,
"Hombres (012)",13426,1944,3240,6512,157,1546,27
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",27,27,,,,,
"Profes., científicos e intelectuales (014)",799,738,,51,7,3,
"Técnicos de nivel medio y trab. asimilados (015)",395,254,,119,17,5,
"Jefes y empleados de oficina (016)",234,229,,2,,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",648,179,8,411,7,43,
"Agricult.trabaj.calif.agrop.y pesqueros (018)",4585,1,,4543,41,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",1406,,822,472,71,41,
"Obreros construc.,conf.,papel, fab., instr. (020)",1749,211,921,561,11,45,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",3360,218,1431,294,2,1388,27
"Otra (022)",53,53,,,,,
"Ocupación no especificada (023)",170,34,58,59,1,18,
"Mujeres (024)",9438,949,437,4363,65,3411,213
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",4,4,,,,,
"Profes., científicos e intelectuales (026)",531,466,,61,2,2,
"Técnicos de nivel medio y trab. asimilados (027)",166,80,,77,7,1,1
"Jefes y empleados de oficina (028)",117,109,,3,,5,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",1411,131,13,1043,22,202,
"Agricult.trabaj.calif.agrop.y pesqueros (030)",2390,,,2359,30,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",242,,30,178,3,31,
"Obreros construc.,conf.,papel, fab., instr. (032)",62,2,29,26,1,4,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",4367,131,355,546,,3123,212
"Otra (034)",1,1,,,,,
"Ocupación no especificada (035)",147,25,10,70,,42,
,,,,,,,
"URBANA (036)",9491,2542,2070,3878,163,667,171
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",20,20,,,,,
"Profes., científicos e intelectuales (038)",1203,1111,,82,9,1,
"Técnicos de nivel medio y trab. asimilados (039)",493,291,,179,17,5,1
"Jefes y empleados de oficina (040)",291,279,,5,,7,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",1842,271,15,1310,27,219,
"Agricult.trabaj.calif.agrop.y pesqueros (042)",739,,,712,26,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",1196,,667,417,74,38,
"Obreros construc.,conf.,papel, fab., instr. (044)",1249,187,604,430,8,20,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",2236,287,732,699,1,347,170
"Otra (046)",50,50,,,,,
"Ocupación no especificada (047)",172,46,52,44,1,29,
"Hombres (048)",5914,1685,1924,1923,121,241,20
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",17,17,,,,,
"Profes., científicos e intelectuales (050)",713,667,,38,7,1,
"Técnicos de nivel medio y trab. asimilados (051)",333,213,,105,11,4,
"Jefes y empleados de oficina (052)",181,177,,2,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",548,161,6,342,7,32,
"Agricult.trabaj.calif.agrop.y pesqueros (054)",487,,,471,16,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",1053,,643,316,71,23,
"Obreros construc.,conf.,papel, fab., instr. (056)",1209,185,588,410,7,19,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",1216,186,641,220,1,148,20
"Otra (058)",49,49,,,,,
"Ocupación no especificada (059)",108,30,46,19,1,12,
"Mujeres (060)",3577,857,146,1955,42,426,151
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",3,3,,,,,
"Profes., científicos e intelectuales (062)",490,444,,44,2,,
"Técnicos de nivel medio y trab. asimilados (063)",160,78,,74,6,1,1
"Jefes y empleados de oficina (064)",110,102,,3,,5,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",1294,110,9,968,20,187,
"Agricult.trabaj.calif.agrop.y pesqueros (066)",252,,,241,10,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",143,,24,101,3,15,
"Obreros construc.,conf.,papel, fab., instr. (068)",40,2,16,20,1,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",1020,101,91,479,,199,150
"Otra (070)",1,1,,,,,
"Ocupación no especificada (071)",64,16,6,25,,17,
,,,,,,,
"RURAL (072)",13373,351,1607,6997,59,4290,69
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",11,11,,,,,
"Profes., científicos e intelectuales (074)",127,93,,30,,4,
"Técnicos de nivel medio y trab. asimilados (075)",68,43,,17,7,1,
"Jefes y empleados de oficina (076)",60,59,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",217,39,6,144,2,26,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",6236,1,,6190,45,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",452,,185,233,,34,
"Obreros construc.,conf.,papel, fab., instr. (080)",562,26,346,157,4,29,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",5491,62,1054,141,1,4164,69
"Otra (082)",4,4,,,,,
"Ocupación no especificada (083)",145,13,16,85,,31,
"Hombres (084)",7512,259,1316,4589,36,1305,7
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",10,10,,,,,
"Profes., científicos e intelectuales (086)",86,71,,13,,2,
"Técnicos de nivel medio y trab. asimilados (087)",62,41,,14,6,1,
"Jefes y empleados de oficina (088)",53,52,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",100,18,2,69,,11,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",4098,1,,4072,25,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",353,,179,156,,18,
"Obreros construc.,conf.,papel, fab., instr. (092)",540,26,333,151,4,26,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",2144,32,790,74,1,1240,7
"Otra (094)",4,4,,,,,
"Ocupación no especificada (095)",62,4,12,40,,6,
"Mujeres (096)",5861,92,291,2408,23,2985,62
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",1,1,,,,,
