"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",6447,4763,947,448,289
"Otra (034)",5,,,,5
"Ocupación no especificada (035)",368,283,44,23,18
,,,,,
"URBANA (036)",21243,14404,3448,1768,1623
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",70,,5,6,59
"Profes., científicos e intelectuales (038)",868,250,217,275,126
"Técnicos de nivel medio y trab. asimilados (039)",699,454,88,67,90
"Jefes y empleados de oficina (040)",468,158,72,63,175
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",3142,2860,194,51,37
"Agricult.trabaj.calif.agrop.y pesqueros (042)",3398,2832,535,26,5
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",1599,1040,133,93,333
"Obreros construc.,conf.,papel, fab., instr. (044)",2128,1540,301,192,95
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",8256,4908,1825,955,568
"Otra (046)",101,,,,101
"Ocupación no especificada (047)",514,362,78,40,34
"Hombres (048)",12531,8325,2142,1098,966
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",51,,2,3,46
"Profes., científicos e intelectuales (050)",445,141,103,136,65
"Técnicos de nivel medio y trab. asimilados (051)",434,275,66,50,43
"Jefes y empleados de oficina (052)",247,70,31,36,110
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",989,841,86,35,27
"Agricult.trabaj.calif.agrop.y pesqueros (054)",2475,2072,379,19,5
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",1200,826,113,78,183
"Obreros construc.,conf.,papel, fab., instr. (056)",2002,1451,290,174,87
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",4338,2471,1033,547,287
"Otra (058)",96,,,,96
"Ocupación no especificada (059)",254,178,39,20,17
"Mujeres (060)",8712,6079,1306,670,657
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",19,,3,3,13
"Profes., científicos e intelectuales (062)",423,109,114,139,61
"Técnicos de nivel medio y trab. asimilados (063)",265,179,22,17,47
"Jefes y empleados de oficina (064)",221,88,41,27,65
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",2153,2019,108,16,10
"Agricult.trabaj.calif.agrop.y pesqueros (066)",923,760,156,7,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",399,214,20,15,150
"Obreros construc.,conf.,papel, fab., instr. (068)",126,89,11,18,8
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",3918,2437,792,408,281
"Otra (070)",5,,,,5
"Ocupación no especificada (071)",260,184,39,20,17
,,,,,
"RURAL (072)",11668,9922,804,353,589
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",10,1,,,9
"Profes., científicos e intelectuales (074)",255,101,67,35,52
"Técnicos de nivel medio y trab. asimilados (075)",186,110,14,14,48
"Jefes y empleados de oficina (076)",100,23,12,16,49
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",312,246,31,29,6
"Agricult.trabaj.calif.agrop.y pesqueros (078)",3935,3739,186,10,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",523,146,34,39,304
"Obreros construc.,conf.,papel, fab., instr. (080)",352,241,32,46,33
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",5802,5155,419,155,73
"Otra (082)",14,,,,14
"Ocupación no especificada (083)",179,160,9,9,1
"Hombres (084)",7645,6332,538,260,515
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",7,1,,,6
"Profes., científicos e intelectuales (086)",131,51,27,19,34
"Técnicos de nivel medio y trab. asimilados (087)",136,87,8,10,31
"Jefes y empleados de oficina (088)",60,10,5,8,37
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",109,76,18,12,3
"Agricult.trabaj.calif.agrop.y pesqueros (090)",3057,2893,154,10,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",451,95,26,36,294
"Obreros construc.,conf.,papel, fab., instr. (092)",336,229,32,44,31
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",3273,2829,264,115,65
"Otra (094)",14,,,,14
"Ocupación no especificada (095)",71,61,4,6,
"Mujeres (096)",4023,3590,266,93,74
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",3,,,,3
"Profes., científicos e intelectuales (098)",124,50,40,16,18
"Técnicos de nivel medio y trab. asimilados (099)",50,23,6,4,17
"Jefes y empleados de oficina (100)",40,13,7,8,12
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",203,170,13,17,3
"Agricult.trabaj.calif.agrop.y pesqueros (102)",878,846,32,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",72,51,8,3,10
"Obreros construc.,conf.,papel, fab., instr. (104)",16,12,,2,2
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",2529,2326,155,40,8
"Ocupación no especificada (107)",108,99,5,3,1
