"CUADRO Nº 21: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia CUSCO (000)",158797,61455,14178,62418,4186,5964,4737,5859
"Agric., ganadería, caza y silvicultura (001)",6033,164,923,3813,166,967,,
"Pesca (002)",7,4,1,2,,,,
"Explotación de minas y canteras (003)",316,113,147,39,17,,,
"Industrias manufactureras (004)",12884,787,2178,8731,710,478,,
"Suministro de electricidad, gas y agua (005)",423,263,122,35,1,2,,
"Construcción (006)",11445,919,7106,3082,265,73,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",36432,7917,620,23451,1290,3154,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",3237,452,372,2060,236,117,,
"Comercio al por mayor (009)",1831,934,102,582,97,116,,
"Comercio al por menor (010)",31364,6531,146,20809,957,2921,,
"Hoteles y restaurantes (011)",13068,7035,260,4832,478,463,,
"Trans., almac. y comunicaciones (012)",17522,7071,841,8998,430,182,,
"Intermediación financiera (013)",1220,1142,4,56,18,,,
"Activid.inmobil., empres. y alquileres (014)",11421,7236,182,3512,412,79,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",7148,6502,646,,,,,
"Enseñanza (016)",13247,11787,18,1330,61,51,,
"Servicios sociales y de salud (017)",5071,4162,29,809,56,15,,
"Otras activ. serv.comun.soc y personales (018)",6319,3251,340,2473,155,100,,
"Hogares privados con servicio doméstico (019)",4737,,,,,,4737,
"Organiz. y organos extraterritoriales (020)",4,4,,,,,,
"Actividad economica no especificada (021)",5641,3098,761,1255,127,400,,
"Desocupado (022)",5859,,,,,,,5859
"Hombres (023)",88114,32401,12741,34802,2589,2045,312,3224
"Agric., ganadería, caza y silvicultura (024)",4498,131,748,3053,115,451,,
"Pesca (025)",5,2,1,2,,,,
"Explotación de minas y canteras (026)",285,91,142,36,16,,,
"Industrias manufactureras (027)",8598,500,1691,5625,491,291,,
"Suministro de electricidad, gas y agua (028)",363,209,118,34,1,1,,
"Construcción (029)",11053,779,6960,3001,246,67,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",14484,3549,580,8979,667,709,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",2932,362,357,1923,212,78,,
"Comercio al por mayor (032)",1070,572,89,300,67,42,,
"Comercio al por menor (033)",10482,2615,134,6756,388,589,,
"Hoteles y restaurantes (034)",4851,3511,156,822,200,162,,
"Trans., almac. y comunicaciones (035)",13926,4873,757,7867,305,124,,
"Intermediación financiera (036)",608,566,2,30,10,,,
"Activid.inmobil., empres. y alquileres (037)",7247,4385,147,2381,301,33,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",5080,4582,498,,,,,
"Enseñanza (039)",5420,4752,16,602,32,18,,
"Servicios sociales y de salud (040)",1667,1213,14,407,29,4,,
"Otras activ. serv.comun.soc y personales (041)",3450,1722,270,1304,103,51,,
"Hogares privados con servicio doméstico (042)",312,,,,,,312,
"Organiz. y organos extraterritoriales (043)",3,3,,,,,,
"Actividad economica no especificada (044)",3040,1533,641,659,73,134,,
"Desocupado (045)",3224,,,,,,,3224
"Mujeres (046)",70683,29054,1437,27616,1597,3919,4425,2635
"Agric., ganadería, caza y silvicultura (047)",1535,33,175,760,51,516,,
"Pesca (048)",2,2,,,,,,
"Explotación de minas y canteras (049)",31,22,5,3,1,,,
"Industrias manufactureras (050)",4286,287,487,3106,219,187,,
"Suministro de electricidad, gas y agua (051)",60,54,4,1,,1,,
"Construcción (052)",392,140,146,81,19,6,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",21948,4368,40,14472,623,2445,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",305,90,15,137,24,39,,
"Comercio al por mayor (055)",761,362,13,282,30,74,,
"Comercio al por menor (056)",20882,3916,12,14053,569,2332,,
"Hoteles y restaurantes (057)",8217,3524,104,4010,278,301,,
"Trans., almac. y comunicaciones (058)",3596,2198,84,1131,125,58,,
"Intermediación financiera (059)",612,576,2,26,8,,,
"Activid.inmobil., empres. y alquileres (060)",4174,2851,35,1131,111,46,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",2068,1920,148,,,,,
"Enseñanza (062)",7827,7035,2,728,29,33,,
"Servicios sociales y de salud (063)",3404,2949,15,402,27,11,,
"Otras activ. serv.comun.soc y personales (064)",2869,1529,70,1169,52,49,,
"Hogares privados con servicio doméstico (065)",4425,,,,,,4425,
"Organiz. y organos extraterritoriales (066)",1,1,,,,,,
"Actividad economica no especificada (067)",2601,1565,120,596,54,266,,
,,,,,,,,
"URBANA (068)",153346,60892,13288,59284,4092,5386,4666,5738
"Agric., ganadería, caza y silvicultura (069)",3495,162,729,2016,118,470,,
"Pesca (070)",7,4,1,2,,,,
"Explotación de minas y canteras (071)",269,110,106,36,17,,,
"Industrias manufactureras (072)",12512,782,2066,8508,699,457,,
"Suministro de electricidad, gas y agua (073)",414,262,116,33,1,2,,
"Construcción (074)",10853,911,6701,2919,253,69,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (075)",35788,7804,607,22983,1274,3120,,
"Venta, mant.y rep. veh.autom.y motoc. (076)",3157,439,362,2009,230,117,,
"Comercio al por mayor (077)",1807,923,100,573,97,114,,
"Comercio al por menor (078)",30824,6442,145,20401,947,2889,,
"Hoteles y restaurantes (079)",12808,6930,258,4689,474,457,,
"Trans., almac. y comunicaciones (080)",17179,6977,802,8790,429,181,,
"Intermediación financiera (081)",1218,1140,4,56,18,,,
"Activid.inmobil., empres. y alquileres (082)",11326,7176,179,3482,411,78,,
"Admin.pub. y defensa; p. segur.soc.afil (083)",7067,6450,617,,,,,
"Enseñanza (084)",13191,11745,18,1316,61,51,,
"Servicios sociales y de salud (085)",5043,4143,28,801,56,15,,
"Otras activ. serv.comun.soc y personales (086)",6242,3218,328,2442,154,100,,
"Hogares privados con servicio doméstico (087)",4666,,,,,,4666,
"Organiz. y organos extraterritoriales (088)",4,4,,,,,,
"Actividad economica no especificada (089)",5526,3074,728,1211,127,386,,
"Desocupado (090)",5738,,,,,,,5738
"Hombres (091)",84249,32058,11918,32514,2519,1802,305,3133
"Agric., ganadería, caza y silvicultura (092)",2538,130,579,1511,78,240,,
"Pesca (093)",5,2,1,2,,,,
"Explotación de minas y canteras (094)",238,88,101,33,16,,,
"Industrias manufactureras (095)",8345,496,1605,5483,484,277,,
"Suministro de electricidad, gas y agua (096)",354,208,112,32,1,1,,
"Construcción (097)",10467,773,6559,2838,234,63,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (098)",14240,3492,567,8821,657,703,,
"Venta, mant.y rep. veh.autom.y motoc. (099)",2861,352,347,1878,206,78,,
"Comercio al por mayor (100)",1055,564,87,296,67,41,,
"Comercio al por menor (101)",10324,2576,133,6647,384,584,,
"Hoteles y restaurantes (102)",4794,3468,155,810,199,162,,
"Trans., almac. y comunicaciones (103)",13602,4790,720,7665,304,123,,
