"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia UCAYALI (000)",19826,29,1545,349,356,1523,7264,878,797,6405,70,610
"Agric., ganadería, caza y silvicultura (001)",11656,2,2,12,2,1,7071,7,9,4550,,
"Pesca (002)",743,,,,,,193,3,,547,,
"Explotación de minas y canteras (003)",73,,6,6,3,,,53,2,3,,
"Industrias manufactureras (004)",912,1,4,27,5,2,,680,176,17,,
"Suministro de electricidad, gas y agua (005)",19,,,2,1,,,2,7,7,,
"Construcción (006)",318,,5,12,8,,,11,186,96,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1626,,3,57,2,1188,,98,5,273,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",110,,,3,1,26,,79,,1,,
"Comercio al por mayor (009)",64,,,3,,51,,,,10,,
"Comercio al por menor (010)",1452,,3,51,1,1111,,19,5,262,,
"Hoteles y restaurantes (011)",411,,,11,4,233,,,1,162,,
"Trans., almac. y comunicaciones (012)",562,,1,21,14,1,,12,404,109,,
"Intermediación financiera (013)",4,,,,4,,,,,,,
"Activid.inmobil., empres. y alquileres (014)",181,,24,36,39,36,,4,5,37,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",399,10,19,17,188,24,,5,2,64,70,
"Enseñanza (016)",1474,16,1427,5,15,,,,,11,,
"Servicios sociales y de salud (017)",162,,42,82,4,18,,1,,15,,
"Otras activ. serv.comun.soc y personales (018)",182,,10,52,12,20,,2,,86,,
"Hogares privados con servicio doméstico (019)",427,,,,,,,,,427,,
"Actividad economica no especificada (021)",677,,2,9,55,,,,,1,,610
"Hombres (022)",13995,25,835,252,222,758,6489,673,632,3704,69,336
"Agric., ganadería, caza y silvicultura (023)",8961,2,2,10,1,,6303,7,9,2627,,
"Pesca (024)",702,,,,,,186,3,,513,,
"Explotación de minas y canteras (025)",72,,6,6,3,,,52,2,3,,
"Industrias manufactureras (026)",549,1,3,23,1,1,,479,25,16,,
"Suministro de electricidad, gas y agua (027)",19,,,2,1,,,2,7,7,,
"Construcción (028)",313,,5,12,8,,,11,183,94,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",931,,2,38,2,638,,98,5,148,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",106,,,3,1,22,,79,,1,,
"Comercio al por mayor (031)",43,,,3,,31,,,,9,,
"Comercio al por menor (032)",782,,2,32,1,585,,19,5,138,,
"Hoteles y restaurantes (033)",80,,,6,1,45,,,1,27,,
"Trans., almac. y comunicaciones (034)",536,,,18,8,1,,11,393,105,,
"Intermediación financiera (035)",3,,,,3,,,,,,,
"Activid.inmobil., empres. y alquileres (036)",163,,22,30,34,35,,4,5,33,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",308,9,17,13,130,22,,4,2,42,69,
"Enseñanza (038)",770,13,740,3,4,,,,,10,,
"Servicios sociales y de salud (039)",83,,27,46,2,6,,1,,1,,
