"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Otras activ. serv.comun.soc y personales (040)",106,,10,39,4,10,,1,,42,,
"Hogares privados con servicio doméstico (041)",35,,,,,,,,,35,,
"Actividad economica no especificada (043)",364,,1,6,20,,,,,1,,336
"Mujeres (044)",5831,4,710,97,134,765,775,205,165,2701,1,274
"Agric., ganadería, caza y silvicultura (045)",2695,,,2,1,1,768,,,1923,,
"Pesca (046)",41,,,,,,7,,,34,,
"Explotación de minas y canteras (047)",1,,,,,,,1,,,,
"Industrias manufactureras (048)",363,,1,4,4,1,,201,151,1,,
"Construcción (050)",5,,,,,,,,3,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",695,,1,19,,550,,,,125,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",4,,,,,4,,,,,,
"Comercio al por mayor (053)",21,,,,,20,,,,1,,
"Comercio al por menor (054)",670,,1,19,,526,,,,124,,
"Hoteles y restaurantes (055)",331,,,5,3,188,,,,135,,
"Trans., almac. y comunicaciones (056)",26,,1,3,6,,,1,11,4,,
"Intermediación financiera (057)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (058)",18,,2,6,5,1,,,,4,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",91,1,2,4,58,2,,1,,22,1,
"Enseñanza (060)",704,3,687,2,11,,,,,1,,
"Servicios sociales y de salud (061)",79,,15,36,2,12,,,,14,,
"Otras activ. serv.comun.soc y personales (062)",76,,,13,8,10,,1,,44,,
"Hogares privados con servicio doméstico (063)",392,,,,,,,,,392,,
"Actividad economica no especificada (065)",313,,1,3,35,,,,,,,274
,,,,,,,,,,,,
"URBANA (066)",11205,18,1100,297,343,1263,3245,590,589,3261,70,429
"Agric., ganadería, caza y silvicultura (067)",5198,2,2,8,2,1,3170,1,7,2005,,
"Pesca (068)",290,,,,,,75,3,,212,,
"Explotación de minas y canteras (069)",63,,6,4,3,,,45,2,3,,
"Industrias manufactureras (070)",496,1,4,23,3,2,,420,30,13,,
"Suministro de electricidad, gas y agua (071)",18,,,1,1,,,2,7,7,,
"Construcción (072)",279,,5,12,8,,,11,160,83,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1338,,3,49,2,972,,88,5,219,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",100,,,2,1,26,,70,,1,,
"Comercio al por mayor (075)",54,,,3,,43,,,,8,,
"Comercio al por menor (076)",1184,,3,44,1,903,,18,5,210,,
"Hoteles y restaurantes (077)",361,,,10,3,197,,,,151,,
"Trans., almac. y comunicaciones (078)",499,,1,16,14,,,10,374,84,,
"Intermediación financiera (079)",4,,,,4,,,,,,,
"Activid.inmobil., empres. y alquileres (080)",167,,23,36,35,34,,4,3,32,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",387,8,19,17,182,24,,4,1,62,70,
"Enseñanza (082)",1021,7,985,4,15,,,,,10,,
"Servicios sociales y de salud (083)",142,,41,64,4,17,,1,,15,,
"Otras activ. serv.comun.soc y personales (084)",156,,9,44,12,16,,1,,74,,
"Hogares privados con servicio doméstico (085)",290,,,,,,,,,290,,
"Actividad economica no especificada (087)",496,,2,9,55,,,,,1,,429
"Hombres (088)",7642,16,589,209,212,605,2812,499,563,1816,69,252
"Agric., ganadería, caza y silvicultura (089)",3917,2,2,7,1,,2740,1,7,1157,,
"Pesca (090)",266,,,,,,72,3,,191,,
"Explotación de minas y canteras (091)",62,,6,4,3,,,44,2,3,,
"Industrias manufactureras (092)",384,1,3,19,1,1,,331,16,12,,
"Suministro de electricidad, gas y agua (093)",18,,,1,1,,,2,7,7,,
"Construcción (094)",276,,5,12,8,,,11,158,82,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",741,,2,32,2,495,,88,5,117,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",96,,,2,1,22,,70,,1,,
"Comercio al por mayor (097)",36,,,3,,26,,,,7,,
"Comercio al por menor (098)",609,,2,27,1,447,,18,5,109,,
"Hoteles y restaurantes (099)",72,,,5,,41,,,,26,,
"Trans., almac. y comunicaciones (100)",476,,,13,8,,,10,364,81,,
"Intermediación financiera (101)",3,,,,3,,,,,,,
"Activid.inmobil., empres. y alquileres (102)",150,,21,30,31,33,,4,3,28,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",297,7,17,13,124,22,,3,1,41,69,
"Enseñanza (104)",519,6,497,3,4,,,,,9,,
"Servicios sociales y de salud (105)",67,,26,32,2,5,,1,,1,,
"Otras activ. serv.comun.soc y personales (106)",88,,9,32,4,8,,1,,34,,
"Hogares privados con servicio doméstico (107)",26,,,,,,,,,26,,
"Actividad economica no especificada (109)",280,,1,6,20,,,,,1,,252
"Mujeres (110)",3563,2,511,88,131,658,433,91,26,1445,1,177
"Agric., ganadería, caza y silvicultura (111)",1281,,,1,1,1,430,,,848,,
"Pesca (112)",24,,,,,,3,,,21,,
"Explotación de minas y canteras (113)",1,,,,,,,1,,,,
"Industrias manufactureras (114)",112,,1,4,2,1,,89,14,1,,
"Construcción (116)",3,,,,,,,,2,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",597,,1,17,,477,,,,102,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",4,,,,,4,,,,,,
"Comercio al por mayor (119)",18,,,,,17,,,,1,,
"Comercio al por menor (120)",575,,1,17,,456,,,,101,,
"Hoteles y restaurantes (121)",289,,,5,3,156,,,,125,,
"Trans., almac. y comunicaciones (122)",23,,1,3,6,,,,10,3,,
"Intermediación financiera (123)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (124)",17,,2,6,4,1,,,,4,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",90,1,2,4,58,2,,1,,21,1,
"Enseñanza (126)",502,1,488,1,11,,,,,1,,
"Servicios sociales y de salud (127)",75,,15,32,2,12,,,,14,,
"Otras activ. serv.comun.soc y personales (128)",68,,,12,8,8,,,,40,,
"Hogares privados con servicio doméstico (129)",264,,,,,,,,,264,,
"Actividad economica no especificada (131)",216,,1,3,35,,,,,,,177
,,,,,,,,,,,,
"RURAL (132)",8621,11,445,52,13,260,4019,288,208,3144,,181
"Agric., ganadería, caza y silvicultura (133)",6458,,,4,,,3901,6,2,2545,,
"Pesca (134)",453,,,,,,118,,,335,,
"Explotación de minas y canteras (135)",10,,,2,,,,8,,,,
"Industrias manufactureras (136)",416,,,4,2,,,260,146,4,,
"Suministro de electricidad, gas y agua (137)",1,,,1,,,,,,,,
"Construcción (138)",39,,,,,,,,26,13,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",288,,,8,,216,,10,,54,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",10,,,1,,,,9,,,,
"Comercio al por mayor (141)",10,,,,,8,,,,2,,
"Comercio al por menor (142)",268,,,7,,208,,1,,52,,
"Hoteles y restaurantes (143)",50,,,1,1,36,,,1,11,,
"Trans., almac. y comunicaciones (144)",63,,,5,,1,,2,30,25,,
"Activid.inmobil., empres. y alquileres (146)",14,,1,,4,2,,,2,5,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",12,2,,,6,,,1,1,2,,
"Enseñanza (148)",453,9,442,1,,,,,,1,,
"Servicios sociales y de salud (149)",20,,1,18,,1,,,,,,
"Otras activ. serv.comun.soc y personales (150)",26,,1,8,,4,,1,,12,,
"Hogares privados con servicio doméstico (151)",137,,,,,,,,,137,,
"Actividad economica no especificada (153)",181,,,,,,,,,,,181
"Hombres (154)",6353,9,246,43,10,153,3677,174,69,1888,,84
"Agric., ganadería, caza y silvicultura (155)",5044,,,3,,,3563,6,2,1470,,
"Pesca (156)",436,,,,,,114,,,322,,
"Explotación de minas y canteras (157)",10,,,2,,,,8,,,,
"Industrias manufactureras (158)",165,,,4,,,,148,9,4,,
"Suministro de electricidad, gas y agua (159)",1,,,1,,,,,,,,
"Construcción (160)",37,,,,,,,,25,12,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",190,,,6,,143,,10,,31,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",10,,,1,,,,9,,,,
"Comercio al por mayor (163)",7,,,,,5,,,,2,,
"Comercio al por menor (164)",173,,,5,,138,,1,,29,,
"Hoteles y restaurantes (165)",8,,,1,1,4,,,1,1,,
"Trans., almac. y comunicaciones (166)",60,,,5,,1,,1,29,24,,
"Activid.inmobil., empres. y alquileres (168)",13,,1,,3,2,,,2,5,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",11,2,,,6,,,1,1,1,,
"Enseñanza (170)",251,7,243,,,,,,,1,,
"Servicios sociales y de salud (171)",16,,1,14,,1,,,,,,
"Otras activ. serv.comun.soc y personales (172)",18,,1,7,,2,,,,8,,
"Hogares privados con servicio doméstico (173)",9,,,,,,,,,9,,
"Actividad economica no especificada (175)",84,,,,,,,,,,,84
"Mujeres (176)",2268,2,199,9,3,107,342,114,139,1256,,97
"Agric., ganadería, caza y silvicultura (177)",1414,,,1,,,338,,,1075,,
"Pesca (178)",17,,,,,,4,,,13,,
"Industrias manufactureras (180)",251,,,,2,,,112,137,,,
"Construcción (182)",2,,,,,,,,1,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",98,,,2,,73,,,,23,,
"Comercio al por mayor (185)",3,,,,,3,,,,,,
"Comercio al por menor (186)",95,,,2,,70,,,,23,,
"Hoteles y restaurantes (187)",42,,,,,32,,,,10,,
"Trans., almac. y comunicaciones (188)",3,,,,,,,1,1,1,,
"Activid.inmobil., empres. y alquileres (190)",1,,,,1,,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",1,,,,,,,,,1,,
"Enseñanza (192)",202,2,199,1,,,,,,,,
"Servicios sociales y de salud (193)",4,,,4,,,,,,,,
"Otras activ. serv.comun.soc y personales (194)",8,,,1,,2,,1,,4,,
"Hogares privados con servicio doméstico (195)",128,,,,,,,,,128,,
"Actividad economica no especificada (197)",97,,,,,,,,,,,97
