"CUADRO Nº 16: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia ANGARAES (000)",11917,1454,1873,5271,101,1990,77,1151
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",27,26,,,1,,,
"Profes., científicos e intelectuales (002)",851,766,,80,3,2,,
"Técnicos de nivel medio y trab. asimilados (003)",209,119,,47,9,34,,
"Jefes y empleados de oficina (004)",184,182,,2,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",617,105,4,398,26,84,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",4142,28,1,3993,22,98,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",547,,412,106,18,11,,
"Obreros construc.,conf.,papel, fab., instr. (008)",417,34,196,157,11,19,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (009)",3214,71,1151,255,2,1658,77,
"Otra (010)",40,40,,,,,,
"Ocupación no especificada (011)",518,83,109,233,9,84,,
"Desocupado (012)",1151,,,,,,,1151
"Hombres (013)",8725,897,1664,4112,69,1042,1,940
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",23,23,,,,,,
"Profes., científicos e intelectuales (015)",487,439,,45,1,2,,
"Técnicos de nivel medio y trab. asimilados (016)",114,75,,30,8,1,,
"Jefes y empleados de oficina (017)",121,119,,2,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",230,53,3,145,16,13,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",3555,28,,3425,13,89,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",515,,402,93,15,5,,
"Obreros construc.,conf.,papel, fab., instr. (021)",414,34,195,156,11,18,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (022)",1989,39,988,83,,878,1,
"Otra (023)",40,40,,,,,,
"Ocupación no especificada (024)",297,47,76,133,5,36,,
"Desocupado (025)",940,,,,,,,940
"Mujeres (026)",3192,557,209,1159,32,948,76,211
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",4,3,,,1,,,
"Profes., científicos e intelectuales (028)",364,327,,35,2,,,
"Técnicos de nivel medio y trab. asimilados (029)",95,44,,17,1,33,,
"Jefes y empleados de oficina (030)",63,63,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",387,52,1,253,10,71,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",587,,1,568,9,9,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",32,,10,13,3,6,,
"Obreros construc.,conf.,papel, fab., instr. (034)",3,,1,1,,1,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (035)",1225,32,163,172,2,780,76,
"Ocupación no especificada (037)",221,36,33,100,4,48,,
"Desocupado (038)",211,,,,,,,211
,,,,,,,,
"URBANA (039)",4898,1186,712,1980,78,593,58,291
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",19,18,,,1,,,
"Profes., científicos e intelectuales (041)",712,645,,62,3,2,,
"Técnicos de nivel medio y trab. asimilados (042)",176,101,,36,6,33,,
"Jefes y empleados de oficina (043)",155,153,,2,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",512,79,4,327,25,77,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",1136,1,,1120,10,5,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",267,,163,78,18,8,,
"Obreros construc.,conf.,papel, fab., instr. (047)",223,28,103,80,6,6,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (048)",1107,55,389,180,2,423,58,
"Otra (049)",40,40,,,,,,
"Ocupación no especificada (050)",260,66,53,95,7,39,,
"Desocupado (051)",291,,,,,,,291
"Hombres (052)",3083,722,595,1360,51,185,1,169
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",16,16,,,,,,
"Profes., científicos e intelectuales (054)",398,358,,37,1,2,,
"Técnicos de nivel medio y trab. asimilados (055)",90,62,,23,5,,,
"Jefes y empleados de oficina (056)",102,100,,2,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",192,48,3,116,15,10,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",932,1,,923,6,2,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",242,,156,68,15,3,,
"Obreros construc.,conf.,papel, fab., instr. (060)",222,28,102,80,6,6,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (061)",544,32,302,60,,149,1,
"Otra (062)",40,40,,,,,,
"Ocupación no especificada (063)",136,37,32,51,3,13,,
"Desocupado (064)",169,,,,,,,169
"Mujeres (065)",1815,464,117,620,27,408,57,122
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",3,2,,,1,,,
"Profes., científicos e intelectuales (067)",314,287,,25,2,,,
"Técnicos de nivel medio y trab. asimilados (068)",86,39,,13,1,33,,
"Jefes y empleados de oficina (069)",53,53,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",320,31,1,211,10,67,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",204,,,197,4,3,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",25,,7,10,3,5,,
"Obreros construc.,conf.,papel, fab., instr. (073)",1,,1,,,,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (074)",563,23,87,120,2,274,57,
"Ocupación no especificada (076)",124,29,21,44,4,26,,
"Desocupado (077)",122,,,,,,,122
,,,,,,,,
"RURAL (078)",7019,268,1161,3291,23,1397,19,860
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",8,8,,,,,,
"Profes., científicos e intelectuales (080)",139,121,,18,,,,
"Técnicos de nivel medio y trab. asimilados (081)",33,18,,11,3,1,,
"Jefes y empleados de oficina (082)",29,29,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",105,26,,71,1,7,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",3006,27,1,2873,12,93,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",280,,249,28,,3,,
"Obreros construc.,conf.,papel, fab., instr. (086)",194,6,93,77,5,13,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (087)",2107,16,762,75,,1235,19,
"Ocupación no especificada (089)",258,17,56,138,2,45,,
"Desocupado (090)",860,,,,,,,860
"Hombres (091)",5642,175,1069,2752,18,857,,771
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",7,7,,,,,,
"Profes., científicos e intelectuales (093)",89,81,,8,,,,
"Técnicos de nivel medio y trab. asimilados (094)",24,13,,7,3,1,,
"Jefes y empleados de oficina (095)",19,19,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",38,5,,29,1,3,,
"Agricult.trabaj.calif.agrop.y pesqueros (097)",2623,27,,2502,7,87,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (098)",273,,246,25,,2,,
