"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia HUARAL (000)",46317,42749,120,10404,10821,7711,8178,3709,1404,402,3568,130691
"De 12 a 14 años (001)",48,26,2,21,3,,,,,,22,27
"De 15 a 19 años (002)",1020,837,6,755,66,9,1,,,,183,918
"De 20 a 24 años (003)",4708,3579,20,2542,836,145,20,16,,,1129,4837
"De 25 a 29 años (004)",5926,5025,13,2372,1835,621,173,8,3,,901,8706
"De 30 a 34 años (005)",6122,5650,9,1675,2237,1116,557,52,1,3,472,12219
"De 35 a 39 años (006)",5714,5459,10,971,1877,1429,987,166,18,1,255,14428
"De 40 a 44 años (007)",4884,4707,8,585,1295,1244,1197,317,56,5,177,14608
"De 45 a 49 años (008)",3953,3845,7,377,863,872,1153,442,110,21,108,13700
"De 50 y más años (009)",13942,13621,45,1106,1809,2275,4090,2708,1216,372,321,61248
"Conviviente (010)",16589,16086,45,4924,4648,2804,2453,874,260,78,503,41809
"De 12 a 14 años (011)",27,9,1,8,,,,,,,18,8
"De 15 a 19 años (012)",733,587,4,523,54,5,1,,,,146,650
"De 20 a 24 años (013)",2657,2487,16,1690,638,116,15,12,,,170,3454
"De 25 a 29 años (014)",3214,3134,5,1288,1284,420,127,8,2,,80,5718
"De 30 a 34 años (015)",2975,2938,2,698,1168,686,349,32,,3,37,6803
"De 35 a 39 años (016)",2363,2341,4,308,739,661,524,95,9,1,22,6695
"De 40 a 44 años (017)",1694,1683,3,172,374,438,516,149,29,2,11,5682
"De 45 a 49 años (018)",1085,1081,3,89,181,214,368,169,46,11,4,4272
"De 50 y más años (019)",1841,1826,7,148,210,264,553,409,174,61,15,8527
"Separado(a) (020)",3609,3548,4,1077,898,560,615,275,94,25,61,10065
"De 12 a 14 años (021)",4,2,,2,,,,,,,2,2
