"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia PAITA (000)",34602,459,12820,12602,7470,1251
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",70,,13,21,33,3
"Profes., científicos e intelectuales (002)",1543,,433,693,397,20
"Técnicos de nivel medio y trab. asimilados (003)",1515,,510,649,331,25
"Jefes y empleados de oficina (004)",1527,,671,570,272,14
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",4205,50,1283,1605,1074,193
"Agricult. trabaj. calif.agrop. y pesqueros (006)",5627,67,1715,1843,1496,506
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",4736,29,2035,1827,778,67
"Obreros construc., conf., papel, fab., instr. (008)",4024,13,1485,1542,910,74
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",10356,288,4353,3458,1967,290
"Otra (010)",229,,59,128,42,
"Ocupación no especificada (011)",770,12,263,266,170,59
"Hombres (012)",25894,356,9557,9185,5756,1040
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",52,,9,14,27,2
"Profes., científicos e intelectuales (014)",662,,134,292,223,13
"Técnicos de nivel medio y trab. asimilados (015)",1029,,321,429,256,23
"Jefes y empleados de oficina (016)",789,,293,292,190,14
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",1852,33,597,650,478,94
"Agricult. trabaj. calif.agrop. y pesqueros (018)",5549,64,1692,1814,1479,500
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",3617,28,1586,1357,590,56
"Obreros construc., conf., papel, fab., instr. (020)",3939,12,1443,1511,900,73
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",7859,214,3327,2578,1502,238
"Otra (022)",224,,55,127,42,
"Ocupación no especificada (023)",322,5,100,121,69,27
"Mujeres (024)",8708,103,3263,3417,1714,211
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",18,,4,7,6,1
"Profes., científicos e intelectuales (026)",881,,299,401,174,7
"Técnicos de nivel medio y trab. asimilados (027)",486,,189,220,75,2
"Jefes y empleados de oficina (028)",738,,378,278,82,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",2353,17,686,955,596,99
"Agricult. trabaj. calif.agrop. y pesqueros (030)",78,3,23,29,17,6
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",1119,1,449,470,188,11
"Obreros construc., conf., papel, fab., instr. (032)",85,1,42,31,10,1
