"CUADRO Nº 23: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia BONGARA (000)",10037,1305,1348,5494,203,1506,181
"Agric., ganadería, caza y silvicultura (001)",5972,20,792,3757,132,1271,
"Pesca (002)",9,,,2,,7,
"Explotación de minas y canteras (003)",67,14,51,2,,,
"Industrias manufactureras (004)",274,6,63,181,16,8,
"Suministro de electricidad, gas y agua (005)",6,2,3,,,1,
"Construcción (006)",414,32,268,79,29,6,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1069,90,16,849,10,104,
"Venta, mant.y rep. veh.autom.y motoc. (008)",75,10,13,49,2,1,
"Comercio al por mayor (009)",58,11,,44,,3,
"Comercio al por menor (010)",936,69,3,756,8,100,
"Hoteles y restaurantes (011)",199,41,14,128,3,13,
"Trans., almac. y comunicaciones (012)",439,105,43,283,5,3,
"Intermediación financiera (013)",5,5,,,,,
"Activid.inmobil., empres. y alquileres (014)",181,136,24,17,3,1,
"Admin.pub. y defensa; p. segur.soc.afil (015)",246,220,26,,,,
"Enseñanza (016)",425,416,,9,,,
"Servicios sociales y de salud (017)",110,90,,20,,,
"Otras activ. serv.comun.soc y personales (018)",120,49,26,32,2,11,
"Hogares privados con servicio doméstico (019)",181,,,,,,181
"Actividad economica no especificada (021)",320,79,22,135,3,81,
"Hombres (022)",7505,800,1140,4460,170,933,2
"Agric., ganadería, caza y silvicultura (023)",5045,20,635,3402,111,877,
"Pesca (024)",9,,,2,,7,
"Explotación de minas y canteras (025)",60,10,49,1,,,
"Industrias manufactureras (026)",206,4,48,139,12,3,
"Suministro de electricidad, gas y agua (027)",6,2,3,,,1,
"Construcción (028)",406,28,265,78,29,6,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",558,72,16,445,8,17,
"Venta, mant.y rep. veh.autom.y motoc. (030)",73,9,13,49,2,,
"Comercio al por mayor (031)",35,6,,29,,,
"Comercio al por menor (032)",450,57,3,367,6,17,
"Hoteles y restaurantes (033)",36,7,5,21,,3,
"Trans., almac. y comunicaciones (034)",423,91,43,281,5,3,
"Intermediación financiera (035)",3,3,,,,,
"Activid.inmobil., empres. y alquileres (036)",145,109,20,13,3,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",185,163,22,,,,
"Enseñanza (038)",172,169,,3,,,
"Servicios sociales y de salud (039)",50,34,,16,,,
"Otras activ. serv.comun.soc y personales (040)",79,37,20,14,,8,
"Hogares privados con servicio doméstico (041)",2,,,,,,2
"Actividad economica no especificada (043)",120,51,14,45,2,8,
"Mujeres (044)",2532,505,208,1034,33,573,179
"Agric., ganadería, caza y silvicultura (045)",927,,157,355,21,394,
"Explotación de minas y canteras (047)",7,4,2,1,,,
"Industrias manufactureras (048)",68,2,15,42,4,5,
"Construcción (050)",8,4,3,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",511,18,,404,2,87,
"Venta, mant.y rep. veh.autom.y motoc. (052)",2,1,,,,1,
"Comercio al por mayor (053)",23,5,,15,,3,
"Comercio al por menor (054)",486,12,,389,2,83,
"Hoteles y restaurantes (055)",163,34,9,107,3,10,
"Trans., almac. y comunicaciones (056)",16,14,,2,,,
"Intermediación financiera (057)",2,2,,,,,
"Activid.inmobil., empres. y alquileres (058)",36,27,4,4,,1,
"Admin.pub. y defensa; p. segur.soc.afil (059)",61,57,4,,,,
"Enseñanza (060)",253,247,,6,,,
"Servicios sociales y de salud (061)",60,56,,4,,,
"Otras activ. serv.comun.soc y personales (062)",41,12,6,18,2,3,
"Hogares privados con servicio doméstico (063)",179,,,,,,179
"Actividad economica no especificada (065)",200,28,8,90,1,73,
,,,,,,,
"URBANA (066)",6248,1157,716,3297,152,769,157
"Agric., ganadería, caza y silvicultura (067)",2858,7,343,1836,88,584,
"Pesca (068)",5,,,1,,4,
"Explotación de minas y canteras (069)",26,8,17,1,,,
"Industrias manufactureras (070)",221,4,52,144,15,6,
"Suministro de electricidad, gas y agua (071)",6,2,3,,,1,
"Construcción (072)",299,27,172,69,27,4,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",942,82,12,744,8,96,
"Venta, mant.y rep. veh.autom.y motoc. (074)",61,8,10,41,2,,
"Comercio al por mayor (075)",47,8,,36,,3,
"Comercio al por menor (076)",834,66,2,667,6,93,
"Hoteles y restaurantes (077)",174,36,8,116,3,11,
"Trans., almac. y comunicaciones (078)",354,98,31,218,4,3,
"Intermediación financiera (079)",5,5,,,,,
"Activid.inmobil., empres. y alquileres (080)",153,121,13,15,3,1,
"Admin.pub. y defensa; p. segur.soc.afil (081)",216,196,20,,,,
"Enseñanza (082)",379,372,,7,,,
"Servicios sociales y de salud (083)",94,79,,15,,,
"Otras activ. serv.comun.soc y personales (084)",110,43,25,30,2,10,
"Hogares privados con servicio doméstico (085)",157,,,,,,157
"Actividad economica no especificada (087)",249,77,20,101,2,49,
"Hombres (088)",4341,700,594,2504,127,415,1
"Agric., ganadería, caza y silvicultura (089)",2336,7,259,1628,75,367,
"Pesca (090)",5,,,1,,4,
"Explotación de minas y canteras (091)",22,5,16,1,,,
"Industrias manufactureras (092)",164,2,40,109,11,2,
"Suministro de electricidad, gas y agua (093)",6,2,3,,,1,
"Construcción (094)",292,24,169,68,27,4,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",485,66,12,384,6,17,
"Venta, mant.y rep. veh.autom.y motoc. (096)",60,7,10,41,2,,
"Comercio al por mayor (097)",28,5,,23,,,
"Comercio al por menor (098)",397,54,2,320,4,17,
"Hoteles y restaurantes (099)",30,5,4,19,,2,
"Trans., almac. y comunicaciones (100)",339,84,31,217,4,3,
"Intermediación financiera (101)",3,3,,,,,
"Activid.inmobil., empres. y alquileres (102)",120,94,11,12,3,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",157,141,16,,,,
"Enseñanza (104)",156,153,,3,,,
"Servicios sociales y de salud (105)",45,33,,12,,,
"Otras activ. serv.comun.soc y personales (106)",72,31,20,13,,8,
"Hogares privados con servicio doméstico (107)",1,,,,,,1
"Actividad economica no especificada (109)",108,50,13,37,1,7,
"Mujeres (110)",1907,457,122,793,25,354,156
"Agric., ganadería, caza y silvicultura (111)",522,,84,208,13,217,
"Explotación de minas y canteras (113)",4,3,1,,,,
"Industrias manufactureras (114)",57,2,12,35,4,4,
"Construcción (116)",7,3,3,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",457,16,,360,2,79,
"Venta, mant.y rep. veh.autom.y motoc. (118)",1,1,,,,,
"Comercio al por mayor (119)",19,3,,13,,3,
"Comercio al por menor (120)",437,12,,347,2,76,
"Hoteles y restaurantes (121)",144,31,4,97,3,9,
"Trans., almac. y comunicaciones (122)",15,14,,1,,,
"Intermediación financiera (123)",2,2,,,,,
"Activid.inmobil., empres. y alquileres (124)",33,27,2,3,,1,
"Admin.pub. y defensa; p. segur.soc.afil (125)",59,55,4,,,,
