"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia ANTA (000)",54828,27608,27220,19386,9601,9785,35442,18007,17435
"Menores de 1 año (001)",760,369,391,290,153,137,470,216,254
"Menores de 1 mes (002)",54,27,27,24,12,12,30,15,15
"De 1 a 11 meses (003)",706,342,364,266,141,125,440,201,239
"De 1 a 4 años (004)",4516,2336,2180,1528,788,740,2988,1548,1440
"1 año (005)",955,481,474,326,150,176,629,331,298
"2 años (006)",1158,600,558,388,196,192,770,404,366
"3 años (007)",1206,602,604,400,205,195,806,397,409
"4 años (008)",1197,653,544,414,237,177,783,416,367
"De 5 a 9 años (009)",6518,3363,3155,2185,1098,1087,4333,2265,2068
"5 años (010)",1190,621,569,380,188,192,810,433,377
"6 años (011)",1169,626,543,385,198,187,784,428,356
"7 años (012)",1354,690,664,464,246,218,890,444,446
"8 años (013)",1459,748,711,470,235,235,989,513,476
"9 años (014)",1346,678,668,486,231,255,860,447,413
"De 10 a 14 años (015)",7890,4138,3752,2764,1433,1331,5126,2705,2421
"10 años (016)",1454,761,693,488,257,231,966,504,462
"11 años (017)",1484,764,720,551,266,285,933,498,435
"12 años (018)",1793,906,887,638,319,319,1155,587,568
"13 años (019)",1611,872,739,547,293,254,1064,579,485
"14 años (020)",1548,835,713,540,298,242,1008,537,471
"De 15 a 19 años (021)",5623,3012,2611,2016,1072,944,3607,1940,1667
"15 años (022)",1431,768,663,499,262,237,932,506,426
"16 años (023)",1226,626,600,466,241,225,760,385,375
"17 años (024)",1115,650,465,394,227,167,721,423,298
"18 años (025)",1039,558,481,357,191,166,682,367,315
"19 años (026)",812,410,402,300,151,149,512,259,253
"De 20 a 24 años (027)",3795,1931,1864,1408,700,708,2387,1231,1156
"20 años (028)",862,453,409,295,159,136,567,294,273
"21 años (029)",664,347,317,263,120,143,401,227,174
"22 años (030)",768,391,377,271,135,136,497,256,241
"23 años (031)",751,374,377,278,136,142,473,238,235
"24 años (032)",750,366,384,301,150,151,449,216,233
"De 25 a 29 años (033)",3279,1579,1700,1260,585,675,2019,994,1025
"25 años (034)",736,360,376,289,139,150,447,221,226
"26 años (035)",615,308,307,233,118,115,382,190,192
"27 años (036)",694,315,379,273,119,154,421,196,225
"28 años (037)",664,320,344,242,113,129,422,207,215
"29 años (038)",570,276,294,223,96,127,347,180,167
"De 30 a 34 años (039)",3218,1574,1644,1237,586,651,1981,988,993
"30 años (040)",793,410,383,325,162,163,468,248,220
"31 años (041)",482,222,260,165,66,99,317,156,161
"32 años (042)",687,325,362,265,132,133,422,193,229
"33 años (043)",625,310,315,242,116,126,383,194,189
"34 años (044)",631,307,324,240,110,130,391,197,194
