"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia CAJAMARCA (000)",106196,72604,10772,9450,13370
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",287,27,74,70,116
"Profes., científicos e intelectuales (002)",12965,3459,2837,3245,3424
"Técnicos de nivel medio y trab. asimilados (003)",5492,2150,774,1028,1540
"Jefes y empleados de oficina (004)",4439,1021,659,925,1834
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",11756,9542,983,817,414
"Agricult.trabaj.calif.agrop.y pesqueros (006)",17718,17235,464,11,8
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",10376,6662,1106,709,1899
"Obreros construc.,conf.,papel, fab., instr. (008)",12364,8014,1344,1112,1894
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",26318,21584,2137,1200,1397
"Otra (010)",561,,,,561
"Ocupación no especificada (011)",3920,2910,394,333,283
"Hombres (012)",74123,50325,7421,6312,10065
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",201,17,41,50,93
"Profes., científicos e intelectuales (014)",6881,1873,1391,1593,2024
"Técnicos de nivel medio y trab. asimilados (015)",3650,1384,547,684,1035
"Jefes y empleados de oficina (016)",2050,371,247,422,1010
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",5117,3719,504,569,325
"Agricult.trabaj.calif.agrop.y pesqueros (018)",16350,15929,402,11,8
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",9120,5674,990,648,1808
"Obreros construc.,conf.,papel, fab., instr. (020)",12047,7786,1308,1099,1854
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",16298,12351,1751,1019,1177
"Otra (022)",513,,,,513
"Ocupación no especificada (023)",1896,1221,240,217,218
"Mujeres (024)",32073,22279,3351,3138,3305
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",86,10,33,20,23
"Profes., científicos e intelectuales (026)",6084,1586,1446,1652,1400
"Técnicos de nivel medio y trab. asimilados (027)",1842,766,227,344,505
"Jefes y empleados de oficina (028)",2389,650,412,503,824
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",6639,5823,479,248,89
"Agricult.trabaj.calif.agrop.y pesqueros (030)",1368,1306,62,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",1256,988,116,61,91
