"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia TUMBES (000)",39948,201,760,1894,4379,7601,13743,11370
"De 12 a 14 años (001)",86,,,,,,5,81
"De 15 a 19 años (002)",1366,,,,,,684,682
"De 20 a 24 años (003)",5024,,,,,14,2573,2437
"De 25 a 29 años (004)",5763,,,,,270,3425,2068
"De 30 a 34 años (005)",5356,,,,3,795,3178,1380
"De 35 a 39 años (006)",5002,,,,61,1514,2358,1069
"De 40 a 44 años (007)",4333,,,,346,1988,1141,858
"De 45 a 49 años (008)",3523,,,16,873,1682,326,626
"De 50 y más años (009)",9495,201,760,1878,3096,1338,53,2169
"Sin nivel (010)",1522,55,130,236,257,213,138,493
"De 15 a 19 años (012)",4,,,,,,2,2
"De 20 a 24 años (013)",35,,,,,,15,20
"De 25 a 29 años (014)",53,,,,,4,21,28
"De 30 a 34 años (015)",89,,,,,11,41,37
"De 35 a 39 años (016)",84,,,,1,29,29,25
"De 40 a 44 años (017)",113,,,,6,50,19,38
"De 45 a 49 años (018)",106,,,,18,54,10,24
"De 50 y más años (019)",1038,55,130,236,232,65,1,319
"Educacion Inicial (020)",36,,,,,1,21,14
"De 12 a 14 años (021)",1,,,,,,,1
"De 15 a 19 años (022)",3,,,,,,2,1
"De 20 a 24 años (023)",7,,,,,,5,2
"De 25 a 29 años (024)",11,,,,,,5,6
"De 30 a 34 años (025)",9,,,,,,6,3
"De 35 a 39 años (026)",5,,,,,1,3,1
"Primaria (030)",12141,121,519,1213,2273,2792,2642,2581
"De 12 a 14 años (031)",22,,,,,,1,21
"De 15 a 19 años (032)",149,,,,,,77,72
"De 20 a 24 años (033)",531,,,,,1,326,204
"De 25 a 29 años (034)",916,,,,,59,628,229
"De 30 a 34 años (035)",1042,,,,1,191,645,205
"De 35 a 39 años (036)",1209,,,,23,442,529,215
"De 40 a 44 años (037)",1393,,,,117,709,299,268
"De 45 a 49 años (038)",1369,,,8,369,660,110,222
"De 50 y más años (039)",5510,121,519,1205,1763,730,27,1145
"Secundaria (040)",14664,13,72,283,1131,2741,6417,4007
"De 12 a 14 años (041)",63,,,,,,4,59
"De 15 a 19 años (042)",1055,,,,,,533,522
"De 20 a 24 años (043)",2506,,,,,8,1483,1015
"De 25 a 29 años (044)",2451,,,,,126,1611,714
"De 30 a 34 años (045)",2248,,,,1,403,1350,494
"De 35 a 39 años (046)",1950,,,,22,640,925,363
"De 40 a 44 años (047)",1538,,,,149,731,396,262
"De 45 a 49 años (048)",1123,,,5,304,531,100,183
"De 50 y más años (049)",1730,13,72,278,655,302,15,395
