"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia JAUJA (000)",92053,44311,47742,63941,30584,33357,28112,13727,14385
"Menores de 1 año (001)",1528,745,783,1001,497,504,527,248,279
"Menores de 1 mes (002)",118,62,56,84,46,38,34,16,18
"De 1 a 11 meses (003)",1410,683,727,917,451,466,493,232,261
"De 1 a 4 años (004)",7160,3713,3447,4732,2482,2250,2428,1231,1197
"1 año (005)",1670,870,800,1114,580,534,556,290,266
"2 años (006)",1949,1037,912,1295,714,581,654,323,331
"3 años (007)",1813,932,881,1217,629,588,596,303,293
"4 años (008)",1728,874,854,1106,559,547,622,315,307
"De 5 a 9 años (009)",9816,4954,4862,6297,3190,3107,3519,1764,1755
"5 años (010)",1833,930,903,1173,621,552,660,309,351
"6 años (011)",1721,867,854,1140,571,569,581,296,285
"7 años (012)",1978,989,989,1256,633,623,722,356,366
"8 años (013)",2163,1103,1060,1384,697,687,779,406,373
"9 años (014)",2121,1065,1056,1344,668,676,777,397,380
"De 10 a 14 años (015)",11397,5830,5567,7636,3852,3784,3761,1978,1783
"10 años (016)",2223,1144,1079,1497,761,736,726,383,343
"11 años (017)",2102,1067,1035,1384,687,697,718,380,338
"12 años (018)",2444,1264,1180,1638,848,790,806,416,390
"13 años (019)",2324,1184,1140,1566,798,768,758,386,372
"14 años (020)",2304,1171,1133,1551,758,793,753,413,340
"De 15 a 19 años (021)",9242,4749,4493,6555,3361,3194,2687,1388,1299
"15 años (022)",2231,1147,1084,1583,808,775,648,339,309
"16 años (023)",2024,1040,984,1396,696,700,628,344,284
"17 años (024)",1827,957,870,1295,682,613,532,275,257
"18 años (025)",1663,860,803,1174,637,537,489,223,266
"19 años (026)",1497,745,752,1107,538,569,390,207,183
"De 20 a 24 años (027)",7079,3424,3655,5014,2428,2586,2065,996,1069
"20 años (028)",1636,809,827,1134,564,570,502,245,257
"21 años (029)",1274,610,664,912,446,466,362,164,198
"22 años (030)",1391,680,711,1012,487,525,379,193,186
"23 años (031)",1377,673,704,980,477,503,397,196,201
"24 años (032)",1401,652,749,976,454,522,425,198,227
"De 25 a 29 años (033)",6097,2890,3207,4375,2046,2329,1722,844,878
"25 años (034)",1303,644,659,923,448,475,380,196,184
"26 años (035)",1182,548,634,842,395,447,340,153,187
"27 años (036)",1320,640,680,966,451,515,354,189,165
"28 años (037)",1225,563,662,867,392,475,358,171,187
"29 años (038)",1067,495,572,777,360,417,290,135,155
"De 30 a 34 años (039)",5380,2432,2948,3881,1716,2165,1499,716,783
"30 años (040)",1307,626,681,938,433,505,369,193,176
"31 años (041)",896,409,487,655,291,364,241,118,123
"32 años (042)",1136,504,632,809,357,452,327,147,180
