"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia HUAYLAS (000)",13886,141,495,1000,1597,2809,5111,2733
"De 12 a 14 años (001)",10,,,,,,3,7
"De 15 a 19 años (002)",350,,,,,,250,100
"De 20 a 24 años (003)",1313,,,,,6,880,427
"De 25 a 29 años (004)",1630,,,,,91,1176,363
"De 30 a 34 años (005)",1624,,,,,271,1073,280
"De 35 a 39 años (006)",1616,,,,12,511,863,230
"De 40 a 44 años (007)",1353,,,,71,568,552,162
"De 45 a 49 años (008)",1180,,,3,190,548,268,171
"De 50 y más años (009)",4810,141,495,997,1324,814,46,993
"Sin nivel (010)",4972,87,293,519,719,964,1379,1011
"De 15 a 19 años (012)",50,,,,,,38,12
"De 20 a 24 años (013)",225,,,,,1,165,59
"De 25 a 29 años (014)",338,,,,,16,240,82
"De 30 a 34 años (015)",404,,,,,47,280,77
"De 35 a 39 años (016)",462,,,,,132,276,54
"De 40 a 44 años (017)",445,,,,12,167,217,49
"De 45 a 49 años (018)",430,,,,40,190,141,59
"De 50 y más años (019)",2618,87,293,519,667,411,22,619
"Educacion Inicial (020)",43,,,,,3,34,6
"De 15 a 19 años (022)",3,,,,,,2,1
"De 20 a 24 años (023)",8,,,,,,6,2
"De 25 a 29 años (024)",13,,,,,,12,1
"De 30 a 34 años (025)",12,,,,,1,9,2
"De 35 a 39 años (026)",7,,,,,2,5,
"Primaria (030)",5505,45,147,347,618,1164,2246,938
"De 12 a 14 años (031)",9,,,,,,3,6
"De 15 a 19 años (032)",170,,,,,,126,44
"De 20 a 24 años (033)",619,,,,,2,421,196
"De 25 a 29 años (034)",713,,,,,39,541,133
"De 30 a 34 años (035)",707,,,,,120,486,101
"De 35 a 39 años (036)",672,,,,6,228,356,82
"De 40 a 44 años (037)",519,,,,31,229,202,57
"De 45 a 49 años (038)",452,,,2,84,218,93,55
"De 50 y más años (039)",1644,45,147,345,497,328,18,264
"Secundaria (040)",1814,4,28,73,139,335,837,398
"De 12 a 14 años (041)",1,,,,,,,1
"De 15 a 19 años (042)",114,,,,,,74,40
"De 20 a 24 años (043)",341,,,,,2,223,116
"De 25 a 29 años (044)",318,,,,,25,221,72
"De 30 a 34 años (045)",254,,,,,59,152,43
"De 35 a 39 años (046)",212,,,,5,73,93,41
"De 40 a 44 años (047)",173,,,,14,83,57,19
"De 45 a 49 años (048)",122,,,,32,56,13,21
"De 50 y más años (049)",279,4,28,73,88,37,4,45
"Sup. no Univ. incompleta (050)",264,,,2,23,52,119,68
"De 15 a 19 años (052)",7,,,,,,5,2
"De 20 a 24 años (053)",43,,,,,,26,17
