"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia MARISCAL CACERES (000)",20469,812,23,9307,7064,747,1267,407,842
"Agric., ganadería, caza y silvicultura (001)",11249,664,14,6971,3307,102,83,52,56
"Pesca (002)",27,,,9,15,,,1,2
"Explotación de minas y canteras (003)",6,,,2,3,,,,1
"Industrias manufactureras (004)",823,11,1,269,431,47,30,17,17
"Suministro de electricidad, gas y agua (005)",27,,,5,16,1,4,1,
"Construcción (006)",475,5,,141,235,29,26,13,26
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",2280,43,5,675,1105,146,161,82,63
"Venta, mant.y rep. veh.autom.y motoc. (008)",275,4,1,44,144,28,33,9,12
"Comercio al por mayor (009)",115,2,,27,56,11,10,5,4
"Comercio al por menor (010)",1890,37,4,604,905,107,118,68,47
"Hoteles y restaurantes (011)",605,8,1,219,299,24,30,11,13
"Trans., almac. y comunicaciones (012)",1054,3,,219,651,61,61,30,29
"Intermediación financiera (013)",34,,,1,3,3,7,2,18
"Activid.inmobil., empres. y de alquiler (014)",329,,,10,96,43,56,36,88
"Admin.pub. y defensa; p. segur.soc.afil (015)",511,,,30,155,94,108,38,86
"Enseñanza (016)",1049,,,,43,92,544,53,317
"Servicios sociales y de salud (017)",222,,,11,21,11,74,30,75
"Otras activ. serv.comun.soc y personales (018)",331,13,,70,160,22,26,17,23
"Hogares privados con servicio doméstico (019)",832,39,1,439,304,27,15,4,3
"Actividad economica no especificada (021)",615,26,1,236,220,45,42,20,25
"Hombres (022)",15061,532,14,7136,5350,479,713,285,552
"Agric., ganadería, caza y silvicultura (023)",9788,480,9,6017,3008,96,73,52,53
"Pesca (024)",25,,,8,15,,,,2
"Explotación de minas y canteras (025)",6,,,2,3,,,,1
"Industrias manufactureras (026)",673,10,,221,361,33,20,13,15
"Suministro de electricidad, gas y agua (027)",24,,,5,15,1,2,1,
"Construcción (028)",465,5,,135,234,29,26,12,24
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",1233,18,5,335,603,80,88,57,47
"Venta, mant.y rep. veh.autom.y motoc. (030)",233,4,1,40,117,23,29,9,10
"Comercio al por mayor (031)",67,1,,14,36,3,5,4,4
"Comercio al por menor (032)",933,13,4,281,450,54,54,44,33
"Hoteles y restaurantes (033)",134,1,,32,67,7,11,7,9
"Trans., almac. y comunicaciones (034)",981,3,,207,614,52,52,27,26
"Intermediación financiera (035)",23,,,,2,2,5,1,13
"Activid.inmobil., empres. y de alquiler (036)",247,,,7,74,32,40,27,67
"Admin.pub. y defensa; p. segur.soc.afil (037)",362,,,19,110,71,66,29,67
"Enseñanza (038)",504,,,,28,36,268,23,149
"Servicios sociales y de salud (039)",105,,,7,10,8,31,9,40
"Otras activ. serv.comun.soc y personales (040)",206,7,,34,97,14,18,15,21
"Hogares privados con servicio doméstico (041)",37,,,18,13,4,1,,1
"Actividad economica no especificada (043)",248,8,,89,96,14,12,12,17
"Mujeres (044)",5408,280,9,2171,1714,268,554,122,290
"Agric., ganadería, caza y silvicultura (045)",1461,184,5,954,299,6,10,,3
