"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Superior univ. incompleta (057)",25,18,1,2,4
"Superior univ. completa (058)",78,45,9,11,13
,,,,,
"URBANA (060)",60798,42410,6597,5815,5976
"Sin nivel (061)",895,810,59,20,6
"Educación inicial (062)",58,46,8,3,1
"Primaria (063)",15365,13196,1331,525,313
"Secundaria (064)",24664,19045,2593,1629,1397
"Superior no univ. incompleta (065)",3940,2568,474,482,416
"Superior no univ. completa (066)",6822,3087,889,1327,1519
"Superior univ. incompleta (067)",3015,1644,442,407,522
"Superior univ. completa (068)",6039,2014,801,1422,1802
"De 06 a 14 años (070)",1235,1090,104,39,2
"Sin nivel (071)",14,11,2,1,
"Educación inicial (072)",11,9,1,1,
"Primaria (073)",760,679,59,21,1
"Secundaria (074)",450,391,42,16,1
"De 15 a 29 años (080)",20783,14643,2726,1952,1462
"Sin nivel (081)",130,115,9,5,1
"Educación inicial (082)",34,28,4,1,1
"Primaria (083)",3058,2578,303,120,57
"Secundaria (084)",10475,8120,1299,684,372
"Superior no univ. incompleta (085)",2043,1393,283,234,133
"Superior no univ. completa (086)",2073,1035,337,372,329
"Superior univ. incompleta (087)",1462,847,250,175,190
"Superior univ. completa (088)",1508,527,241,361,379
"De 30 a 44 años (090)",22258,14541,2375,2600,2742
"Sin nivel (091)",224,193,21,7,3
"Educación inicial (092)",13,9,3,1,
"Primaria (093)",4933,4110,474,214,135
"Secundaria (094)",8526,6537,800,629,560
"Superior no univ. incompleta (095)",1351,829,148,192,182
"Superior no univ. completa (096)",3295,1420,408,672,795
"Superior univ. incompleta (097)",1041,525,135,164,217
"Superior univ. completa (098)",2875,918,386,721,850
"De 45 a 64 años (100)",14289,10126,1276,1172,1715
"Sin nivel (101)",311,282,21,6,2
"Primaria (103)",5105,4434,419,148,104
"Secundaria (104)",4896,3724,432,290,450
"Superior no univ. incompleta (105)",516,321,43,54,98
"Superior no univ. completa (106)",1395,586,140,279,390
"Superior univ. incompleta (107)",487,254,56,66,111
"Superior univ. completa (108)",1579,525,165,329,560
"De 65 y más años (110)",2233,2010,116,52,55
"Sin nivel (111)",216,209,6,1,
"Primaria (113)",1509,1395,76,22,16
"Secundaria (114)",317,273,20,10,14
"Superior no univ. incompleta (115)",30,25,,2,3
"Superior no univ. completa (116)",59,46,4,4,5
"Superior univ. incompleta (117)",25,18,1,2,4
"Superior univ. completa (118)",77,44,9,11,13
,,,,,
"RURAL (120)",5931,5059,618,154,100
"Sin nivel (121)",399,371,23,4,1
"Educación inicial (122)",9,9,,,
"Primaria (123)",3705,3262,367,70,6
"Secundaria (124)",1519,1274,162,52,31
"Superior no univ. incompleta (125)",69,47,14,3,5
"Superior no univ. completa (126)",129,58,34,13,24
"Superior univ. incompleta (127)",37,19,9,5,4
"Superior univ. completa (128)",64,19,9,7,29
"De 06 a 14 años (130)",264,240,22,2,
"Sin nivel (131)",14,14,,,
"Educación inicial (132)",2,2,,,
"Primaria (133)",230,209,19,2,
"Secundaria (134)",18,15,3,,
"De 15 a 29 años (140)",2170,1827,225,69,49
"Sin nivel (141)",40,34,5,,1
"Educación inicial (142)",3,3,,,
"Primaria (143)",1209,1066,117,24,2
"Secundaria (144)",808,668,83,41,16
"Superior no univ. incompleta (145)",28,22,4,1,1
"Superior no univ. completa (146)",48,22,9,3,14
"Superior univ. incompleta (147)",11,7,3,,1
"Superior univ. completa (148)",23,5,4,,14
"De 30 a 44 años (150)",1831,1539,196,56,40
"Sin nivel (151)",95,91,4,,
"Educación inicial (152)",4,4,,,
"Primaria (153)",1124,977,116,27,4
"Secundaria (154)",472,405,49,9,9
"Superior no univ. incompleta (155)",29,16,8,1,4
"Superior no univ. completa (156)",61,29,13,9,10
"Superior univ. incompleta (157)",15,8,2,4,1
"Superior univ. completa (158)",31,9,4,6,12
"De 45 a 64 años (160)",1313,1131,149,22,11
"Sin nivel (161)",158,145,10,3,
"Primaria (163)",896,789,94,13,
"Secundaria (164)",208,174,26,2,6
"Superior no univ. incompleta (165)",12,9,2,1,
"Superior no univ. completa (166)",19,6,12,1,
"Superior univ. incompleta (167)",11,4,4,1,2
"Superior univ. completa (168)",9,4,1,1,3
"De 65 y más años (170)",353,322,26,5,
"Sin nivel (171)",92,87,4,1,
"Primaria (173)",246,221,21,4,
"Secundaria (174)",13,12,1,,
"Superior no univ. completa (176)",1,1,,,
"Superior univ. completa (178)",1,1,,,
