"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia HUACAYBAMBA (000)",18919,1239,3144,3100,1921,2383,2424,3498,1210
"Sin nivel (001)",4359,1239,571,28,50,232,423,1124,692
"Educación inicial (002)",702,,683,10,4,1,4,,
"Primaria (003)",9434,,1890,2524,661,1040,1093,1737,489
"Secundaria (004)",3647,,,538,1191,900,616,387,15
"Superior no univ. incompleto (005)",165,,,,12,74,41,37,1
"Superior no univ. completo (006)",325,,,,,78,135,103,9
"Superior univ. incompleto (007)",78,,,,3,28,24,22,1
"Superior univ. completo (008)",209,,,,,30,88,88,3
"Hombres (010)",9439,624,1545,1636,1011,1166,1142,1750,565
"Sin nivel (011)",1477,624,285,11,20,64,88,217,168
"Educación inicial (012)",345,,338,6,1,,,,
"Primaria (013)",4957,,922,1351,320,457,483,1047,377
"Secundaria (014)",2161,,,268,662,526,399,298,8
"Superior no univ. incompleto (015)",101,,,,6,43,23,28,1
"Superior no univ. completo (016)",203,,,,,48,76,71,8
"Superior univ. incompleto (017)",56,,,,2,16,18,19,1
"Superior univ. completo (018)",139,,,,,12,55,70,2
"Mujeres (020)",9480,615,1599,1464,910,1217,1282,1748,645
"Sin nivel (021)",2882,615,286,17,30,168,335,907,524
"Educación inicial (022)",357,,345,4,3,1,4,,
"Primaria (023)",4477,,968,1173,341,583,610,690,112
"Secundaria (024)",1486,,,270,529,374,217,89,7
"Superior no univ. incompleto (025)",64,,,,6,31,18,9,
"Superior no univ. completo (026)",122,,,,,30,59,32,1
"Superior univ. incompleto (027)",22,,,,1,12,6,3,
"Superior univ. completo (028)",70,,,,,18,33,18,1
,,,,,,,,,
"URBANA (030)",3483,181,481,554,387,444,511,723,202
"Sin nivel (031)",422,181,53,1,6,11,23,77,70
"Educación inicial (032)",119,,116,2,,,1,,
"Primaria (033)",1389,,312,365,46,101,131,318,116
"Secundaria (034)",1068,,,186,324,213,175,164,6
"Superior no univ. incompleto (035)",95,,,,9,38,25,22,1
"Superior no univ. completo (036)",209,,,,,51,83,69,6
"Superior univ. incompleto (037)",48,,,,2,10,18,17,1
"Superior univ. completo (038)",133,,,,,20,55,56,2
"Hombres (040)",1749,79,221,299,208,210,251,387,94
"Sin nivel (041)",128,79,23,1,3,3,4,6,9
"Educación inicial (042)",50,,49,1,,,,,
"Primaria (043)",667,,149,202,22,36,46,139,73
"Secundaria (044)",602,,,95,178,112,94,120,3
"Superior no univ. incompleto (045)",51,,,,4,18,13,15,1
"Superior no univ. completo (046)",129,,,,,31,45,47,6
"Superior univ. incompleto (047)",37,,,,1,6,14,15,1
"Superior univ. completo (048)",85,,,,,4,35,45,1
"Mujeres (050)",1734,102,260,255,179,234,260,336,108
"Sin nivel (051)",294,102,30,,3,8,19,71,61
"Educación inicial (052)",69,,67,1,,,1,,
"Primaria (053)",722,,163,163,24,65,85,179,43
"Secundaria (054)",466,,,91,146,101,81,44,3
"Superior no univ. incompleto (055)",44,,,,5,20,12,7,
"Superior no univ. completo (056)",80,,,,,20,38,22,
"Superior univ. incompleto (057)",11,,,,1,4,4,2,
"Superior univ. completo (058)",48,,,,,16,20,11,1
,,,,,,,,,
"RURAL (060)",15436,1058,2663,2546,1534,1939,1913,2775,1008
"Sin nivel (061)",3937,1058,518,27,44,221,400,1047,622
"Educación inicial (062)",583,,567,8,4,1,3,,
"Primaria (063)",8045,,1578,2159,615,939,962,1419,373
"Secundaria (064)",2579,,,352,867,687,441,223,9
"Superior no univ. incompleto (065)",70,,,,3,36,16,15,
"Superior no univ. completo (066)",116,,,,,27,52,34,3
"Superior univ. incompleto (067)",30,,,,1,18,6,5,
"Superior univ. completo (068)",76,,,,,10,33,32,1
"Hombres (070)",7690,545,1324,1337,803,956,891,1363,471
"Sin nivel (071)",1349,545,262,10,17,61,84,211,159
"Educación inicial (072)",295,,289,5,1,,,,
"Primaria (073)",4290,,773,1149,298,421,437,908,304
"Secundaria (074)",1559,,,173,484,414,305,178,5
"Superior no univ. incompleto (075)",50,,,,2,25,10,13,
"Superior no univ. completo (076)",74,,,,,17,31,24,2
"Superior univ. incompleto (077)",19,,,,1,10,4,4,
"Superior univ. completo (078)",54,,,,,8,20,25,1
"Mujeres (080)",7746,513,1339,1209,731,983,1022,1412,537
"Sin nivel (081)",2588,513,256,17,27,160,316,836,463
"Educación inicial (082)",288,,278,3,3,1,3,,
"Primaria (083)",3755,,805,1010,317,518,525,511,69
"Secundaria (084)",1020,,,179,383,273,136,45,4
"Superior no univ. incompleto (085)",20,,,,1,11,6,2,
"Superior no univ. completo (086)",42,,,,,10,21,10,1
"Superior univ. incompleto (087)",11,,,,,8,2,1,
"Superior univ. completo (088)",22,,,,,2,13,7,
