"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia PAUCARTAMBO (000)",45877,44846,736,295
"Hombres (001)",23105,22650,308,147
"Mujeres (002)",22772,22196,428,148
"Menores de 1 año (003)",1105,877,142,86
"Hombres (004)",573,457,73,43
"Mujeres (005)",532,420,69,43
"De 1 a 5 años (006)",6787,6337,269,181
"Hombres (007)",3431,3213,125,93
"Mujeres (008)",3356,3124,144,88
"De 6 a 14 años (009)",11849,11764,74,11
"Hombres (010)",5982,5932,42,8
"Mujeres (011)",5867,5832,32,3
"De 15 a 29 años (012)",10415,10366,46,3
"Hombres (013)",5281,5263,16,2
"Mujeres (014)",5134,5103,30,1
"De 30 a 44 años (015)",8118,8085,32,1
"Hombres (016)",4110,4101,9,
"Mujeres (017)",4008,3984,23,1
"De 45 a 64 años (018)",5451,5393,53,5
"Hombres (019)",2719,2706,13,
"Mujeres (020)",2732,2687,40,5
"De 65 a más años (021)",2152,2024,120,8
"Hombres (022)",1009,978,30,1
"Mujeres (023)",1143,1046,90,7
,,,,
"URBANA (024)",8511,8379,81,51
"Hombres (025)",4235,4179,31,25
"Mujeres (026)",4276,4200,50,26
"Menores de 1 año (027)",163,138,18,7
"Hombres (028)",93,79,10,4
"Mujeres (029)",70,59,8,3
"De 1 a 5 años (030)",1077,1001,34,42
"Hombres (031)",539,504,15,20
"Mujeres (032)",538,497,19,22
"De 6 a 14 años (033)",2012,2009,2,1
"Hombres (034)",984,981,2,1
"Mujeres (035)",1028,1028,,
"De 15 a 29 años (036)",2083,2080,3,
"Hombres (037)",1008,1007,1,
"Mujeres (038)",1075,1073,2,
"De 30 a 44 años (039)",1735,1733,2,
"Hombres (040)",889,888,1,
"Mujeres (041)",846,845,1,
"De 45 a 64 años (042)",1042,1037,5,
"Hombres (043)",531,531,,
"Mujeres (044)",511,506,5,
"De 65 a más años (045)",399,381,17,1
"Hombres (046)",191,189,2,
"Mujeres (047)",208,192,15,1
,,,,
"RURAL (048)",37366,36467,655,244
"Hombres (049)",18870,18471,277,122
"Mujeres (050)",18496,17996,378,122
"Menores de 1 año (051)",942,739,124,79
"Hombres (052)",480,378,63,39
"Mujeres (053)",462,361,61,40
"De 1 a 5 años (054)",5710,5336,235,139
"Hombres (055)",2892,2709,110,73
"Mujeres (056)",2818,2627,125,66
"De 6 a 14 años (057)",9837,9755,72,10
"Hombres (058)",4998,4951,40,7
"Mujeres (059)",4839,4804,32,3
"De 15 a 29 años (060)",8332,8286,43,3
"Hombres (061)",4273,4256,15,2
"Mujeres (062)",4059,4030,28,1
"De 30 a 44 años (063)",6383,6352,30,1
"Hombres (064)",3221,3213,8,
"Mujeres (065)",3162,3139,22,1
"De 45 a 64 años (066)",4409,4356,48,5
"Hombres (067)",2188,2175,13,
"Mujeres (068)",2221,2181,35,5
"De 65 a más años (069)",1753,1643,103,7
"Hombres (070)",818,789,28,1
"Mujeres (071)",935,854,75,6
