"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CAJABAMBA (000)",915,87,520,187,89,32
"Conviviente (001)",275,1,105,113,50,6
"Separado(a) (002)",18,,11,4,1,2
"Casado(a) (003)",89,,11,32,25,21
"Viudo(a) (004)",10,,1,3,3,3
"Divorciado(a) (005)",2,,2,,,
"Soltero(a) (006)",521,86,390,35,10,
"Hombres (008)",675,50,362,154,79,30
"Conviviente (009)",250,,94,103,47,6
"Separado(a) (010)",3,,,1,1,1
"Casado(a) (011)",76,,6,29,21,20
"Viudo(a) (012)",5,,,1,1,3
"Soltero(a) (014)",341,50,262,20,9,
"Mujeres (016)",240,37,158,33,10,2
"Conviviente (017)",25,1,11,10,3,
"Separado(a) (018)",15,,11,3,,1
"Casado(a) (019)",13,,5,3,4,1
"Viudo(a) (020)",5,,1,2,2,
"Divorciado(a) (021)",2,,2,,,
"Soltero(a) (022)",180,36,128,15,1,
,,,,,,
"AREA URBANA (024)",287,4,147,88,37,11
"Conviviente (025)",102,,35,52,14,1
"Separado(a) (026)",6,,2,2,,2
"Casado(a) (027)",44,,4,16,16,8
"Viudo(a) (028)",3,,,1,2,
"Divorciado(a) (029)",1,,1,,,
"Soltero(a) (030)",131,4,105,17,5,
"Hombres (032)",216,3,108,65,31,9
"Conviviente (033)",93,,34,44,14,1
"Separado(a) (034)",1,,,,,1
"Casado(a) (035)",33,,,14,12,7
"Viudo(a) (036)",1,,,,1,
"Soltero(a) (038)",88,3,74,7,4,
"Mujeres (040)",71,1,39,23,6,2
"Conviviente (041)",9,,1,8,,
"Separado(a) (042)",5,,2,2,,1
"Casado(a) (043)",11,,4,2,4,1
"Viudo(a) (044)",2,,,1,1,
"Divorciado(a) (045)",1,,1,,,
"Soltero(a) (046)",43,1,31,10,1,
,,,,,,
"AREA RURAL (048)",628,83,373,99,52,21
"Conviviente (049)",173,1,70,61,36,5
"Separado(a) (050)",12,,9,2,1,
"Casado(a) (051)",45,,7,16,9,13
"Viudo(a) (052)",7,,1,2,1,3
"Divorciado(a) (053)",1,,1,,,
"Soltero(a) (054)",390,82,285,18,5,
"Hombres (056)",459,47,254,89,48,21
"Conviviente (057)",157,,60,59,33,5
"Separado(a) (058)",2,,,1,1,
"Casado(a) (059)",43,,6,15,9,13
"Viudo(a) (060)",4,,,1,,3
"Soltero(a) (062)",253,47,188,13,5,
"Mujeres (064)",169,36,119,10,4,
"Conviviente (065)",16,1,10,2,3,
"Separado(a) (066)",10,,9,1,,
"Casado(a) (067)",2,,1,1,,
"Viudo(a) (068)",3,,1,1,1,
"Divorciado(a) (069)",1,,1,,,
"Soltero(a) (070)",137,35,97,5,,
