"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia CHICLAYO (000)",308939,663403,615545,,11047,92.8,1.7
"De 12 a 14 años (001)",23808,95,87,,8,91.6,8.4
"De 15 a 19 años (002)",39891,3937,3845,1073,97.7,27.3,
"De 20 a 24 años (003)",35937,19777,19486,2705,98.5,13.7,
"De 25 a 29 años (004)",32229,37306,36609,2762,98.1,7.4,
"De 30 a 34 años (005)",30601,55057,53793,2403,97.7,4.4,
"De 35 a 39 años (006)",28907,67558,65752,1473,97.3,2.2,
"De 40 a 44 años (007)",25630,72179,69498,555,96.3,0.8,
"De 45 a 49 años (008)",22013,70735,67262,68,95.1,0.1,
"De 50 y más años (009)",69923,336759,299213,,88.9,,
"Conviviente (010)",65028,163557,155698,5990,95.2,3.7,
"De 12 a 14 años (011)",174,33,28,5,84.8,15.2,
"De 15 a 19 años (012)",4000,2611,2551,748,97.7,28.6,
"De 20 a 24 años (013)",10568,12250,12071,1720,98.5,14,
"De 25 a 29 años (014)",11758,20148,19765,1530,98.1,7.6,
"De 30 a 34 años (015)",11018,24950,24336,1168,97.5,4.7,
"De 35 a 39 años (016)",8835,25179,24466,595,97.2,2.4,
"De 40 a 44 años (017)",6541,22121,21223,200,95.9,0.9,
"De 45 a 49 años (018)",4517,17383,16479,24,94.8,0.1,
"De 50 y más años (019)",7617,38882,34779,,89.4,,
"Separado(a) (020)",18063,51318,48064,598,93.7,1.2,
"De 12 a 14 años (021)",21,5,5,,100,,
"De 15 a 19 años (022)",390,321,320,82,99.7,25.5,
"De 20 a 24 años (023)",1369,1642,1624,168,98.9,10.2,
"De 25 a 29 años (024)",1902,2939,2899,130,98.6,4.4,
"De 30 a 34 años (025)",2247,4303,4211,115,97.9,2.7,
"De 35 a 39 años (026)",2394,5552,5400,68,97.3,1.2,
"De 40 a 44 años (027)",2286,6410,6150,32,95.9,0.5,
"De 45 a 49 años (028)",1990,6453,6087,3,94.3,,
"De 50 y más años (029)",5464,23693,21368,,90.2,,
"Casado(a) (030)",92949,332070,309812,3842,93.3,1.2,
"De 12 a 14 años (031)",31,18,16,,88.9,,
"De 15 a 19 años (032)",621,462,443,118,95.9,25.5,
"De 20 a 24 años (033)",3383,4012,3955,621,98.6,15.5,
"De 25 a 29 años (034)",7169,11554,11323,971,98,8.4,
