"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CHICLAYO (000)",213194,194897,798,46527,46889,35836,37672,16559,7527,3089,18297,615545
"De 12 a 14 años (001)",193,80,8,57,15,,,,,,113,87
"De 15 a 19 años (002)",4057,3449,55,3023,303,56,12,,,,608,3845
"De 20 a 24 años (003)",19431,14259,80,9890,3476,668,129,16,,,5172,19486
"De 25 a 29 años (004)",25584,20894,77,9978,7160,2730,885,55,9,,4690,36609
"De 30 a 34 años (005)",27050,24515,90,7447,9030,4970,2661,288,22,7,2535,53793
"De 35 a 39 años (006)",26461,24865,78,4902,8026,6372,4604,740,126,17,1596,65752
"De 40 a 44 años (007)",23827,22712,86,3312,6048,6003,5473,1402,336,52,1115,69498
"De 45 a 49 años (008)",20594,19827,68,2465,4535,4808,5448,1832,544,127,767,67262
"De 50 y más años (009)",65997,64296,256,5453,8296,10229,18460,12226,6490,2886,1701,299213
"Conviviente (010)",60117,58595,263,18079,16140,10066,9233,3221,1204,389,1522,155698
"De 12 a 14 años (011)",115,33,6,26,1,,,,,,82,28
"De 15 a 19 años (012)",2762,2312,34,2031,223,22,2,,,,450,2551
"De 20 a 24 años (013)",9062,8613,44,5715,2328,441,76,9,,,449,12071
"De 25 a 29 años (014)",10939,10704,39,4507,3987,1588,545,34,4,,235,19765
"De 30 a 34 años (015)",10570,10433,38,2605,3933,2335,1354,157,9,2,137,24336
"De 35 a 39 años (016)",8579,8516,27,1322,2529,2262,1959,342,65,10,63,24466
"De 40 a 44 años (017)",6358,6313,27,758,1447,1530,1818,571,144,18,45,21223
"De 45 a 49 años (018)",4374,4354,14,479,826,881,1316,598,200,40,20,16479
"De 50 y más años (019)",7358,7317,34,636,866,1007,2163,1510,782,319,41,34779
