"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia CAÑETE (000)",76056,178910,166119,,3436,92.9,1.9
"De 12 a 14 años (001)",6163,31,31,,7,100,22.6
"De 15 a 19 años (002)",9846,1375,1356,398,98.6,28.9,
"De 20 a 24 años (003)",9042,6671,6584,932,98.7,14,
"De 25 a 29 años (004)",8310,11588,11402,818,98.4,7.1,
"De 30 a 34 años (005)",7764,16103,15758,694,97.9,4.3,
"De 35 a 39 años (006)",7025,19220,18676,383,97.2,2,
"De 40 a 44 años (007)",6111,19612,18814,176,95.9,0.9,
"De 45 a 49 años (008)",4869,17907,16921,28,94.5,0.2,
"De 50 y más años (009)",16926,86403,76577,,88.6,,
"Sin nivel (010)",4741,25684,21865,70,85.1,0.3,
"De 12 a 14 años (011)",47,,,,,,
"De 15 a 19 años (012)",66,15,14,4,93.3,26.7,
"De 20 a 24 años (013)",54,36,35,2,97.2,5.6,
"De 25 a 29 años (014)",106,156,153,7,98.1,4.5,
"De 30 a 34 años (015)",236,627,601,26,95.9,4.1,
"De 35 a 39 años (016)",263,850,820,12,96.5,1.4,
"De 40 a 44 años (017)",366,1544,1441,17,93.3,1.1,
"De 45 a 49 años (018)",344,1586,1437,2,90.6,0.1,
"De 50 y más años (019)",3259,20870,17364,,83.2,,
"Educacion Inicial (020)",95,104,99,2,95.2,1.9,
"De 12 a 14 años (021)",22,,,,,,
"De 15 a 19 años (022)",17,2,2,,100,,
"De 20 a 24 años (023)",17,7,7,,100,,
"De 25 a 29 años (024)",7,15,15,1,100,6.7,
"De 30 a 34 años (025)",18,51,46,1,90.2,2,
"De 35 a 39 años (026)",14,29,29,,100,,
"Primaria (030)",17290,67032,61063,509,91.1,0.8,
"De 12 a 14 años (031)",1952,7,7,3,100,42.9,
"De 15 a 19 años (032)",559,160,158,41,98.8,25.6,
"De 20 a 24 años (033)",618,766,755,77,98.6,10.1,
"De 25 a 29 años (034)",860,1872,1825,103,97.5,5.5,
"De 30 a 34 años (035)",1197,3465,3357,131,96.9,3.8,
"De 35 a 39 años (036)",1354,4891,4686,92,95.8,1.9,
"De 40 a 44 años (037)",1401,5767,5418,54,93.9,0.9,
"De 45 a 49 años (038)",1456,6687,6218,8,93,0.1,
"De 50 y más años (039)",7893,43417,38639,,89,,
