"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Técnicos de nivel medio ytrab.asimilados (039)",105,,,5,19,13,46,5,17
"Jefes y empleados de oficina (040)",137,,,2,31,16,52,10,26
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",398,7,,106,185,24,42,12,22
"Agricult.trabaj. calif.agrop. y pesquros (042)",427,16,,217,170,6,10,3,5
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",176,,,59,88,7,12,3,7
"Obreros. construc., conf., papel, fab., instr (044)",265,2,,57,153,19,23,5,6
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",629,37,,240,276,20,38,11,7
"Otra (046)",54,,,,12,2,32,4,4
"Ocupación no especificada (047)",102,6,,26,34,4,14,8,10
"Hombres (048)",2023,27,,486,745,95,345,74,251
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",17,,,1,4,,5,3,4
"Profes., científicos e intelectuales (050)",391,,,,6,15,168,27,175
"Técnicos de nivel medio ytrab.asimilados (051)",58,,,1,13,8,20,4,12
"Jefes y empleados de oficina (052)",76,,,,14,6,28,9,19
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",177,2,,41,90,12,19,4,9
"Agricult.trabaj. calif.agrop. y pesquros (054)",401,15,,203,160,6,10,3,4
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",157,,,50,80,7,11,3,6
"Obreros. construc., conf., papel, fab., instr (056)",257,2,,54,150,19,21,5,6
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",389,8,,129,197,18,22,9,6
"Otra (058)",54,,,,12,2,32,4,4
"Ocupación no especificada (059)",46,,,7,19,2,9,3,6
"Mujeres (060)",1043,41,,227,245,45,259,38,188
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",2,,,,2,,,,
"Profes., científicos e intelectuales (062)",363,,,,10,14,162,21,156
"Técnicos de nivel medio ytrab.asimilados (063)",47,,,4,6,5,26,1,5
"Jefes y empleados de oficina (064)",61,,,2,17,10,24,1,7
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",221,5,,65,95,12,23,8,13
"Agricult.trabaj. calif.agrop. y pesquros (066)",26,1,,14,10,,,,1
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",19,,,9,8,,1,,1
"Obreros. construc., conf., papel, fab., instr (068)",8,,,3,3,,2,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",240,29,,111,79,2,16,2,1
"Ocupación no especificada (071)",56,6,,19,15,2,5,5,4
,,,,,,,,,
"RURAL (072)",8056,842,10,4266,2433,91,254,36,124
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",10,,,1,1,1,2,,5
"Profes., científicos e intelectuales (074)",330,,,,20,32,161,18,99
"Técnicos de nivel medio ytrab.asimilados (075)",38,,,2,4,6,24,1,1
"Jefes y empleados de oficina (076)",44,,,,21,5,12,3,3
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",130,7,,68,49,3,3,,
"Agricult.trabaj. calif.agrop. y pesquros (078)",4081,401,2,2446,1172,24,22,6,8
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",96,2,,47,41,2,4,,
"Obreros. construc., conf., papel, fab., instr (080)",71,,,23,45,,2,,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",2957,363,7,1524,1018,16,17,7,5
"Otra (082)",1,,,,1,,,,
"Ocupación no especificada (083)",298,69,1,155,61,2,7,1,2
"Hombres (084)",6847,582,9,3749,2179,64,158,25,81
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",8,,,1,1,1,1,,4
"Profes., científicos e intelectuales (086)",184,,,,6,15,88,12,63
"Técnicos de nivel medio ytrab.asimilados (087)",22,,,1,1,4,15,1,
"Jefes y empleados de oficina (088)",30,,,,16,4,8,,2
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",66,,,36,28,1,1,,
"Agricult.trabaj. calif.agrop. y pesquros (090)",3962,362,2,2393,1148,22,21,6,8
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",74,1,,30,38,1,4,,
"Obreros. construc., conf., papel, fab., instr (092)",70,,,22,45,,2,,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",2345,212,7,1217,872,15,14,5,3
"Otra (094)",1,,,,1,,,,
"Ocupación no especificada (095)",85,7,,49,23,1,4,1,
"Mujeres (096)",1209,260,1,517,254,27,96,11,43
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",2,,,,,,1,,1
"Profes., científicos e intelectuales (098)",146,,,,14,17,73,6,36
"Técnicos de nivel medio ytrab.asimilados (099)",16,,,1,3,2,9,,1
"Jefes y empleados de oficina (100)",14,,,,5,1,4,3,1
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",64,7,,32,21,2,2,,
"Agricult.trabaj. calif.agrop. y pesquros (102)",119,39,,53,24,2,1,,
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",22,1,,17,3,1,,,
"Obreros. construc., conf., papel, fab., instr (104)",1,,,1,,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",612,151,,307,146,1,3,2,2
"Ocupación no especificada (107)",213,62,1,106,38,1,3,,2
