"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CELENDIN (000)",32198,31167,9364,4181,3663,2861,4394,2925,2020,1759,1031,95693
"De 12 a 14 años (001)",3658,3634,3605,26,3,,,,,,24,32
"De 15 a 19 años (002)",4473,4323,3683,554,73,8,5,,,,150,744
"De 20 a 24 años (003)",3742,3421,1121,1413,656,170,54,7,,,321,3504
"De 25 a 29 años (004)",3161,2969,295,895,931,499,303,43,3,,192,5843
"De 30 a 34 años (005)",2759,2654,115,439,709,589,608,165,23,6,105,7579
"De 35 a 39 años (006)",2740,2667,87,253,466,515,857,352,111,26,73,9965
"De 40 a 44 años (007)",2320,2283,79,161,254,351,692,445,205,96,37,10464
"De 45 a 49 años (008)",1951,1925,63,97,180,204,504,429,281,167,26,10359
"De 50 y más años (009)",7394,7291,316,343,391,525,1371,1484,1397,1464,103,47203
"Conviviente (010)",11453,11152,773,2231,1967,1411,2034,1301,792,643,301,41790
"De 12 a 14 años (011)",60,41,23,15,3,,,,,,19,21
"De 15 a 19 años (012)",859,728,301,360,58,5,4,,,,131,507
"De 20 a 24 años (013)",1861,1783,241,898,471,125,42,6,,,78,2428
"De 25 a 29 años (014)",1822,1793,81,516,600,344,221,28,3,,29,3898
"De 30 a 34 años (015)",1529,1517,25,204,413,367,377,112,15,4,12,4668
"De 35 a 39 años (016)",1327,1317,13,79,193,241,491,212,71,17,10,5485
"De 40 a 44 años (017)",1056,1052,19,41,94,136,324,249,134,55,4,5430
"De 45 a 49 años (018)",825,821,11,34,47,67,208,227,146,81,4,4896
"De 50 y más años (019)",2114,2100,59,84,88,126,367,467,423,486,14,14457
"Separado(a) (020)",1431,1410,26,434,284,183,246,135,63,39,21,4481
"De 12 a 14 años (021)",3,2,,2,,,,,,,1,2
"De 15 a 19 años (022)",76,71,4,63,3,1,,,,,5,72
