"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia VILCAS HUAMAN (000)",6650,6485,49,976,1027,924,1647,1158,552,152,165,26771
"De 12 a 14 años (001)",7,4,2,2,,,,,,,3,2
"De 15 a 19 años (002)",206,188,8,159,19,1,1,,,,18,204
"De 20 a 24 años (003)",565,530,2,300,172,46,9,1,,,35,827
"De 25 a 29 años (004)",647,608,2,155,226,147,73,4,1,,39,1386
"De 30 a 34 años (005)",643,628,1,81,170,174,172,28,2,,15,1887
"De 35 a 39 años (006)",633,623,2,48,101,127,255,68,22,,10,2368
"De 40 a 44 años (007)",614,605,1,44,64,92,195,143,58,8,9,2806
"De 45 a 49 años (008)",514,509,2,25,42,53,182,126,61,18,5,2607
"De 50 y más años (009)",2821,2790,29,162,233,284,760,788,408,126,31,14684
"Conviviente (010)",1400,1366,14,404,377,242,211,79,29,10,34,3661
"De 12 a 14 años (011)",4,2,1,1,,,,,,,2,1
"De 15 a 19 años (012)",135,118,6,94,17,,1,,,,17,132
"De 20 a 24 años (013)",338,333,2,176,118,33,4,,,,5,528
"De 25 a 29 años (014)",302,297,1,71,117,75,32,1,,,5,672
"De 30 a 34 años (015)",218,215,1,31,63,60,50,9,1,,3,624
"De 35 a 39 años (016)",161,161,2,11,31,39,57,15,6,,,586
"De 40 a 44 años (017)",93,92,,9,16,19,24,17,5,2,1,371
"De 45 a 49 años (018)",51,50,,2,4,7,16,14,6,1,1,252
"De 50 y más años (019)",98,98,1,9,11,9,27,23,11,7,,495
"Separado(a) (020)",320,316,,114,58,51,53,32,7,1,4,892
"De 15 a 19 años (022)",18,18,,18,,,,,,,,18
"De 20 a 24 años (023)",43,43,,37,6,,,,,,,49
"De 25 a 29 años (024)",35,34,,20,9,3,2,,,,1,55
