"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Educación inicial (032)",2,2,,,,
"Primaria (033)",276,16,103,69,69,19
"Secundaria (034)",258,1,173,71,13,
"Superior no univ. incompleta (035)",9,,3,4,2,
"Superior no univ. completa (036)",19,,7,9,3,
"Superior univ. incompleta (037)",7,,5,2,,
"Superior univ. completa (038)",10,,7,2,,1
"No PEA (040)",26915,9860,6513,3955,3643,2944
"Sin nivel (041)",3782,193,243,549,1108,1689
"Educación inicial (042)",709,687,10,12,,
"Primaria (043)",14495,7134,1870,2208,2126,1157
"Secundaria (044)",6971,1846,3790,987,297,51
"Superior no univ. incompleta (045)",455,,371,70,11,3
"Superior no univ. completa (046)",250,,102,77,46,25
"Superior univ. incompleta (047)",145,,102,22,16,5
"Superior univ. completa (048)",108,,25,30,39,14
,,,,,,
"URBANA (060)",8191,1878,2097,2031,1430,755
"Sin nivel (061)",398,27,26,54,110,181
"Educación inicial (062)",153,151,1,1,,
"Primaria (063)",2981,1246,254,426,593,462
"Secundaria (064)",2728,454,1186,691,344,53
"Superior no univ. incompleta (065)",420,,275,101,41,3
"Superior no univ. completa (066)",777,,164,428,160,25
"Superior univ. incompleta (067)",210,,101,62,40,7
"Superior univ. completa (068)",524,,90,268,142,24
"PEA (070)",3195,28,748,1383,829,207
"Sin nivel (071)",73,1,9,12,29,22
"Primaria (073)",749,16,104,204,274,151
"Secundaria (074)",1049,11,375,422,224,17
"Superior no univ. incompleta (075)",145,,50,61,34,
"Superior no univ. completa (076)",615,,105,383,122,5
"Superior univ. incompleta (077)",118,,32,51,33,2
"Superior univ. completa (078)",446,,73,250,113,10
"Ocupada (080)",3066,26,686,1341,811,202
"Sin nivel (081)",68,1,8,11,26,22
"Primaria (083)",713,14,96,190,266,147
"Secundaria (084)",990,11,339,404,219,17
"Superior no univ. incompleta (085)",140,,47,60,33,
"Superior no univ. completa (086)",604,,100,378,121,5
"Superior univ. incompleta (087)",112,,28,49,33,2
"Superior univ. completa (088)",439,,68,249,113,9
"Desocupada (090)",129,2,62,42,18,5
"Sin nivel (091)",5,,1,1,3,
"Primaria (093)",36,2,8,14,8,4
"Secundaria (094)",59,,36,18,5,
"Superior no univ. incompleta (095)",5,,3,1,1,
"Superior no univ. completa (096)",11,,5,5,1,
"Superior univ. incompleta (097)",6,,4,2,,
"Superior univ. completa (098)",7,,5,1,,1
"No PEA (100)",4996,1850,1349,648,601,548
"Sin nivel (101)",325,26,17,42,81,159
"Educación inicial (102)",153,151,1,1,,
"Primaria (103)",2232,1230,150,222,319,311
"Secundaria (104)",1679,443,811,269,120,36
"Superior no univ. incompleta (105)",275,,225,40,7,3
"Superior no univ. completa (106)",162,,59,45,38,20
"Superior univ. incompleta (107)",92,,69,11,7,5
"Superior univ. completa (108)",78,,17,18,29,14
,,,,,,
"RURAL (120)",30477,8125,7761,5950,5269,3372
"Sin nivel (121)",4344,179,325,664,1299,1877
"Educación inicial (122)",568,540,13,15,,
"Primaria (123)",16769,5987,2751,3259,3326,1446
"Secundaria (124)",7924,1419,4341,1642,486,36
"Superior no univ. incompleta (125)",275,,177,80,16,2
"Superior no univ. completa (126)",350,,92,187,64,7
"Superior univ. incompleta (127)",90,,41,33,16,
"Superior univ. completa (128)",157,,21,70,62,4
"PEA (130)",8558,115,2597,2643,2227,976
"Sin nivel (131)",887,12,99,157,272,347
"Educación inicial (132)",12,4,4,4,,
"Primaria (133)",4506,83,1031,1273,1519,600
"Secundaria (134)",2632,16,1362,924,309,21
"Superior no univ. incompleta (135)",95,,31,50,12,2
"Superior no univ. completa (136)",262,,49,155,56,2
"Superior univ. incompleta (137)",37,,8,22,7,
"Superior univ. completa (138)",127,,13,58,52,4
"Ocupada (140)",8056,95,2347,2522,2142,950
"Sin nivel (141)",842,9,86,152,259,336
"Educación inicial (142)",10,2,4,4,,
"Primaria (143)",4266,69,936,1218,1458,585
"Secundaria (144)",2433,15,1225,871,301,21
"Superior no univ. incompleta (145)",91,,31,47,11,2
"Superior no univ. completa (146)",254,,47,151,54,2
"Superior univ. incompleta (147)",36,,7,22,7,
"Superior univ. completa (148)",124,,11,57,52,4
"Desocupada (150)",502,20,250,121,85,26
"Sin nivel (151)",45,3,13,5,13,11
"Educación inicial (152)",2,2,,,,
"Primaria (153)",240,14,95,55,61,15
"Secundaria (154)",199,1,137,53,8,
"Superior no univ. incompleta (155)",4,,,3,1,
"Superior no univ. completa (156)",8,,2,4,2,
"Superior univ. incompleta (157)",1,,1,,,
"Superior univ. completa (158)",3,,2,1,,
"No PEA (160)",21919,8010,5164,3307,3042,2396
"Sin nivel (161)",3457,167,226,507,1027,1530
"Educación inicial (162)",556,536,9,11,,
"Primaria (163)",12263,5904,1720,1986,1807,846
"Secundaria (164)",5292,1403,2979,718,177,15
"Superior no univ. incompleta (165)",180,,146,30,4,
"Superior no univ. completa (166)",88,,43,32,8,5
"Superior univ. incompleta (167)",53,,33,11,9,
"Superior univ. completa (168)",30,,8,12,10,
