"CUADRO Nº 8: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia HUANCANE (000)",66182,2786,7097,8370,6523,8929,7497,15962,9018
"Sabe leer y escribir (001)",52276,,5619,8337,6489,8761,7196,12145,3729
"No sabe leer y escribir (002)",13906,2786,1478,33,34,168,301,3817,5289
"Hombres (004)",32021,1415,3622,4245,3272,4423,3492,7431,4121
"Sabe leer y escribir (005)",28059,,2875,4234,3258,4370,3446,6954,2922
"No sabe leer y escribir (006)",3962,1415,747,11,14,53,46,477,1199
"Mujeres (008)",34161,1371,3475,4125,3251,4506,4005,8531,4897
"Sabe leer y escribir (009)",24217,,2744,4103,3231,4391,3750,5191,807
"No sabe leer y escribir (010)",9944,1371,731,22,20,115,255,3340,4090
,,,,,,,,,
"URBANA (012)",13138,526,1341,1583,1534,2276,1842,3030,1006
"Sabe leer y escribir (013)",11517,,1091,1575,1532,2258,1812,2657,592
"No sabe leer y escribir (014)",1621,526,250,8,2,18,30,373,414
"Hombres (016)",6590,259,704,819,794,1127,879,1493,515
"Sabe leer y escribir (017)",6053,,585,816,793,1121,872,1444,422
"No sabe leer y escribir (018)",537,259,119,3,1,6,7,49,93
"Mujeres (020)",6548,267,637,764,740,1149,963,1537,491
"Sabe leer y escribir (021)",5464,,506,759,739,1137,940,1213,170
"No sabe leer y escribir (022)",1084,267,131,5,1,12,23,324,321
,,,,,,,,,
"RURAL (024)",53044,2260,5756,6787,4989,6653,5655,12932,8012
"Sabe leer y escribir (025)",40759,,4528,6762,4957,6503,5384,9488,3137
"No sabe leer y escribir (026)",12285,2260,1228,25,32,150,271,3444,4875
"Hombres (028)",25431,1156,2918,3426,2478,3296,2613,5938,3606
"Sabe leer y escribir (029)",22006,,2290,3418,2465,3249,2574,5510,2500
"No sabe leer y escribir (030)",3425,1156,628,8,13,47,39,428,1106
"Mujeres (032)",27613,1104,2838,3361,2511,3357,3042,6994,4406
"Sabe leer y escribir (033)",18753,,2238,3344,2492,3254,2810,3978,637
"No sabe leer y escribir (034)",8860,1104,600,17,19,103,232,3016,3769
