"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia LAURICOCHA (000)",11609,11253,3694,1101,1114,1037,1540,1179,828,760,356,36375
"De 12 a 14 años (001)",1461,1454,1451,2,1,,,,,,7,4
"De 15 a 19 años (002)",1604,1586,1380,171,26,7,2,,,,18,252
"De 20 a 24 años (003)",1219,1106,421,342,245,72,25,1,,,113,1158
"De 25 a 29 años (004)",1154,1056,169,235,271,215,147,17,2,,98,2171
"De 30 a 34 años (005)",1055,1015,83,103,217,239,250,107,16,,40,3136
"De 35 a 39 años (006)",976,947,35,64,102,186,299,185,55,21,29,4019
"De 40 a 44 años (007)",860,852,36,36,46,97,242,191,151,53,8,4586
"De 45 a 49 años (008)",759,744,24,30,50,49,156,172,162,101,15,4559
"De 50 y más años (009)",2521,2493,95,118,156,172,419,506,442,585,28,16490
"Conviviente (010)",3041,2985,165,467,580,470,651,355,204,93,56,10870
"De 12 a 14 años (011)",14,8,7,1,,,,,,,6,1
"De 15 a 19 años (012)",168,156,43,90,19,3,1,,,,12,141
"De 20 a 24 años (013)",503,484,47,178,179,61,18,1,,,19,800
"De 25 a 29 años (014)",589,581,24,108,178,137,117,16,1,,8,1483
"De 30 a 34 años (015)",510,507,13,38,112,115,153,65,11,,3,1764
"De 35 a 39 años (016)",446,442,6,18,43,73,153,101,36,12,4,2080
"De 40 a 44 años (017)",284,284,5,7,12,30,84,70,62,14,,1619
"De 45 a 49 años (018)",201,201,5,10,15,13,51,49,42,16,,1141
"De 50 y más años (019)",326,322,15,17,22,38,74,53,52,51,4,1841
"Separado(a) (020)",551,540,16,174,107,67,97,48,19,12,11,1602
"De 12 a 14 años (021)",2,1,1,,,,,,,,1,
"De 15 a 19 años (022)",34,31,2,26,2,1,,,,,3,33
"De 20 a 24 años (023)",79,79,3,52,19,2,3,,,,,108
