"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia MORROPON (000)",50660,63,2221,915,874,5262,13319,2642,3454,16181,99,1617,4013
"Agric., ganadería, caza y silvicultura (001)",25001,,15,38,12,,13307,8,25,11596,,,
"Pesca (002)",84,,1,3,3,,12,,,65,,,
"Explotación de minas y canteras (003)",23,,2,1,1,,,10,1,8,,,
"Industrias manufactureras (004)",2415,,10,30,11,16,,2115,182,51,,,
"Suministro de electricidad, gas y agua (005)",103,,4,12,16,,,16,9,46,,,
"Construcción (006)",1575,,12,20,5,,,89,895,554,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",6205,,24,116,21,4282,,361,42,1359,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",372,,3,4,4,66,,259,26,10,,,
"Comercio al por mayor (009)",274,,2,21,6,228,,,4,13,,,
"Comercio al por menor (010)",5559,,19,91,11,3988,,102,12,1336,,,
"Hoteles y restaurantes (011)",1251,,4,27,3,705,,1,2,509,,,
"Trans., almac. y comunicaciones (012)",2633,,3,19,49,3,,8,2207,344,,,
"Intermediación financiera (013)",51,,1,8,38,,,,3,1,,,
"Activid.inmobil., empres. y alquileres (014)",696,,74,145,147,140,,11,24,155,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",914,39,52,105,362,26,,12,49,170,99,,
"Enseñanza (016)",1921,23,1841,11,29,,,,,17,,,
"Servicios sociales y de salud (017)",473,,127,240,45,16,,7,9,29,,,
"Otras activ. serv.comun.soc y personales (018)",759,1,47,117,39,73,,4,6,472,,,
"Hogares privados con servicio doméstico (019)",810,,,5,,1,,,,804,,,
"Organiz. y organos extraterritoriales (020)",1,,,,1,,,,,,,,
"Actividad economica no especificada (021)",1732,,4,18,92,,,,,1,,1617,
"Desocupado (022)",4013,,,,,,,,,,,,4013
"Hombres (023)",39663,48,907,555,395,2370,12836,2103,3349,12882,89,684,3445
"Agric., ganadería, caza y silvicultura (024)",23187,,11,34,11,,12825,8,24,10274,,,
"Pesca (025)",78,,1,3,2,,11,,,61,,,
"Explotación de minas y canteras (026)",22,,2,,1,,,10,1,8,,,
"Industrias manufactureras (027)",1801,,6,21,9,8,,1585,128,44,,,
"Suministro de electricidad, gas y agua (028)",92,,4,12,7,,,16,9,44,,,
"Construcción (029)",1532,,12,19,3,,,89,872,537,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",3457,,17,66,5,2069,,356,42,902,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",347,,3,3,,49,,256,26,10,,,
"Comercio al por mayor (032)",169,,,12,1,139,,,4,13,,,
"Comercio al por menor (033)",2941,,14,51,4,1881,,100,12,879,,,
"Hoteles y restaurantes (034)",181,,2,8,1,86,,,2,82,,,
"Trans., almac. y comunicaciones (035)",2561,,3,12,36,1,,8,2186,315,,,
"Intermediación financiera (036)",32,,1,4,23,,,,3,1,,,
"Activid.inmobil., empres. y alquileres (037)",502,,50,97,56,138,,10,21,130,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",609,31,29,66,178,26,,11,46,133,89,,
"Enseñanza (039)",726,16,683,4,12,,,,,11,,,
"Servicios sociales y de salud (040)",208,,50,94,23,7,,7,9,18,,,
"Otras activ. serv.comun.soc y personales (041)",493,1,35,102,19,35,,3,6,292,,,
"Hogares privados con servicio doméstico (042)",31,,,1,,,,,,30,,,
"Actividad economica no especificada (044)",706,,1,12,9,,,,,,,684,
"Desocupado (045)",3445,,,,,,,,,,,,3445
"Mujeres (046)",10997,15,1314,360,479,2892,483,539,105,3299,10,933,568
"Agric., ganadería, caza y silvicultura (047)",1814,,4,4,1,,482,,1,1322,,,
"Pesca (048)",6,,,,1,,1,,,4,,,
"Explotación de minas y canteras (049)",1,,,1,,,,,,,,,
"Industrias manufactureras (050)",614,,4,9,2,8,,530,54,7,,,
"Suministro de electricidad, gas y agua (051)",11,,,,9,,,,,2,,,
"Construcción (052)",43,,,1,2,,,,23,17,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",2748,,7,50,16,2213,,5,,457,,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",25,,,1,4,17,,3,,,,,
"Comercio al por mayor (055)",105,,2,9,5,89,,,,,,,
"Comercio al por menor (056)",2618,,5,40,7,2107,,2,,457,,,
"Hoteles y restaurantes (057)",1070,,2,19,2,619,,1,,427,,,
"Trans., almac. y comunicaciones (058)",72,,,7,13,2,,,21,29,,,
"Intermediación financiera (059)",19,,,4,15,,,,,,,,
"Activid.inmobil., empres. y alquileres (060)",194,,24,48,91,2,,1,3,25,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",305,8,23,39,184,,,1,3,37,10,,
"Enseñanza (062)",1195,7,1158,7,17,,,,,6,,,
"Servicios sociales y de salud (063)",265,,77,146,22,9,,,,11,,,
"Otras activ. serv.comun.soc y personales (064)",266,,12,15,20,38,,1,,180,,,
"Hogares privados con servicio doméstico (065)",779,,,4,,1,,,,774,,,
"Organiz. y organos extraterritoriales (066)",1,,,,1,,,,,,,,
"Actividad economica no especificada (067)",1026,,3,6,83,,,,,1,,933,
"Desocupado (068)",568,,,,,,,,,,,,568
,,,,,,,,,,,,,
"URBANA (069)",31016,57,1884,830,825,4577,5578,2145,2843,8707,93,1151,2326
"Agric., ganadería, caza y silvicultura (070)",10781,,13,32,11,,5571,7,14,5133,,,
"Pesca (071)",50,,1,3,3,,7,,,36,,,
"Explotación de minas y canteras (072)",16,,1,1,1,,,9,1,3,,,
"Industrias manufactureras (073)",1942,,9,29,10,16,,1679,159,40,,,
"Suministro de electricidad, gas y agua (074)",87,,4,12,16,,,16,8,31,,,
"Construcción (075)",1180,,12,19,5,,,70,720,354,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",5265,,24,103,20,3717,,327,35,1039,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",341,,3,4,4,65,,236,20,9,,,
"Comercio al por mayor (078)",239,,2,18,6,197,,,4,12,,,
"Comercio al por menor (079)",4685,,19,81,10,3455,,91,11,1018,,,
"Hoteles y restaurantes (080)",1089,,4,25,3,614,,1,2,440,,,
"Trans., almac. y comunicaciones (081)",2155,,3,18,43,3,,7,1817,264,,,
"Intermediación financiera (082)",48,,1,8,37,,,,1,1,,,
"Activid.inmobil., empres. y alquileres (083)",625,,73,137,136,117,,10,23,129,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",858,34,49,101,345,26,,11,48,151,93,,
"Enseñanza (085)",1597,22,1523,11,27,,,,,14,,,
"Servicios sociales y de salud (086)",417,,121,200,40,13,,5,9,29,,,
"Otras activ. serv.comun.soc y personales (087)",677,1,43,108,39,70,,3,6,407,,,
"Hogares privados con servicio doméstico (088)",641,,,5,,1,,,,635,,,
"Organiz. y organos extraterritoriales (089)",1,,,,1,,,,,,,,
"Actividad economica no especificada (090)",1261,,3,18,88,,,,,1,,1151,
"Desocupado (091)",2326,,,,,,,,,,,,2326
"Hombres (092)",22542,43,768,503,366,2013,5384,1734,2761,6454,83,522,1911
"Agric., ganadería, caza y silvicultura (093)",9985,,9,28,10,,5378,7,13,4540,,,
"Pesca (094)",45,,1,3,2,,6,,,33,,,
"Explotación de minas y canteras (095)",15,,1,,1,,,9,1,3,,,
"Industrias manufactureras (096)",1462,,5,20,8,8,,1276,111,34,,,
"Suministro de electricidad, gas y agua (097)",77,,4,12,7,,,16,8,30,,,
"Construcción (098)",1157,,12,18,3,,,70,710,344,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",2823,,17,56,5,1747,,323,35,640,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",318,,3,3,,49,,234,20,9,,,
"Comercio al por mayor (101)",140,,,10,1,113,,,4,12,,,
"Comercio al por menor (102)",2365,,14,43,4,1585,,89,11,619,,,
"Hoteles y restaurantes (103)",160,,2,7,1,77,,,2,71,,,
"Trans., almac. y comunicaciones (104)",2092,,3,11,31,1,,7,1800,239,,,
"Intermediación financiera (105)",29,,1,4,22,,,,1,1,,,
"Activid.inmobil., empres. y alquileres (106)",443,,49,94,51,115,,9,20,105,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",564,26,27,63,168,26,,10,45,116,83,,
"Enseñanza (108)",594,16,555,4,11,,,,,8,,,
"Servicios sociales y de salud (109)",182,,49,77,19,5,,5,9,18,,,
"Otras activ. serv.comun.soc y personales (110)",436,1,32,93,19,34,,2,6,249,,,
"Hogares privados con servicio doméstico (111)",24,,,1,,,,,,23,,,
"Actividad economica no especificada (113)",543,,1,12,8,,,,,,,522,
"Desocupado (114)",1911,,,,,,,,,,,,1911
"Mujeres (115)",8474,14,1116,327,459,2564,194,411,82,2253,10,629,415
"Agric., ganadería, caza y silvicultura (116)",796,,4,4,1,,193,,1,593,,,
"Pesca (117)",5,,,,1,,1,,,3,,,
"Explotación de minas y canteras (118)",1,,,1,,,,,,,,,
"Industrias manufactureras (119)",480,,4,9,2,8,,403,48,6,,,
"Suministro de electricidad, gas y agua (120)",10,,,,9,,,,,1,,,
"Construcción (121)",23,,,1,2,,,,10,10,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",2442,,7,47,15,1970,,4,,399,,,
"Venta, mant.y rep. veh.autom.y motoc. (123)",23,,,1,4,16,,2,,,,,
"Comercio al por mayor (124)",99,,2,8,5,84,,,,,,,
"Comercio al por menor (125)",2320,,5,38,6,1870,,2,,399,,,
"Hoteles y restaurantes (126)",929,,2,18,2,537,,1,,369,,,
"Trans., almac. y comunicaciones (127)",63,,,7,12,2,,,17,25,,,
"Intermediación financiera (128)",19,,,4,15,,,,,,,,
"Activid.inmobil., empres. y alquileres (129)",182,,24,43,85,2,,1,3,24,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",294,8,22,38,177,,,1,3,35,10,,
"Enseñanza (131)",1003,6,968,7,16,,,,,6,,,
"Servicios sociales y de salud (132)",235,,72,123,21,8,,,,11,,,
"Otras activ. serv.comun.soc y personales (133)",241,,11,15,20,36,,1,,158,,,
"Hogares privados con servicio doméstico (134)",617,,,4,,1,,,,612,,,
"Organiz. y organos extraterritoriales (135)",1,,,,1,,,,,,,,
"Actividad economica no especificada (136)",718,,2,6,80,,,,,1,,629,
