"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Sin nivel (031)",295,21,38,77,102,57
"Educación inicial (032)",2,1,,1,,
"Primaria (033)",926,73,338,269,182,64
"Secundaria (034)",430,4,286,109,29,2
"Superior no univ. incompleta (035)",12,,10,2,,
"Superior no univ. completa (036)",53,,39,13,1,
"Superior univ. incompleta (037)",13,,7,4,1,1
"Superior univ. completa (038)",13,,5,6,2,
"No PEA (040)",36457,16682,9134,4630,3610,2401
"Sin nivel (041)",3947,462,326,685,1232,1242
"Educación inicial (042)",1027,989,22,16,,
"Primaria (043)",21976,13129,2962,2857,1983,1045
"Secundaria (044)",8561,2102,5172,901,317,69
"Superior no univ. incompleta (045)",507,,414,66,16,11
"Superior no univ. completa (046)",234,,126,64,26,18
"Superior univ. incompleta (047)",118,,89,17,10,2
"Superior univ. completa (048)",87,,23,24,26,14
,,,,,,
"URBANA (060)",16163,4765,4395,3414,2452,1137
"Sin nivel (061)",1152,77,86,214,388,387
"Educación inicial (062)",313,293,9,11,,
"Primaria (063)",7757,3557,950,1387,1228,635
"Secundaria (064)",4804,838,2518,917,469,62
"Superior no univ. incompleta (065)",529,,351,111,57,10
"Superior no univ. completa (066)",861,,280,409,145,27
"Superior univ. incompleta (067)",195,,90,68,35,2
"Superior univ. completa (068)",552,,111,297,130,14
"PEA (070)",5640,78,1592,2149,1459,362
"Sin nivel (071)",299,1,26,79,121,72
"Educación inicial (072)",10,1,5,4,,
"Primaria (073)",2068,52,403,670,686,257
"Secundaria (074)",1744,24,756,609,339,16
"Superior no univ. incompleta (075)",208,,77,81,47,3
"Superior no univ. completa (076)",683,,191,360,123,9
"Superior univ. incompleta (077)",133,,40,63,29,1
"Superior univ. completa (078)",495,,94,283,114,4
"Ocupada (080)",5290,74,1430,2068,1392,326
"Sin nivel (081)",270,1,23,77,110,59
"Educación inicial (082)",10,1,5,4,,
"Primaria (083)",1928,48,370,629,645,236
"Secundaria (084)",1623,24,674,585,325,15
"Superior no univ. incompleta (085)",201,,72,79,47,3
"Superior no univ. completa (086)",645,,159,354,123,9
"Superior univ. incompleta (087)",126,,37,61,28,
"Superior univ. completa (088)",487,,90,279,114,4
"Desocupada (090)",350,4,162,81,67,36
"Sin nivel (091)",29,,3,2,11,13
"Primaria (093)",140,4,33,41,41,21
"Secundaria (094)",121,,82,24,14,1
"Superior no univ. incompleta (095)",7,,5,2,,
"Superior no univ. completa (096)",38,,32,6,,
"Superior univ. incompleta (097)",7,,3,2,1,1
"Superior univ. completa (098)",8,,4,4,,
"No PEA (100)",10523,4687,2803,1265,993,775
"Sin nivel (101)",853,76,60,135,267,315
"Educación inicial (102)",303,292,4,7,,
"Primaria (103)",5689,3505,547,717,542,378
"Secundaria (104)",3060,814,1762,308,130,46
"Superior no univ. incompleta (105)",321,,274,30,10,7
"Superior no univ. completa (106)",178,,89,49,22,18
"Superior univ. incompleta (107)",62,,50,5,6,1
"Superior univ. completa (108)",57,,17,14,16,10
,,,,,,
"RURAL (120)",40406,12344,11387,7843,6100,2732
"Sin nivel (121)",4811,444,500,1012,1595,1260
"Educación inicial (122)",738,701,24,13,,
"Primaria (123)",24296,9866,4656,4668,3704,1402
"Secundaria (124)",9614,1333,5757,1801,667,56
"Superior no univ. incompleta (125)",330,,221,78,27,4
"Superior no univ. completa (126)",280,,122,117,38,3
"Superior univ. incompleta (127)",119,,60,38,19,2
"Superior univ. completa (128)",218,,47,116,50,5
"PEA (130)",14472,349,5056,4478,3483,1106
"Sin nivel (131)",1717,58,234,462,630,333
"Educación inicial (132)",14,4,6,4,,
"Primaria (133)",8009,242,2241,2528,2263,735
"Secundaria (134)",4113,45,2347,1208,480,33
"Superior no univ. incompleta (135)",144,,81,42,21,
"Superior no univ. completa (136)",224,,85,102,34,3
"Superior univ. incompleta (137)",63,,21,26,15,1
"Superior univ. completa (138)",188,,41,106,40,1
"Ocupada (140)",13078,254,4495,4078,3233,1018
"Sin nivel (141)",1451,37,199,387,539,289
"Educación inicial (142)",12,3,6,3,,
"Primaria (143)",7223,173,1936,2300,2122,692
"Secundaria (144)",3804,41,2143,1123,465,32
"Superior no univ. incompleta (145)",139,,76,42,21,
"Superior no univ. completa (146)",209,,78,95,33,3
"Superior univ. incompleta (147)",57,,17,24,15,1
"Superior univ. completa (148)",183,,40,104,38,1
"Desocupada (150)",1394,95,561,400,250,88
"Sin nivel (151)",266,21,35,75,91,44
"Educación inicial (152)",2,1,,1,,
"Primaria (153)",786,69,305,228,141,43
"Secundaria (154)",309,4,204,85,15,1
"Superior no univ. incompleta (155)",5,,5,,,
"Superior no univ. completa (156)",15,,7,7,1,
"Superior univ. incompleta (157)",6,,4,2,,
"Superior univ. completa (158)",5,,1,2,2,
"No PEA (160)",25934,11995,6331,3365,2617,1626
"Sin nivel (161)",3094,386,266,550,965,927
"Educación inicial (162)",724,697,18,9,,
"Primaria (163)",16287,9624,2415,2140,1441,667
"Secundaria (164)",5501,1288,3410,593,187,23
"Superior no univ. incompleta (165)",186,,140,36,6,4
"Superior no univ. completa (166)",56,,37,15,4,
"Superior univ. incompleta (167)",56,,39,12,4,1
"Superior univ. completa (168)",30,,6,10,10,4
