"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia SAN ANTONIO DE PUTINA (000)",50490,50025,238,227
"Hombres (001)",26862,26651,102,109
"Mujeres (002)",23628,23374,136,118
"Menores de 1 año (003)",927,789,97,41
"Hombres (004)",472,404,49,19
"Mujeres (005)",455,385,48,22
"De 1 a 5 años (006)",5450,5192,88,170
"Hombres (007)",2813,2685,39,89
"Mujeres (008)",2637,2507,49,81
"De 6 a 14 años (009)",8634,8614,8,12
"Hombres (010)",4368,4362,5,1
"Mujeres (011)",4266,4252,3,11
"De 15 a 29 años (012)",16581,16574,4,3
"Hombres (013)",8755,8753,2,
"Mujeres (014)",7826,7821,2,3
"De 30 a 44 años (015)",10783,10780,3,
"Hombres (016)",6102,6102,,
"Mujeres (017)",4681,4678,3,
"De 45 a 64 años (018)",5931,5922,8,1
"Hombres (019)",3290,3289,1,
"Mujeres (020)",2641,2633,7,1
"De 65 a más años (021)",2184,2154,30,
"Hombres (022)",1062,1056,6,
"Mujeres (023)",1122,1098,24,
,,,,
"URBANA (024)",33665,33346,154,165
"Hombres (025)",18118,17967,67,84
"Mujeres (026)",15547,15379,87,81
"Menores de 1 año (027)",634,541,63,30
"Hombres (028)",312,270,28,14
"Mujeres (029)",322,271,35,16
"De 1 a 5 años (030)",3681,3483,73,125
"Hombres (031)",1907,1804,34,69
"Mujeres (032)",1774,1679,39,56
"De 6 a 14 años (033)",5441,5427,5,9
"Hombres (034)",2731,2727,3,1
"Mujeres (035)",2710,2700,2,8
"De 15 a 29 años (036)",11704,11702,1,1
"Hombres (037)",6145,6145,,
"Mujeres (038)",5559,5557,1,1
"De 30 a 44 años (039)",7739,7737,2,
"Hombres (040)",4477,4477,,
"Mujeres (041)",3262,3260,2,
"De 45 a 64 años (042)",3511,3509,2,
"Hombres (043)",2061,2061,,
"Mujeres (044)",1450,1448,2,
"De 65 a más años (045)",955,947,8,
"Hombres (046)",485,483,2,
"Mujeres (047)",470,464,6,
,,,,
"RURAL (048)",16825,16679,84,62
"Hombres (049)",8744,8684,35,25
"Mujeres (050)",8081,7995,49,37
"Menores de 1 año (051)",293,248,34,11
"Hombres (052)",160,134,21,5
"Mujeres (053)",133,114,13,6
"De 1 a 5 años (054)",1769,1709,15,45
"Hombres (055)",906,881,5,20
"Mujeres (056)",863,828,10,25
"De 6 a 14 años (057)",3193,3187,3,3
"Hombres (058)",1637,1635,2,
"Mujeres (059)",1556,1552,1,3
"De 15 a 29 años (060)",4877,4872,3,2
"Hombres (061)",2610,2608,2,
"Mujeres (062)",2267,2264,1,2
"De 30 a 44 años (063)",3044,3043,1,
"Hombres (064)",1625,1625,,
"Mujeres (065)",1419,1418,1,
"De 45 a 64 años (066)",2420,2413,6,1
"Hombres (067)",1229,1228,1,
"Mujeres (068)",1191,1185,5,1
"De 65 a más años (069)",1229,1207,22,
"Hombres (070)",577,573,4,
"Mujeres (071)",652,634,18,
