"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia SAN MIGUEL (000)",16091,15130,41,3097,2969,2281,3047,2033,1136,526,961,57644
"De 12 a 14 años (001)",19,7,,6,1,,,,,,12,8
"De 15 a 19 años (002)",397,329,3,287,35,2,2,,,,68,371
"De 20 a 24 años (003)",1436,1180,3,748,340,69,20,,,,256,1720
"De 25 a 29 años (004)",1789,1571,5,643,580,242,89,9,3,,218,2981
"De 30 a 34 años (005)",1798,1661,2,406,586,362,260,34,11,,137,4091
"De 35 a 39 años (006)",1922,1827,6,291,488,461,437,119,22,3,95,5535
"De 40 a 44 años (007)",1515,1472,1,174,286,342,429,182,45,13,43,5312
"De 45 a 49 años (008)",1400,1352,2,143,205,219,436,219,101,27,48,5676
"De 50 y más años (009)",5815,5731,19,399,448,584,1374,1470,954,483,84,31950
"Conviviente (010)",6681,6524,18,1395,1433,1030,1284,795,408,161,157,23264
"De 12 a 14 años (011)",14,3,,3,,,,,,,11,3
"De 15 a 19 años (012)",264,218,2,183,30,1,2,,,,46,254
"De 20 a 24 años (013)",794,750,3,454,227,48,18,,,,44,1128
"De 25 a 29 años (014)",957,936,3,342,369,150,62,8,2,,21,1852
"De 30 a 34 años (015)",865,852,1,156,288,220,158,21,8,,13,2275
"De 35 a 39 años (016)",871,864,1,98,218,226,230,76,14,1,7,2834
"De 40 a 44 años (017)",676,673,,55,119,146,217,97,28,11,3,2637
"De 45 a 49 años (018)",561,558,1,37,69,90,183,108,53,17,3,2576
"De 50 y más años (019)",1679,1670,7,67,113,149,414,485,303,132,9,9705
"Separado(a) (020)",895,873,1,348,202,121,126,51,15,9,22,2222
"De 12 a 14 años (021)",3,2,,2,,,,,,,1,2
"De 15 a 19 años (022)",29,28,,28,,,,,,,1,28
