"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia JAUJA (000)",25837,24796,112,4744,4708,3963,5713,3480,1621,455,1041,92140
"De 12 a 14 años (001)",24,11,,8,3,,,,,,13,14
"De 15 a 19 años (002)",428,381,8,326,38,8,1,,,,47,430
"De 20 a 24 años (003)",2088,1724,15,1186,418,82,22,1,,,364,2365
"De 25 a 29 años (004)",2647,2387,7,1013,842,355,155,15,,,260,4510
"De 30 a 34 años (005)",2677,2552,2,575,855,583,453,77,7,,125,6512
"De 35 a 39 años (006)",2941,2871,7,395,706,659,789,261,50,4,70,9341
"De 40 a 44 años (007)",2701,2654,4,246,489,571,812,396,113,23,47,10213
"De 45 a 49 años (008)",2342,2317,4,220,330,431,690,406,194,42,25,9927
"De 50 y más años (009)",9989,9899,65,775,1027,1274,2791,2324,1257,386,90,48828
"Conviviente (010)",7493,7354,22,1995,1926,1275,1352,580,170,34,139,21092
"De 12 a 14 años (011)",19,8,,6,2,,,,,,11,10
"De 15 a 19 años (012)",251,214,4,172,33,5,,,,,37,253
"De 20 a 24 años (013)",1165,1119,9,728,305,61,15,1,,,46,1588
"De 25 a 29 años (014)",1514,1493,3,561,574,241,106,8,,,21,2927
"De 30 a 34 años (015)",1304,1295,1,243,444,314,251,40,2,,9,3416
"De 35 a 39 años (016)",1195,1192,1,125,276,292,349,126,22,1,3,4070
"De 40 a 44 años (017)",833,825,,56,138,177,270,148,31,5,8,3313
"De 45 a 49 años (018)",512,511,1,45,71,96,159,83,51,5,1,2198
"De 50 y más años (019)",700,697,3,59,83,89,202,174,64,23,3,3317
"Separado(a) (020)",1764,1745,4,504,404,268,339,170,43,13,19,5201
"De 12 a 14 años (021)",1,1,,1,,,,,,,,1
"De 15 a 19 años (022)",51,47,,46,1,,,,,,4,48
