"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia PASCO (000)",150717,76788,73929,114821,57777,57044,35896,19011,16885
"Menores de 1 año (001)",2618,1306,1312,2037,1014,1023,581,292,289
"Menores de 1 mes (002)",242,127,115,169,93,76,73,34,39
"De 1 a 11 meses (003)",2376,1179,1197,1868,921,947,508,258,250
"De 1 a 4 años (004)",12178,6190,5988,9217,4710,4507,2961,1480,1481
"1 año (005)",2874,1473,1401,2202,1117,1085,672,356,316
"2 años (006)",3424,1739,1685,2583,1329,1254,841,410,431
"3 años (007)",3054,1554,1500,2330,1193,1137,724,361,363
"4 años (008)",2826,1424,1402,2102,1071,1031,724,353,371
"De 5 a 9 años (009)",14708,7555,7153,11023,5668,5355,3685,1887,1798
"5 años (010)",2793,1434,1359,2107,1093,1014,686,341,345
"6 años (011)",2713,1418,1295,2021,1056,965,692,362,330
"7 años (012)",3014,1497,1517,2253,1099,1154,761,398,363
"8 años (013)",3202,1648,1554,2392,1223,1169,810,425,385
"9 años (014)",2986,1558,1428,2250,1197,1053,736,361,375
"De 10 a 14 años (015)",17674,9012,8662,13328,6732,6596,4346,2280,2066
"10 años (016)",3566,1844,1722,2623,1351,1272,943,493,450
"11 años (017)",3154,1604,1550,2428,1208,1220,726,396,330
"12 años (018)",3834,1977,1857,2809,1443,1366,1025,534,491
"13 años (019)",3505,1763,1742,2701,1363,1338,804,400,404
"14 años (020)",3615,1824,1791,2767,1367,1400,848,457,391
"De 15 a 19 años (021)",16539,8288,8251,12475,6216,6259,4064,2072,1992
"15 años (022)",3694,1848,1846,2796,1413,1383,898,435,463
"16 años (023)",3247,1596,1651,2439,1210,1229,808,386,422
"17 años (024)",3268,1661,1607,2434,1218,1216,834,443,391
"18 años (025)",3374,1700,1674,2511,1254,1257,863,446,417
"19 años (026)",2956,1483,1473,2295,1121,1174,661,362,299
"De 20 a 24 años (027)",15620,7895,7725,11812,5884,5928,3808,2011,1797
"20 años (028)",3660,1822,1838,2649,1319,1330,1011,503,508
"21 años (029)",2562,1295,1267,2004,990,1014,558,305,253
"22 años (030)",3388,1723,1665,2615,1306,1309,773,417,356
"23 años (031)",2962,1501,1461,2251,1127,1124,711,374,337
"24 años (032)",3048,1554,1494,2293,1142,1151,755,412,343
"De 25 a 29 años (033)",14022,7221,6801,10702,5358,5344,3320,1863,1457
"25 años (034)",3089,1596,1493,2344,1183,1161,745,413,332
"26 años (035)",2721,1404,1317,2055,1045,1010,666,359,307
"27 años (036)",2895,1489,1406,2241,1127,1114,654,362,292
"28 años (037)",2929,1516,1413,2181,1090,1091,748,426,322
"29 años (038)",2388,1216,1172,1881,913,968,507,303,204
