"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Jefes y empleados de oficina (040)",67,,,,14,7,18,11,17
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",208,13,,63,98,16,12,2,4
"Agricult.trabaj. calif.agrop. y pesquros (042)",357,43,1,151,129,12,10,4,7
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",132,8,,24,77,6,10,3,4
"Obreros. construc., conf., papel, fab., instr (044)",96,1,,23,52,14,3,2,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",1307,167,2,491,550,45,24,16,12
"Otra (046)",8,,,,,1,3,1,3
"Ocupación no especificada (047)",83,18,,29,27,3,2,1,3
"Hombres (048)",1639,60,2,466,702,88,122,50,149
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",20,1,,1,9,,2,2,5
"Profes., científicos e intelectuales (050)",167,,,,3,12,35,12,105
"Técnicos de nivel medio ytrab.asimilados (051)",42,1,,3,4,5,23,5,1
"Jefes y empleados de oficina (052)",45,,,,12,5,11,8,9
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",63,2,,14,32,6,7,1,1
"Agricult.trabaj. calif.agrop. y pesquros (054)",277,15,1,124,108,11,10,3,5
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",116,,,20,73,6,10,3,4
"Obreros. construc., conf., papel, fab., instr (056)",89,1,,21,47,14,3,2,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",782,36,1,271,406,26,18,12,12
"Otra (058)",8,,,,,1,3,1,3
"Ocupación no especificada (059)",30,4,,12,8,2,,1,3
"Mujeres (060)",990,192,1,322,268,39,68,16,84
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",3,,,,,,2,,1
"Profes., científicos e intelectuales (062)",123,,,,6,5,35,7,70
"Técnicos de nivel medio ytrab.asimilados (063)",16,,,3,1,1,11,,
"Jefes y empleados de oficina (064)",22,,,,2,2,7,3,8
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",145,11,,49,66,10,5,1,3
"Agricult.trabaj. calif.agrop. y pesquros (066)",80,28,,27,21,1,,1,2
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",16,8,,4,4,,,,
"Obreros. construc., conf., papel, fab., instr (068)",7,,,2,5,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",525,131,1,220,144,19,6,4,
"Ocupación no especificada (071)",53,14,,17,19,1,2,,
,,,,,,,,,
"RURAL (072)",1450,347,2,659,345,29,30,12,26
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",1,,,,,1,,,
"Profes., científicos e intelectuales (074)",33,,,,3,2,12,,16
"Técnicos de nivel medio ytrab.asimilados (075)",6,,,,1,1,3,1,
"Jefes y empleados de oficina (076)",7,,,,3,1,1,1,1
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",36,5,,19,8,3,1,,
"Agricult.trabaj. calif.agrop. y pesquros (078)",521,134,1,265,108,5,2,4,2
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",88,16,,42,26,2,2,,
"Obreros. construc., conf., papel, fab., instr (080)",14,1,,5,2,3,,2,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",718,185,1,322,188,10,6,3,3
"Ocupación no especificada (083)",26,6,,6,6,1,3,1,3
"Hombres (084)",1011,148,1,499,285,22,25,11,20
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",1,,,,,1,,,
"Profes., científicos e intelectuales (086)",22,,,,,1,9,,12
"Técnicos de nivel medio ytrab.asimilados (087)",6,,,,1,1,3,1,
"Jefes y empleados de oficina (088)",7,,,,3,1,1,1,1
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",15,,,8,5,1,1,,
"Agricult.trabaj. calif.agrop. y pesquros (090)",411,78,1,225,97,4,1,3,2
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",74,6,,39,25,2,2,,
"Obreros. construc., conf., papel, fab., instr (092)",14,1,,5,2,3,,2,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",448,63,,219,148,8,5,3,2
"Ocupación no especificada (095)",13,,,3,4,,3,1,2
"Mujeres (096)",439,199,1,160,60,7,5,1,6
"Profes., científicos e intelectuales (098)",11,,,,3,1,3,,4
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",21,5,,11,3,2,,,
"Agricult.trabaj. calif.agrop. y pesquros (102)",110,56,,40,11,1,1,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",14,10,,3,1,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",270,122,1,103,40,2,1,,1
"Ocupación no especificada (107)",13,6,,3,2,1,,,1
