"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CASTROVIRREYNA (000)",4941,4763,12,710,716,658,1120,842,527,178,178,20875
"De 12 a 14 años (001)",8,6,,6,,,,,,,2,6
"De 15 a 19 años (002)",128,113,,96,14,2,1,,,,15,134
"De 20 a 24 años (003)",390,349,1,202,107,29,8,2,,,41,551
"De 25 a 29 años (004)",501,456,2,115,146,104,85,2,2,,45,1105
"De 30 a 34 años (005)",524,509,,75,127,131,128,40,5,3,15,1602
"De 35 a 39 años (006)",516,500,1,37,75,88,167,103,26,3,16,2093
"De 40 a 44 años (007)",475,460,,33,51,71,154,87,52,12,15,2140
"De 45 a 49 años (008)",379,374,,28,42,35,90,92,65,22,5,2003
"De 50 y más años (009)",2020,1996,8,118,154,198,487,516,377,138,24,11241
"Conviviente (010)",1334,1303,5,287,261,221,298,144,65,22,31,4484
"De 12 a 14 años (011)",2,1,,1,,,,,,,1,1
"De 15 a 19 años (012)",71,60,,49,9,1,1,,,,11,74
"De 20 a 24 años (013)",216,210,,117,65,22,5,1,,,6,341
"De 25 a 29 años (014)",242,236,2,61,59,56,56,2,,,6,594
"De 30 a 34 años (015)",247,245,,23,64,65,65,22,3,3,2,820
"De 35 a 39 años (016)",186,184,1,11,23,39,62,34,12,2,2,782
"De 40 a 44 años (017)",126,124,,6,17,16,45,26,12,2,2,570
"De 45 a 49 años (018)",81,81,,9,9,5,25,14,14,5,,420
"De 50 y más años (019)",163,162,2,10,15,17,39,45,24,10,1,882
"Separado(a) (020)",292,287,,87,64,39,48,31,15,3,5,909
"De 12 a 14 años (021)",1,1,,1,,,,,,,,1
"De 15 a 19 años (022)",22,18,,17,1,,,,,,4,19
"De 20 a 24 años (023)",40,40,,27,9,3,,1,,,,61
