"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia CAYLLOMA (000)",19483,74,309,1005,2030,4132,6838,5095
"De 12 a 14 años (001)",24,,,,,,2,22
"De 15 a 19 años (002)",495,,,,,,298,197
"De 20 a 24 años (003)",2197,,,,,4,1338,855
"De 25 a 29 años (004)",2738,,,,,130,1741,867
"De 30 a 34 años (005)",2560,,,,,490,1464,606
"De 35 a 39 años (006)",2335,,,,23,816,1073,423
"De 40 a 44 años (007)",2076,,,,156,963,621,336
"De 45 a 49 años (008)",1615,,,6,291,803,247,268
"De 50 y más años (009)",5443,74,309,999,1560,926,54,1521
"Sin nivel (010)",4285,56,201,452,709,935,720,1212
"De 15 a 19 años (012)",9,,,,,,5,4
"De 20 a 24 años (013)",51,,,,,,28,23
"De 25 a 29 años (014)",95,,,,,2,70,23
"De 30 a 34 años (015)",357,,,,,78,192,87
"De 35 a 39 años (016)",392,,,,3,131,188,70
"De 40 a 44 años (017)",412,,,,23,175,132,82
"De 45 a 49 años (018)",404,,,3,57,190,85,69
"De 50 y más años (019)",2565,56,201,449,626,359,20,854
"Educacion Inicial (020)",31,,,,,7,13,11
"De 15 a 19 años (022)",1,,,,,,,1
"De 20 a 24 años (023)",1,,,,,,1,
"De 25 a 29 años (024)",10,,,,,1,4,5
"De 30 a 34 años (025)",12,,,,,2,7,3
"De 35 a 39 años (026)",7,,,,,4,1,2
"Primaria (030)",6363,15,79,374,773,1603,2170,1349
"De 12 a 14 años (031)",6,,,,,,,6
"De 15 a 19 años (032)",140,,,,,,93,47
"De 20 a 24 años (033)",582,,,,,,379,203
"De 25 a 29 años (034)",720,,,,,32,513,175
"De 30 a 34 años (035)",782,,,,,153,463,166
"De 35 a 39 años (036)",820,,,,9,307,364,140
"De 40 a 44 años (037)",833,,,,67,418,241,107
"De 45 a 49 años (038)",624,,,,114,324,92,94
"De 50 y más años (039)",1856,15,79,374,583,369,25,411
"Secundaria (040)",4958,,16,94,302,895,2344,1307
"De 12 a 14 años (041)",18,,,,,,2,16
"De 15 a 19 años (042)",299,,,,,,172,127
"De 20 a 24 años (043)",956,,,,,2,642,312
"De 25 a 29 años (044)",1044,,,,,53,667,324
"De 30 a 34 años (045)",752,,,,,156,429,167
"De 35 a 39 años (046)",609,,,,6,237,266,100
"De 40 a 44 años (047)",447,,,,44,194,131,78
"De 45 a 49 años (048)",311,,,2,75,152,29,53
"De 50 y más años (049)",522,,16,92,177,101,6,130
"Sup. no Univ. incompleta (050)",1052,,2,15,59,175,469,332
"De 15 a 19 años (052)",28,,,,,,18,10
