"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Técnicos de nivel medio ytrab.asimilados (039)",195,3,,5,38,23,79,13,34
"Jefes y empleados de oficina (040)",230,,,3,45,29,60,34,59
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",1147,58,,431,503,61,41,30,23
"Agricult.trabaj. calif.agrop. y pesquros (042)",2099,287,1,1082,675,17,11,15,11
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",477,21,,131,252,16,33,12,12
"Obreros. construc., conf., papel, fab., instr (044)",640,10,,147,365,46,31,27,14
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",2334,255,1,1028,898,64,39,31,18
"Otra (046)",25,,,,4,,8,4,9
"Ocupación no especificada (047)",207,25,,87,73,7,7,1,7
"Hombres (048)",5057,184,2,1661,2045,218,324,156,467
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",17,,,1,7,1,1,3,4
"Profes., científicos e intelectuales (050)",494,,,,19,25,104,25,321
"Técnicos de nivel medio ytrab.asimilados (051)",132,1,,2,26,19,48,13,23
"Jefes y empleados de oficina (052)",153,,,3,34,11,42,22,41
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",399,5,,115,194,34,21,15,15
"Agricult.trabaj. calif.agrop. y pesquros (054)",1495,115,1,800,532,14,8,14,11
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",401,10,,104,221,15,32,8,11
"Obreros. construc., conf., papel, fab., instr (056)",624,9,,143,358,46,28,27,13
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",1213,40,1,448,610,48,28,24,14
"Otra (058)",25,,,,4,,8,4,9
"Ocupación no especificada (059)",104,4,,45,40,5,4,1,5
"Mujeres (060)",3097,475,,1256,856,93,168,50,199
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",4,,,2,,,1,,1
"Profes., científicos e intelectuales (062)",285,,,,22,22,77,11,153
"Técnicos de nivel medio ytrab.asimilados (063)",63,2,,3,12,4,31,,11
"Jefes y empleados de oficina (064)",77,,,,11,18,18,12,18
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",748,53,,316,309,27,20,15,8
"Agricult.trabaj. calif.agrop. y pesquros (066)",604,172,,282,143,3,3,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",76,11,,27,31,1,1,4,1
"Obreros. construc., conf., papel, fab., instr (068)",16,1,,4,7,,3,,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",1121,215,,580,288,16,11,7,4
"Ocupación no especificada (071)",103,21,,42,33,2,3,,2
,,,,,,,,,
"RURAL (072)",16422,2508,18,8691,4617,168,184,84,152
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",10,,,2,5,,,1,2
"Profes., científicos e intelectuales (074)",236,,,,27,16,82,12,99
"Técnicos de nivel medio ytrab.asimilados (075)",93,,,17,26,7,24,6,13
"Jefes y empleados de oficina (076)",55,,,,29,9,5,4,8
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",385,15,2,178,168,6,10,2,4
"Agricult.trabaj. calif.agrop. y pesquros (078)",7564,1229,4,4322,1924,41,18,20,6
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",1006,19,,420,516,23,13,10,5
"Obreros. construc., conf., papel, fab., instr (080)",190,1,,59,99,17,9,3,2
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",6633,1211,12,3589,1735,37,22,17,10
"Otra (082)",30,,,,12,11,1,5,1
"Ocupación no especificada (083)",220,33,,104,76,1,,4,2
"Hombres (084)",10346,823,4,5453,3617,140,133,69,107
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",7,,,1,4,,,1,1
"Profes., científicos e intelectuales (086)",146,,,,9,7,55,9,66
"Técnicos de nivel medio ytrab.asimilados (087)",69,,,13,23,4,12,4,13
"Jefes y empleados de oficina (088)",42,,,,22,9,2,3,6
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",146,3,1,63,67,2,6,2,2
"Agricult.trabaj. calif.agrop. y pesquros (090)",5941,633,,3536,1695,38,18,15,6
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",961,15,,398,497,23,13,10,5
"Obreros. construc., conf., papel, fab., instr (092)",189,1,,58,99,17,9,3,2
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",2715,163,3,1346,1139,29,17,14,4
"Otra (094)",30,,,,12,11,1,5,1
"Ocupación no especificada (095)",100,8,,38,50,,,3,1
"Mujeres (096)",6076,1685,14,3238,1000,28,51,15,45
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",3,,,1,1,,,,1
"Profes., científicos e intelectuales (098)",90,,,,18,9,27,3,33
"Técnicos de nivel medio ytrab.asimilados (099)",24,,,4,3,3,12,2,
"Jefes y empleados de oficina (100)",13,,,,7,,3,1,2
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",239,12,1,115,101,4,4,,2
"Agricult.trabaj. calif.agrop. y pesquros (102)",1623,596,4,786,229,3,,5,
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",45,4,,22,19,,,,
"Obreros. construc., conf., papel, fab., instr (104)",1,,,1,,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",3918,1048,9,2243,596,8,5,3,6
"Ocupación no especificada (107)",120,25,,66,26,1,,1,1
