"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Primaria (033)",158886,,43255,44712,2928,5363,10978,32086,19564
"Secundaria (034)",237733,,,31611,57165,47401,38160,50200,13196
"Superior no univ. incompleto (035)",59700,,,,10319,24811,11520,11250,1800
"Superior no univ. completo (036)",81798,,,,,27137,24161,25849,4651
"Superior univ. incompleto (037)",72606,,,,13938,31102,9835,15262,2469
"Superior univ. completo (038)",111488,,,,,22924,31436,47201,9927
"Hombres (040)",384164,14215,35321,39257,41791,76629,59292,88614,29045
"Sin nivel (041)",21616,14215,2436,277,236,433,611,1556,1852
"Educación inicial (042)",11397,,10845,334,97,82,39,,
"Primaria (043)",71986,,22040,22664,1198,1531,3344,11606,9603
"Secundaria (044)",119502,,,15982,28700,23109,18591,26206,6914
"Superior no univ. incompleto (045)",29958,,,,4970,12189,5723,6061,1015
"Superior no univ. completo (046)",36707,,,,,12608,10737,11142,2220
"Superior univ. incompleto (047)",38989,,,,6590,16696,5625,8546,1532
"Superior univ. completo (048)",54009,,,,,9981,14622,23497,5909
"Mujeres (050)",418747,13612,33770,38235,43198,83312,70158,103668,32794
"Sin nivel (051)",36792,13612,2296,244,221,556,2605,8878,8380
"Educación inicial (052)",10895,,10259,314,85,132,105,,
"Primaria (053)",86900,,21215,22048,1730,3832,7634,20480,9961
"Secundaria (054)",118231,,,15629,28465,24292,19569,23994,6282
"Superior no univ. incompleto (055)",29742,,,,5349,12622,5797,5189,785
"Superior no univ. completo (056)",45091,,,,,14529,13424,14707,2431
"Superior univ. incompleto (057)",33617,,,,7348,14406,4210,6716,937
"Superior univ. completo (058)",57479,,,,,12943,16814,23704,4018
,,,,,,,,,
"RURAL (060)",20237,819,1875,2065,1994,3614,3042,4951,1877
"Sin nivel (061)",2886,819,259,27,32,72,297,830,550
"Educación inicial (062)",527,,485,5,8,19,10,,
"Primaria (063)",6326,,1131,1287,192,487,768,1635,826
"Secundaria (064)",6522,,,746,1428,1712,1054,1302,280
"Superior no univ. incompleto (065)",1066,,,,190,443,209,189,35
"Superior no univ. completo (066)",1110,,,,,429,318,300,63
"Superior univ. incompleto (067)",805,,,,144,243,121,252,45
"Superior univ. completo (068)",995,,,,,209,265,443,78
"Hombres (070)",10942,436,983,1055,1063,1989,1623,2702,1091
"Sin nivel (071)",1151,436,141,17,19,24,84,243,187
"Educación inicial (072)",257,,239,,4,10,4,,
"Primaria (073)",3296,,603,678,74,194,346,861,540
"Secundaria (074)",3836,,,360,792,972,656,858,198
"Superior no univ. incompleto (075)",623,,,,97,261,124,121,20
"Superior no univ. completo (076)",665,,,,,265,180,173,47
"Superior univ. incompleto (077)",507,,,,77,144,84,164,38
"Superior univ. completo (078)",607,,,,,119,145,282,61
"Mujeres (080)",9295,383,892,1010,931,1625,1419,2249,786
"Sin nivel (081)",1735,383,118,10,13,48,213,587,363
"Educación inicial (082)",270,,246,5,4,9,6,,
"Primaria (083)",3030,,528,609,118,293,422,774,286
"Secundaria (084)",2686,,,386,636,740,398,444,82
"Superior no univ. incompleto (085)",443,,,,93,182,85,68,15
"Superior no univ. completo (086)",445,,,,,164,138,127,16
"Superior univ. incompleto (087)",298,,,,67,99,37,88,7
"Superior univ. completo (088)",388,,,,,90,120,161,17
