"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia LAmás (000)",19902,82,390,911,1945,4121,7810,4643
"De 12 a 14 años (001)",70,,,,,,16,54
"De 15 a 19 años (002)",1157,,,,,,706,451
"De 20 a 24 años (003)",2568,,,,,14,1692,862
"De 25 a 29 años (004)",2620,,,,,177,1792,651
"De 30 a 34 años (005)",2475,,,,1,487,1536,451
"De 35 a 39 años (006)",2330,,,,26,779,1161,364
"De 40 a 44 años (007)",1919,,,,117,891,612,299
"De 45 a 49 años (008)",1554,,,4,257,813,243,237
"De 50 y más años (009)",5209,82,390,907,1544,960,52,1274
"Sin nivel (010)",3783,29,138,308,642,837,834,995
"De 12 a 14 años (011)",5,,,,,,1,4
"De 15 a 19 años (012)",52,,,,,,30,22
"De 20 a 24 años (013)",134,,,,,1,89,44
"De 25 a 29 años (014)",189,,,,,9,137,43
"De 30 a 34 años (015)",235,,,,,33,158,44
"De 35 a 39 años (016)",298,,,,4,82,173,39
"De 40 a 44 años (017)",362,,,,12,137,144,69
"De 45 a 49 años (018)",394,,,1,31,198,85,79
"De 50 y más años (019)",2114,29,138,307,595,377,17,651
"Educacion Inicial (020)",34,,,,1,5,20,8
"De 12 a 14 años (021)",1,,,,,,,1
"De 15 a 19 años (022)",1,,,,,,1,
"De 20 a 24 años (023)",10,,,,,,7,3
"De 25 a 29 años (024)",9,,,,,,7,2
"De 30 a 34 años (025)",3,,,,,,3,
"De 35 a 39 años (026)",10,,,,1,5,2,2
"Primaria (030)",11534,44,223,514,1043,2490,4816,2404
"De 12 a 14 años (031)",44,,,,,,11,33
"De 15 a 19 años (032)",724,,,,,,452,272
"De 20 a 24 años (033)",1529,,,,,7,1057,465
"De 25 a 29 años (034)",1641,,,,,121,1144,376
"De 30 a 34 años (035)",1512,,,,,315,944,253
"De 35 a 39 años (036)",1435,,,,13,505,693,224
"De 40 a 44 años (037)",1132,,,,62,560,346,164
"De 45 a 49 años (038)",867,,,1,147,470,138,111
"De 50 y más años (039)",2650,44,223,513,821,512,31,506
"Secundaria (040)",3493,7,18,62,188,594,1727,897
"De 12 a 14 años (041)",20,,,,,,4,16
"De 15 a 19 años (042)",373,,,,,,219,154
"De 20 a 24 años (043)",755,,,,,6,481,268
"De 25 a 29 años (044)",628,,,,,43,420,165
"De 30 a 34 años (045)",517,,,,1,111,309,96
"De 35 a 39 años (046)",403,,,,6,151,191,55
"De 40 a 44 años (047)",301,,,,32,141,88,40
"De 45 a 49 años (048)",179,,,2,48,94,11,24
"De 50 y más años (049)",317,7,18,60,101,48,4,79
