"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",4058,3608,170,104,176
"Otra (034)",1,,,,1
"Ocupación no especificada (035)",817,664,71,49,33
,,,,,
"URBANA (036)",37525,20576,4078,4867,8004
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",111,2,17,21,71
"Profes., científicos e intelectuales (038)",5079,1053,1089,1392,1545
"Técnicos de nivel medio y trab. asimilados (039)",2111,928,260,287,636
"Jefes y empleados de oficina (040)",1931,423,227,252,1029
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",4846,4084,303,228,231
"Agricult.trabaj.calif.agrop.y pesqueros (042)",2903,2802,100,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",5740,2091,655,1078,1916
"Obreros construc.,conf.,papel, fab., instr. (044)",5051,2753,595,681,1022
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",8002,5462,602,670,1268
"Otra (046)",85,,,,85
"Ocupación no especificada (047)",1666,978,230,257,201
"Hombres (048)",26318,13036,3002,3892,6388
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",83,2,9,17,55
"Profes., científicos e intelectuales (050)",2694,517,540,755,882
"Técnicos de nivel medio y trab. asimilados (051)",1493,624,203,244,422
"Jefes y empleados de oficina (052)",1016,178,112,157,569
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",2127,1542,193,196,196
"Agricult.trabaj.calif.agrop.y pesqueros (054)",2524,2431,92,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",5435,1863,618,1059,1895
"Obreros construc.,conf.,papel, fab., instr. (056)",4948,2693,582,661,1012
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",4884,2731,469,582,1102
"Otra (058)",84,,,,84
"Ocupación no especificada (059)",1030,455,184,220,171
"Mujeres (060)",11207,7540,1076,975,1616
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",28,,8,4,16
"Profes., científicos e intelectuales (062)",2385,536,549,637,663
"Técnicos de nivel medio y trab. asimilados (063)",618,304,57,43,214
"Jefes y empleados de oficina (064)",915,245,115,95,460
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",2719,2542,110,32,35
"Agricult.trabaj.calif.agrop.y pesqueros (066)",379,371,8,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",305,228,37,19,21
"Obreros construc.,conf.,papel, fab., instr. (068)",103,60,13,20,10
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",3118,2731,133,88,166
"Otra (070)",1,,,,1
"Ocupación no especificada (071)",636,523,46,37,30
,,,,,
"RURAL (072)",11494,8472,572,631,1819
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",7,,2,1,4
"Profes., científicos e intelectuales (074)",324,59,68,49,148
"Técnicos de nivel medio y trab. asimilados (075)",211,23,14,26,148
"Jefes y empleados de oficina (076)",150,18,12,28,92
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",335,233,20,57,25
"Agricult.trabaj.calif.agrop.y pesqueros (078)",4574,4475,97,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",946,153,62,156,575
"Obreros construc.,conf.,papel, fab., instr. (080)",879,324,66,100,389
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",3703,2946,180,164,413
"Otra (082)",2,,,,2
"Ocupación no especificada (083)",363,241,51,48,23
"Hombres (084)",9445,6727,439,558,1721
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",5,,,1,4
"Profes., científicos e intelectuales (086)",207,25,37,31,114
"Técnicos de nivel medio y trab. asimilados (087)",178,17,8,23,130
"Jefes y empleados de oficina (088)",113,10,4,21,78
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",172,89,14,49,20
"Agricult.trabaj.calif.agrop.y pesqueros (090)",4051,3964,85,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",906,134,58,149,565
"Obreros construc.,conf.,papel, fab., instr. (092)",866,319,64,98,385
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",2763,2069,143,148,403
"Otra (094)",2,,,,2
"Ocupación no especificada (095)",182,100,26,36,20
"Mujeres (096)",2049,1745,133,73,98
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",2,,2,,
"Profes., científicos e intelectuales (098)",117,34,31,18,34
"Técnicos de nivel medio y trab. asimilados (099)",33,6,6,3,18
"Jefes y empleados de oficina (100)",37,8,8,7,14
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",163,144,6,8,5
"Agricult.trabaj.calif.agrop.y pesqueros (102)",523,511,12,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",40,19,4,7,10
"Obreros construc.,conf.,papel, fab., instr. (104)",13,5,2,2,4
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",940,877,37,16,10
"Ocupación no especificada (107)",181,141,25,12,3
