"CUADRO Nº 21: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia FERREÑAFE (000)",29577,4401,9668,9803,759,2172,663,2111
"Agric., ganadería, caza y silvicultura (001)",14016,40,7574,4061,572,1769,,
"Pesca (002)",10,1,3,5,,1,,
"Explotación de minas y canteras (003)",73,5,66,2,,,,
"Industrias manufactureras (004)",1152,49,407,648,23,25,,
"Suministro de electricidad, gas y agua (005)",61,21,38,2,,,,
"Construcción (006)",1146,46,759,316,20,5,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",3187,466,108,2351,62,200,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",330,49,65,199,11,6,,
"Comercio al por mayor (009)",166,49,9,94,7,7,,
"Comercio al por menor (010)",2691,368,34,2058,44,187,,
"Hoteles y restaurantes (011)",537,129,33,338,17,20,,
"Trans., almac. y comunicaciones (012)",1806,360,260,1142,29,15,,
"Intermediación financiera (013)",52,49,,3,,,,
"Activid.inmobil., empres. y alquileres (014)",528,327,47,136,11,7,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",739,629,110,,,,,
"Enseñanza (016)",1715,1481,4,220,6,4,,
"Servicios sociales y de salud (017)",464,399,3,57,4,1,,
"Otras activ. serv.comun.soc y personales (018)",533,200,61,257,3,12,,
"Hogares privados con servicio doméstico (019)",663,,,,,,663,
"Actividad economica no especificada (021)",784,199,195,265,12,113,,
"Desocupado (022)",2111,,,,,,,2111
"Hombres (023)",21908,2494,8674,7261,706,1137,26,1610
"Agric., ganadería, caza y silvicultura (024)",12047,34,6787,3652,565,1009,,
"Pesca (025)",8,,3,5,,,,
"Explotación de minas y canteras (026)",72,5,65,2,,,,
"Industrias manufactureras (027)",783,30,368,349,21,15,,
"Suministro de electricidad, gas y agua (028)",58,18,38,2,,,,
"Construcción (029)",1128,43,748,312,20,5,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",1692,266,104,1228,41,53,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",314,36,65,197,11,5,,
"Comercio al por mayor (032)",104,23,9,62,7,3,,
"Comercio al por menor (033)",1274,207,30,969,23,45,,
"Hoteles y restaurantes (034)",130,47,11,64,6,2,,
"Trans., almac. y comunicaciones (035)",1702,291,246,1125,29,11,,
"Intermediación financiera (036)",32,31,,1,,,,
"Activid.inmobil., empres. y alquileres (037)",396,222,41,120,9,4,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",552,473,79,,,,,
"Enseñanza (039)",804,690,4,106,2,2,,
"Servicios sociales y de salud (040)",155,111,2,38,3,1,,
"Otras activ. serv.comun.soc y personales (041)",326,147,50,121,2,6,,
"Hogares privados con servicio doméstico (042)",26,,,,,,26,
"Actividad economica no especificada (044)",387,86,128,136,8,29,,
"Desocupado (045)",1610,,,,,,,1610
"Mujeres (046)",7669,1907,994,2542,53,1035,637,501
"Agric., ganadería, caza y silvicultura (047)",1969,6,787,409,7,760,,
"Pesca (048)",2,1,,,,1,,
"Explotación de minas y canteras (049)",1,,1,,,,,
"Industrias manufactureras (050)",369,19,39,299,2,10,,
"Suministro de electricidad, gas y agua (051)",3,3,,,,,,
"Construcción (052)",18,3,11,4,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",1495,200,4,1123,21,147,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",16,13,,2,,1,,
"Comercio al por mayor (055)",62,26,,32,,4,,
"Comercio al por menor (056)",1417,161,4,1089,21,142,,
"Hoteles y restaurantes (057)",407,82,22,274,11,18,,
"Trans., almac. y comunicaciones (058)",104,69,14,17,,4,,
"Intermediación financiera (059)",20,18,,2,,,,
"Activid.inmobil., empres. y alquileres (060)",132,105,6,16,2,3,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",187,156,31,,,,,
"Enseñanza (062)",911,791,,114,4,2,,
"Servicios sociales y de salud (063)",309,288,1,19,1,,,
"Otras activ. serv.comun.soc y personales (064)",207,53,11,136,1,6,,
"Hogares privados con servicio doméstico (065)",637,,,,,,637,
"Actividad economica no especificada (067)",397,113,67,129,4,84,,
,,,,,,,,
"URBANA (068)",17455,3940,4935,5720,317,538,555,1450
"Agric., ganadería, caza y silvicultura (069)",4474,34,3196,881,138,225,,
"Pesca (070)",5,1,2,2,,,,
"Explotación de minas y canteras (071)",17,4,12,1,,,,
"Industrias manufactureras (072)",925,46,372,468,22,17,,
"Suministro de electricidad, gas y agua (073)",57,21,36,,,,,
"Construcción (074)",1014,42,671,278,20,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (075)",2869,435,102,2087,62,183,,
"Venta, mant.y rep. veh.autom.y motoc. (076)",301,43,60,182,11,5,,
"Comercio al por mayor (077)",150,43,9,84,7,7,,
"Comercio al por menor (078)",2418,349,33,1821,44,171,,
"Hoteles y restaurantes (079)",504,120,32,317,17,18,,
"Trans., almac. y comunicaciones (080)",1598,331,224,1002,27,14,,
"Intermediación financiera (081)",52,49,,3,,,,
"Activid.inmobil., empres. y alquileres (082)",493,306,37,132,11,7,,
"Admin.pub. y defensa; p. segur.soc.afil (083)",697,590,107,,,,,
"Enseñanza (084)",1424,1267,4,145,5,3,,
"Servicios sociales y de salud (085)",418,360,3,50,4,1,,
"Otras activ. serv.comun.soc y personales (086)",458,163,44,239,3,9,,
"Hogares privados con servicio doméstico (087)",555,,,,,,555,
"Actividad economica no especificada (089)",445,171,93,115,8,58,,
"Desocupado (090)",1450,,,,,,,1450
"Hombres (091)",12306,2198,4630,3926,269,231,16,1036
"Agric., ganadería, caza y silvicultura (092)",4178,30,3052,829,135,132,,
"Pesca (093)",4,,2,2,,,,
"Explotación de minas y canteras (094)",17,4,12,1,,,,
"Industrias manufactureras (095)",703,29,339,302,20,13,,
"Suministro de electricidad, gas y agua (096)",54,18,36,,,,,
"Construcción (097)",1000,39,663,275,20,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (098)",1532,250,98,1096,41,47,,
"Venta, mant.y rep. veh.autom.y motoc. (099)",285,30,60,180,11,4,,
"Comercio al por mayor (100)",94,20,9,55,7,3,,
"Comercio al por menor (101)",1153,200,29,861,23,40,,
"Hoteles y restaurantes (102)",118,41,10,60,6,1,,
"Trans., almac. y comunicaciones (103)",1506,268,210,991,27,10,,
"Intermediación financiera (104)",32,31,,1,,,,
"Activid.inmobil., empres. y alquileres (105)",367,207,31,116,9,4,,
"Admin.pub. y defensa; p. segur.soc.afil (106)",521,445,76,,,,,
"Enseñanza (107)",616,561,4,48,2,1,,
"Servicios sociales y de salud (108)",131,93,2,32,3,1,,
"Otras activ. serv.comun.soc y personales (109)",268,114,34,115,2,3,,
"Hogares privados con servicio doméstico (110)",16,,,,,,16,
"Actividad economica no especificada (112)",207,68,61,58,4,16,,
"Desocupado (113)",1036,,,,,,,1036
"Mujeres (114)",5149,1742,305,1794,48,307,539,414
