"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia JAEN (000)",183634,180085,2714,835
"Hombres (001)",94094,92559,1089,446
"Mujeres (002)",89540,87526,1625,389
"Menores de 1 año (003)",3681,2939,527,215
"Hombres (004)",1863,1478,275,110
"Mujeres (005)",1818,1461,252,105
"De 1 a 5 años (006)",20285,18798,953,534
"Hombres (007)",10439,9658,484,297
"Mujeres (008)",9846,9140,469,237
"De 6 a 14 años (009)",41448,41358,73,17
"Hombres (010)",21278,21235,34,9
"Mujeres (011)",20170,20123,39,8
"De 15 a 29 años (012)",50104,50014,76,14
"Hombres (013)",25407,25375,26,6
"Mujeres (014)",24697,24639,50,8
"De 30 a 44 años (015)",35097,34937,147,13
"Hombres (016)",17653,17600,48,5
"Mujeres (017)",17444,17337,99,8
"De 45 a 64 años (018)",23954,23624,311,19
"Hombres (019)",12529,12452,71,6
"Mujeres (020)",11425,11172,240,13
"De 65 a más años (021)",9065,8415,627,23
"Hombres (022)",4925,4761,151,13
"Mujeres (023)",4140,3654,476,10
,,,,
"URBANA (024)",91910,90421,1123,366
"Hombres (025)",45737,45078,471,188
"Mujeres (026)",46173,45343,652,178
"Menores de 1 año (027)",1652,1314,250,88
"Hombres (028)",819,656,119,44
"Mujeres (029)",833,658,131,44
"De 1 a 5 años (030)",8964,8185,514,265
"Hombres (031)",4657,4256,261,140
"Mujeres (032)",4307,3929,253,125
"De 6 a 14 años (033)",18462,18426,33,3
"Hombres (034)",9324,9306,17,1
"Mujeres (035)",9138,9120,16,2
"De 15 a 29 años (036)",26836,26813,19,4
"Hombres (037)",12905,12898,6,1
"Mujeres (038)",13931,13915,13,3
"De 30 a 44 años (039)",19284,19247,35,2
"Hombres (040)",9347,9340,6,1
"Mujeres (041)",9937,9907,29,1
"De 45 a 64 años (042)",12506,12414,90,2
"Hombres (043)",6447,6423,23,1
"Mujeres (044)",6059,5991,67,1
"De 65 a más años (045)",4206,4022,182,2
"Hombres (046)",2238,2199,39,
"Mujeres (047)",1968,1823,143,2
,,,,
"RURAL (048)",91724,89664,1591,469
"Hombres (049)",48357,47481,618,258
"Mujeres (050)",43367,42183,973,211
"Menores de 1 año (051)",2029,1625,277,127
"Hombres (052)",1044,822,156,66
"Mujeres (053)",985,803,121,61
"De 1 a 5 años (054)",11321,10613,439,269
"Hombres (055)",5782,5402,223,157
"Mujeres (056)",5539,5211,216,112
"De 6 a 14 años (057)",22986,22932,40,14
"Hombres (058)",11954,11929,17,8
"Mujeres (059)",11032,11003,23,6
"De 15 a 29 años (060)",23268,23201,57,10
"Hombres (061)",12502,12477,20,5
"Mujeres (062)",10766,10724,37,5
"De 30 a 44 años (063)",15813,15690,112,11
"Hombres (064)",8306,8260,42,4
"Mujeres (065)",7507,7430,70,7
"De 45 a 64 años (066)",11448,11210,221,17
"Hombres (067)",6082,6029,48,5
"Mujeres (068)",5366,5181,173,12
"De 65 a más años (069)",4859,4393,445,21
"Hombres (070)",2687,2562,112,13
"Mujeres (071)",2172,1831,333,8
