"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia RIOJA (000)",36917,31204,2783,1668,1262
"Hombres (001)",27713,23590,2188,1133,802
"Mujeres (002)",9204,7614,595,535,460
"De 06 a 14 años (003)",1401,1248,121,29,3
"Hombres (004)",1016,895,94,24,3
"Mujeres (005)",385,353,27,5,
"De 15 a 29 años (006)",13599,11683,1095,495,326
"Hombres (007)",10208,8813,853,348,194
"Mujeres (008)",3391,2870,242,147,132
"De 30 a 44 años (009)",12605,10116,1004,853,632
"Hombres (010)",9181,7458,780,544,399
"Mujeres (011)",3424,2658,224,309,233
"De 45 a 64 años (012)",7753,6692,496,278,287
"Hombres (013)",6020,5218,404,205,193
"Mujeres (014)",1733,1474,92,73,94
"De 65 y más años (015)",1559,1465,67,13,14
"Hombres (016)",1288,1206,57,12,13
"Mujeres (017)",271,259,10,1,1
,,,,,
"URBANA (018)",27769,22425,2518,1607,1219
"Hombres (019)",19764,15964,1952,1078,770
"Mujeres (020)",8005,6461,566,529,449
"De 06 a 14 años (021)",1024,883,114,24,3
"Hombres (022)",712,601,88,20,3
"Mujeres (023)",312,282,26,4,
"De 15 a 29 años (024)",9736,7977,984,467,308
"Hombres (025)",6879,5621,754,323,181
"Mujeres (026)",2857,2356,230,144,127
"De 30 a 44 años (027)",9908,7545,918,832,613
"Hombres (028)",6818,5202,706,525,385
"Mujeres (029)",3090,2343,212,307,228
"De 45 a 64 años (030)",5987,4985,448,272,282
"Hombres (031)",4468,3721,359,199,189
"Mujeres (032)",1519,1264,89,73,93
"De 65 y más años (033)",1114,1035,54,12,13
"Hombres (034)",887,819,45,11,12
"Mujeres (035)",227,216,9,1,1
,,,,,
"RURAL (036)",9148,8779,265,61,43
"Hombres (037)",7949,7626,236,55,32
"Mujeres (038)",1199,1153,29,6,11
"De 06 a 14 años (039)",377,365,7,5,
"Hombres (040)",304,294,6,4,
"Mujeres (041)",73,71,1,1,
"De 15 a 29 años (042)",3863,3706,111,28,18
"Hombres (043)",3329,3192,99,25,13
"Mujeres (044)",534,514,12,3,5
"De 30 a 44 años (045)",2697,2571,86,21,19
"Hombres (046)",2363,2256,74,19,14
"Mujeres (047)",334,315,12,2,5
"De 45 a 64 años (048)",1766,1707,48,6,5
"Hombres (049)",1552,1497,45,6,4
"Mujeres (050)",214,210,3,,1
"De 65 y más años (051)",445,430,13,1,1
"Hombres (052)",401,387,12,1,1
"Mujeres (053)",44,43,1,,
