"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",4101,3117,270,182,532
"Otra (034)",24,,,,24
"Ocupación no especificada (035)",468,293,51,79,45
,,,,,
"URBANA (036)",26327,14263,2467,3286,6311
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",61,2,10,11,38
"Profes., científicos e intelectuales (038)",3636,592,506,1093,1445
"Técnicos de nivel medio y trab. asimilados (039)",1890,675,193,270,752
"Jefes y empleados de oficina (040)",1808,303,169,255,1081
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",3871,3398,222,105,146
"Agricult.trabaj.calif.agrop.y pesqueros (042)",1829,1753,69,6,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",1696,972,176,209,339
"Obreros construc.,conf.,papel, fab., instr. (044)",2898,1617,276,406,599
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",7090,4394,685,647,1364
"Otra (046)",445,,,,445
"Ocupación no especificada (047)",1103,557,161,284,101
"Hombres (048)",15802,7592,1578,2187,4445
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",41,2,4,6,29
"Profes., científicos e intelectuales (050)",1812,278,215,502,817
"Técnicos de nivel medio y trab. asimilados (051)",1234,423,137,185,489
"Jefes y empleados de oficina (052)",830,102,63,117,548
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",1318,999,120,76,123
"Agricult.trabaj.calif.agrop.y pesqueros (054)",1309,1259,43,6,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",1529,826,163,203,337
"Obreros construc.,conf.,papel, fab., instr. (056)",2813,1561,272,395,585
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",3799,1850,447,484,1018
"Otra (058)",421,,,,421
"Ocupación no especificada (059)",696,292,114,213,77
"Mujeres (060)",10525,6671,889,1099,1866
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",20,,6,5,9
"Profes., científicos e intelectuales (062)",1824,314,291,591,628
"Técnicos de nivel medio y trab. asimilados (063)",656,252,56,85,263
"Jefes y empleados de oficina (064)",978,201,106,138,533
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",2553,2399,102,29,23
"Agricult.trabaj.calif.agrop.y pesqueros (066)",520,494,26,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",167,146,13,6,2
"Obreros construc.,conf.,papel, fab., instr. (068)",85,56,4,11,14
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",3291,2544,238,163,346
"Otra (070)",24,,,,24
"Ocupación no especificada (071)",407,265,47,71,24
,,,,,
"RURAL (072)",5318,3234,208,295,1581
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",4,,2,,2
"Profes., científicos e intelectuales (074)",197,51,21,38,87
"Técnicos de nivel medio y trab. asimilados (075)",143,15,4,11,113
"Jefes y empleados de oficina (076)",123,9,6,14,94
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",193,107,6,6,74
"Agricult.trabaj.calif.agrop.y pesqueros (078)",1761,1721,39,,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",193,48,4,10,131
"Obreros construc.,conf.,papel, fab., instr. (080)",385,81,17,50,237
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",2107,1135,92,102,778
"Otra (082)",12,,,,12
"Ocupación no especificada (083)",200,67,17,64,52
"Hombres (084)",3662,2000,140,238,1284
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",2,,,,2
"Profes., científicos e intelectuales (086)",114,28,8,19,59
"Técnicos de nivel medio y trab. asimilados (087)",124,9,2,10,103
"Jefes y empleados de oficina (088)",61,1,1,6,53
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",111,37,3,6,65
"Agricult.trabaj.calif.agrop.y pesqueros (090)",1239,1205,33,,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",185,40,4,10,131
"Obreros construc.,conf.,papel, fab., instr. (092)",378,79,16,48,235
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",1297,562,60,83,592
"Otra (094)",12,,,,12
"Ocupación no especificada (095)",139,39,13,56,31
"Mujeres (096)",1656,1234,68,57,297
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",2,,2,,
"Profes., científicos e intelectuales (098)",83,23,13,19,28
"Técnicos de nivel medio y trab. asimilados (099)",19,6,2,1,10
"Jefes y empleados de oficina (100)",62,8,5,8,41
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",82,70,3,,9
"Agricult.trabaj.calif.agrop.y pesqueros (102)",522,516,6,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",8,8,,,
"Obreros construc.,conf.,papel, fab., instr. (104)",7,2,1,2,2
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",810,573,32,19,186
"Ocupación no especificada (107)",61,28,4,8,21
