"CUADRO Nº 4: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CANAS (000)",9607,9153,53,1411,1459,1404,2397,1612,669,148,454,36757
"De 12 a 14 años (001)",21,8,,7,1,,,,,,13,9
"De 15 a 19 años (002)",213,171,3,138,24,5,1,,,,42,205
"De 20 a 24 años (003)",891,729,1,385,250,68,22,3,,,162,1199
"De 25 a 29 años (004)",1052,951,1,249,296,230,164,11,,,101,2288
"De 30 a 34 años (005)",1030,984,3,151,222,241,284,71,12,,46,3124
"De 35 a 39 años (006)",1145,1123,2,98,160,219,401,202,36,5,22,4486
"De 40 a 44 años (007)",980,975,5,63,90,121,320,234,114,28,5,4797
"De 45 a 49 años (008)",868,855,1,52,79,93,248,239,116,27,13,4417
"De 50 y más años (009)",3407,3357,37,268,337,427,957,852,391,88,50,16232
"Sin nivel (010)",3330,3272,32,287,346,421,968,798,334,86,58,15421
"De 12 a 14 años (011)",1,1,,1,,,,,,,,1
"De 15 a 19 años (012)",5,4,,1,1,1,1,,,,1,10
"De 20 a 24 años (013)",22,20,,6,5,4,2,3,,,2,55
"De 25 a 29 años (014)",54,50,,12,11,13,13,1,,,4,133
"De 30 a 34 años (015)",100,95,1,11,11,22,34,13,3,,5,359
"De 35 a 39 años (016)",175,171,,19,16,21,64,47,3,1,4,732
"De 40 a 44 años (017)",208,206,,14,20,17,61,51,33,10,2,1088
"De 45 a 49 años (018)",252,247,,18,18,18,74,73,32,14,5,1333
"De 50 y más años (019)",2513,2478,31,205,264,325,719,610,263,61,35,11710
"Educacion Inicial (020)",14,14,,1,4,5,2,2,,,,44
"De 15 a 19 años (022)",1,1,,1,,,,,,,,1
"De 20 a 24 años (023)",3,3,,,2,1,,,,,,7
