"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia ESPINAR (000)",22495,2873,3663,10824,222,4682,231
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",31,31,,,,,
"Profes., científicos e intelectuales (002)",1330,1204,,112,9,5,
"Técnicos de nivel medio y trab. asimilados (003)",560,333,,196,24,6,1
"Jefes y empleados de oficina (004)",351,338,,5,,8,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",2044,304,21,1451,29,239,
"Agricult.trabaj. calif.agrop. y pesqueros (006)",6954,1,,6881,71,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",1640,,851,646,74,69,
"Obreros construc.,conf., papel, fab., instr. (008)",1807,213,948,586,12,48,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (009)",7411,336,1775,819,2,4249,230
"Otra (010)",54,54,,,,,
"Ocupación no especificada (011)",313,59,68,128,1,57,
"Hombres (012)",13221,1932,3231,6481,157,1393,27
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",27,27,,,,,
"Profes., científicos e intelectuales (014)",799,738,,51,7,3,
"Técnicos de nivel medio y trab. asimilados (015)",394,253,,119,17,5,
"Jefes y empleados de oficina (016)",234,229,,2,,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",642,176,8,411,7,40,
"Agricult.trabaj. calif.agrop. y pesqueros (018)",4576,1,,4534,41,,
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",1399,,821,469,71,38,
"Obreros construc.,conf., papel, fab., instr. (020)",1746,211,920,560,11,44,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (021)",3184,210,1424,277,2,1244,27
"Otra (022)",53,53,,,,,
"Ocupación no especificada (023)",167,34,58,58,1,16,
"Mujeres (024)",9274,941,432,4343,65,3289,204
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",4,4,,,,,
"Profes., científicos e intelectuales (026)",531,466,,61,2,2,
"Técnicos de nivel medio y trab. asimilados (027)",166,80,,77,7,1,1
"Jefes y empleados de oficina (028)",117,109,,3,,5,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",1402,128,13,1040,22,199,
"Agricult.trabaj. calif.agrop. y pesqueros (030)",2378,,,2347,30,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",241,,30,177,3,31,
"Obreros construc.,conf., papel, fab., instr. (032)",61,2,28,26,1,4,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (033)",4227,126,351,542,,3005,203
"Otra (034)",1,1,,,,,
"Ocupación no especificada (035)",146,25,10,70,,41,
,,,,,,,
"URBANA (036)",9365,2523,2060,3846,163,609,164
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",20,20,,,,,
"Profes., científicos e intelectuales (038)",1203,1111,,82,9,1,
"Técnicos de nivel medio y trab. asimilados (039)",492,290,,179,17,5,1
"Jefes y empleados de oficina (040)",291,279,,5,,7,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",1827,265,15,1307,27,213,
"Agricult.trabaj. calif.agrop. y pesqueros (042)",735,,,708,26,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",1189,,666,414,74,35,
"Obreros construc.,conf., papel, fab., instr. (044)",1246,187,603,429,8,19,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (045)",2143,275,724,679,1,301,163
"Otra (046)",50,50,,,,,
"Ocupación no especificada (047)",169,46,52,43,1,27,
"Hombres (048)",5836,1673,1917,1899,121,206,20
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",17,17,,,,,
"Profes., científicos e intelectuales (050)",713,667,,38,7,1,
"Técnicos de nivel medio y trab. asimilados (051)",332,212,,105,11,4,
"Jefes y empleados de oficina (052)",181,177,,2,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",542,158,6,342,7,29,
"Agricult.trabaj. calif.agrop. y pesqueros (054)",484,,,468,16,,
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",1046,,642,313,71,20,
"Obreros construc.,conf., papel, fab., instr. (056)",1206,185,587,409,7,18,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (057)",1160,178,636,204,1,121,20
"Otra (058)",49,49,,,,,
"Ocupación no especificada (059)",106,30,46,18,1,11,
"Mujeres (060)",3529,850,143,1947,42,403,144
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",3,3,,,,,
"Profes., científicos e intelectuales (062)",490,444,,44,2,,
"Técnicos de nivel medio y trab. asimilados (063)",160,78,,74,6,1,1
"Jefes y empleados de oficina (064)",110,102,,3,,5,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",1285,107,9,965,20,184,
"Agricult.trabaj. calif.agrop. y pesqueros (066)",251,,,240,10,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",143,,24,101,3,15,
"Obreros construc.,conf., papel, fab., instr. (068)",40,2,16,20,1,1,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (069)",983,97,88,475,,180,143
"Otra (070)",1,1,,,,,
"Ocupación no especificada (071)",63,16,6,25,,16,
,,,,,,,
"RURAL (072)",13130,350,1603,6978,59,4073,67
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",11,11,,,,,
"Profes., científicos e intelectuales (074)",127,93,,30,,4,
"Técnicos de nivel medio y trab. asimilados (075)",68,43,,17,7,1,
"Jefes y empleados de oficina (076)",60,59,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",217,39,6,144,2,26,
"Agricult.trabaj. calif.agrop. y pesqueros (078)",6219,1,,6173,45,,
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",451,,185,232,,34,
"Obreros construc.,conf., papel, fab., instr. (080)",561,26,345,157,4,29,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (081)",5268,61,1051,140,1,3948,67
"Otra (082)",4,4,,,,,
"Ocupación no especificada (083)",144,13,16,85,,30,
"Hombres (084)",7385,259,1314,4582,36,1187,7
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",10,10,,,,,
"Profes., científicos e intelectuales (086)",86,71,,13,,2,
"Técnicos de nivel medio y trab. asimilados (087)",62,41,,14,6,1,
"Jefes y empleados de oficina (088)",53,52,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",100,18,2,69,,11,
"Agricult.trabaj. calif.agrop. y pesqueros (090)",4092,1,,4066,25,,
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",353,,179,156,,18,
"Obreros construc.,conf., papel, fab., instr. (092)",540,26,333,151,4,26,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (093)",2024,32,788,73,1,1123,7
"Otra (094)",4,4,,,,,
"Ocupación no especificada (095)",61,4,12,40,,5,
"Mujeres (096)",5745,91,289,2396,23,2886,60
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",1,1,,,,,
