"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia HUARI (000)",62598,32135,30463,22313,11249,11064,40285,20886,19399
"Menores de 1 año (001)",1195,587,608,432,206,226,763,381,382
"Menores de 1 mes (002)",111,46,65,39,17,22,72,29,43
"De 1 a 11 meses (003)",1084,541,543,393,189,204,691,352,339
"De 1 a 4 años (004)",5496,2798,2698,1906,991,915,3590,1807,1783
"1 año (005)",1225,614,611,397,196,201,828,418,410
"2 años (006)",1457,773,684,492,262,230,965,511,454
"3 años (007)",1343,678,665,487,259,228,856,419,437
"4 años (008)",1471,733,738,530,274,256,941,459,482
"De 5 a 9 años (009)",7042,3533,3509,2374,1199,1175,4668,2334,2334
"5 años (010)",1346,670,676,453,220,233,893,450,443
"6 años (011)",1218,608,610,397,204,193,821,404,417
"7 años (012)",1453,745,708,483,268,215,970,477,493
"8 años (013)",1575,788,787,526,257,269,1049,531,518
"9 años (014)",1450,722,728,515,250,265,935,472,463
"De 10 a 14 años (015)",8035,4060,3975,2794,1471,1323,5241,2589,2652
"10 años (016)",1647,826,821,557,290,267,1090,536,554
"11 años (017)",1527,782,745,525,284,241,1002,498,504
"12 años (018)",1656,796,860,565,287,278,1091,509,582
"13 años (019)",1609,804,805,583,293,290,1026,511,515
"14 años (020)",1596,852,744,564,317,247,1032,535,497
"De 15 a 19 años (021)",6210,3279,2931,2283,1198,1085,3927,2081,1846
"15 años (022)",1525,822,703,591,309,282,934,513,421
"16 años (023)",1323,649,674,490,246,244,833,403,430
"17 años (024)",1193,638,555,430,226,204,763,412,351
"18 años (025)",1175,622,553,409,220,189,766,402,364
"19 años (026)",994,548,446,363,197,166,631,351,280
"De 20 a 24 años (027)",4988,2757,2231,1784,939,845,3204,1818,1386
"20 años (028)",1099,612,487,393,205,188,706,407,299
"21 años (029)",875,479,396,291,149,142,584,330,254
"22 años (030)",1039,582,457,350,198,152,689,384,305
"23 años (031)",969,540,429,370,199,171,599,341,258
"24 años (032)",1006,544,462,380,188,192,626,356,270
"De 25 a 29 años (033)",4206,2306,1900,1553,773,780,2653,1533,1120
"25 años (034)",900,501,399,345,176,169,555,325,230
"26 años (035)",877,468,409,306,150,156,571,318,253
"27 años (036)",850,464,386,315,151,164,535,313,222
"28 años (037)",860,486,374,306,164,142,554,322,232
"29 años (038)",719,387,332,281,132,149,438,255,183
"De 30 a 34 años (039)",3730,2122,1608,1340,685,655,2390,1437,953
"30 años (040)",918,538,380,315,172,143,603,366,237
"31 años (041)",586,342,244,207,101,106,379,241,138
"32 años (042)",792,428,364,286,134,152,506,294,212
"33 años (043)",728,437,291,269,150,119,459,287,172
"34 años (044)",706,377,329,263,128,135,443,249,194
