"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia TARMA (000)",106217,3981,11030,12676,11693,17742,15395,24569,9131
"Sin nivel (001)",11760,3981,1150,88,105,305,589,2598,2944
"Educación inicial (002)",2511,,2445,21,10,21,14,,
"Primaria (003)",41223,,7435,8265,1708,3891,4702,10663,4559
"Secundaria (004)",33716,,,4302,8455,7781,5779,6464,935
"Superior no univ. incompleto (005)",4596,,,,918,1877,867,830,104
"Superior no univ. completo (006)",4816,,,,,1575,1519,1496,226
"Superior univ. incompleto (007)",2818,,,,497,1175,468,597,81
"Superior univ. completo (008)",4777,,,,,1117,1457,1921,282
"Hombres (010)",52113,2038,5578,6393,5834,8657,7309,11915,4389
"Sin nivel (011)",4070,2038,595,48,44,101,145,497,602
"Educación inicial (012)",1257,,1229,13,2,10,3,,
"Primaria (013)",19872,,3754,4155,800,1638,1888,4883,2754
"Secundaria (014)",18399,,,2177,4397,4205,3143,3878,599
"Superior no univ. incompleto (015)",2357,,,,410,926,460,493,68
"Superior no univ. completo (016)",2299,,,,,727,712,724,136
"Superior univ. incompleto (017)",1455,,,,181,567,274,378,55
"Superior univ. completo (018)",2404,,,,,483,684,1062,175
"Mujeres (020)",54104,1943,5452,6283,5859,9085,8086,12654,4742
"Sin nivel (021)",7690,1943,555,40,61,204,444,2101,2342
"Educación inicial (022)",1254,,1216,8,8,11,11,,
"Primaria (023)",21351,,3681,4110,908,2253,2814,5780,1805
"Secundaria (024)",15317,,,2125,4058,3576,2636,2586,336
"Superior no univ. incompleto (025)",2239,,,,508,951,407,337,36
"Superior no univ. completo (026)",2517,,,,,848,807,772,90
"Superior univ. incompleto (027)",1363,,,,316,608,194,219,26
"Superior univ. completo (028)",2373,,,,,634,773,859,107
,,,,,,,,,
"URBANA (030)",68807,2464,6923,7913,7569,11502,10381,16232,5823
"Sin nivel (031)",6413,2464,553,47,65,154,316,1299,1515
"Educación inicial (032)",1743,,1687,20,8,21,7,,
"Primaria (033)",22299,,4683,4843,658,1462,2180,5638,2835
"Secundaria (034)",23004,,,3003,5637,4866,3938,4764,796
