"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia TAMBOPATA (000)",34005,24197,3489,2546,3773
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",91,10,21,15,45
"Profes., científicos e intelectuales (002)",2600,666,395,625,914
"Técnicos de nivel medio y trab. asimilados (003)",2089,1112,276,219,482
"Jefes y empleados de oficina (004)",1654,400,200,264,790
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",6092,5249,513,228,102
"Agricult.trabaj.calif.agrop.y pesqueros (006)",3268,3114,148,5,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",3636,2704,522,249,161
"Obreros construc.,conf.,papel, fab., instr. (008)",4989,3746,420,342,481
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",7934,6196,847,512,379
"Otra (010)",331,,,,331
"Ocupación no especificada (011)",1321,1000,147,87,87
"Hombres (012)",22485,15669,2470,1776,2570
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",77,7,15,14,41
"Profes., científicos e intelectuales (014)",1391,382,202,298,509
"Técnicos de nivel medio y trab. asimilados (015)",1322,717,178,142,285
"Jefes y empleados de oficina (016)",787,130,76,153,428
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",2125,1683,209,149,84
"Agricult.trabaj.calif.agrop.y pesqueros (018)",2887,2758,125,3,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",3224,2428,476,203,117
"Obreros construc.,conf.,papel, fab., instr. (020)",4857,3646,405,335,471
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",4787,3418,688,419,262
"Otra (022)",315,,,,315
"Ocupación no especificada (023)",713,500,96,60,57
"Mujeres (024)",11520,8528,1019,770,1203
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",14,3,6,1,4
"Profes., científicos e intelectuales (026)",1209,284,193,327,405
"Técnicos de nivel medio y trab. asimilados (027)",767,395,98,77,197
"Jefes y empleados de oficina (028)",867,270,124,111,362
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",3967,3566,304,79,18
"Agricult.trabaj.calif.agrop.y pesqueros (030)",381,356,23,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",412,276,46,46,44
"Obreros construc.,conf.,papel, fab., instr. (032)",132,100,15,7,10
