"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia ILO (000)",18164,16875,83,4655,5141,3239,2610,825,268,54,1289,44083
"De 12 a 14 años (001)",29,15,1,9,5,,,,,,14,19
"De 15 a 19 años (002)",317,267,5,232,22,4,4,,,,50,304
"De 20 a 24 años (003)",1571,1203,8,913,222,56,3,1,,,368,1544
"De 25 a 29 años (004)",2432,1999,10,1110,672,164,43,,,,433,3124
"De 30 a 34 años (005)",2564,2384,8,881,1016,370,100,9,,,180,4494
"De 35 a 39 años (006)",2476,2395,8,547,1062,514,239,21,3,1,81,5397
"De 40 a 44 años (007)",2019,1962,13,341,726,522,313,41,5,1,57,4996
"De 45 a 49 años (008)",1776,1737,9,230,567,491,362,65,11,2,39,4931
"De 50 y más años (009)",4980,4913,21,392,849,1118,1546,688,249,50,67,19274
"Conviviente (010)",5209,5071,25,1916,1594,812,527,142,45,10,138,11192
"De 12 a 14 años (011)",14,7,1,4,2,,,,,,7,8
"De 15 a 19 años (012)",191,159,4,136,15,2,2,,,,32,180
"De 20 a 24 años (013)",794,747,4,548,151,41,2,1,,,47,987
"De 25 a 29 años (014)",1117,1084,4,581,375,99,25,,,,33,1731
"De 30 a 34 años (015)",1016,1008,3,337,430,181,55,2,,,8,1981
"De 35 a 39 años (016)",767,767,1,150,316,180,108,9,2,1,,1864
"De 40 a 44 años (017)",482,481,3,77,142,127,108,20,4,,1,1358
"De 45 a 49 años (018)",359,355,1,44,94,89,94,26,7,,4,1135
"De 50 y más años (019)",469,463,4,39,69,93,133,84,32,9,6,1948
"Separado(a) (020)",1305,1281,2,388,363,219,224,64,16,5,24,3344
"De 12 a 14 años (021)",4,1,,,1,,,,,,3,2
"De 15 a 19 años (022)",29,18,,18,,,,,,,11,18
