"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",132,,,,8,12,19,14,79
"Profes., científicos e intelectuales (038)",8398,,,,87,278,1909,901,5223
"Técnicos de nivel medio ytrab.asimilados (039)",2762,6,,46,340,365,911,440,654
"Jefes y empleados de oficina (040)",2630,1,,23,494,220,717,414,761
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",7256,294,5,1189,2590,682,1054,669,773
"Agricult.trabaj. calif.agrop. y pesquros (042)",1848,213,2,766,569,39,101,45,113
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",3190,65,2,490,1202,284,596,257,294
"Obreros. construc., conf., papel, fab., instr (044)",4480,79,5,711,2098,366,555,339,327
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",9779,651,24,2499,3872,692,909,599,533
"Otra (046)",326,,,,44,31,124,45,82
"Ocupación no especificada (047)",692,62,1,142,199,52,92,63,81
"Hombres (048)",25203,429,15,3419,7832,1925,3825,2433,5325
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",98,,,,8,10,15,10,55
"Profes., científicos e intelectuales (050)",4635,,,,42,165,905,535,2988
"Técnicos de nivel medio ytrab.asimilados (051)",1753,1,,31,226,266,502,305,422
"Jefes y empleados de oficina (052)",1149,,,11,276,87,225,198,352
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",3204,42,1,387,1244,328,429,364,409
"Agricult.trabaj. calif.agrop. y pesquros (054)",1558,125,2,649,521,33,85,43,100
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",2767,41,2,402,1066,258,515,227,256
"Obreros. construc., conf., papel, fab., instr (056)",4367,69,5,691,2062,359,537,330,314
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",5091,142,5,1208,2257,367,459,348,305
"Otra (058)",309,,,,42,30,117,42,78
"Ocupación no especificada (059)",272,9,,40,88,22,36,31,46
"Mujeres (060)",16290,942,24,2447,3671,1096,3162,1353,3595
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",34,,,,,2,4,4,24
"Profes., científicos e intelectuales (062)",3763,,,,45,113,1004,366,2235
"Técnicos de nivel medio ytrab.asimilados (063)",1009,5,,15,114,99,409,135,232
"Jefes y empleados de oficina (064)",1481,1,,12,218,133,492,216,409
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",4052,252,4,802,1346,354,625,305,364
"Agricult.trabaj. calif.agrop. y pesquros (066)",290,88,,117,48,6,16,2,13
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",423,24,,88,136,26,81,30,38
"Obreros. construc., conf., papel, fab., instr (068)",113,10,,20,36,7,18,9,13
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",4688,509,19,1291,1615,325,450,251,228
"Otra (070)",17,,,,2,1,7,3,4
"Ocupación no especificada (071)",420,53,1,102,111,30,56,32,35
,,,,,,,,,
"RURAL (072)",11012,1767,11,4813,3531,210,353,122,205
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",9,,,3,5,,,1,
"Profes., científicos e intelectuales (074)",227,,,,13,20,63,26,105
"Técnicos de nivel medio ytrab.asimilados (075)",95,,,11,25,9,37,8,5
"Jefes y empleados de oficina (076)",130,,,7,58,16,22,8,19
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",460,48,,154,188,33,22,7,8
"Agricult.trabaj. calif.agrop. y pesquros (078)",4842,972,4,2516,1219,35,47,23,26
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",513,22,1,154,228,22,57,19,10
"Obreros. construc., conf., papel, fab., instr (080)",729,32,,235,382,21,37,8,14
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",3855,650,6,1662,1386,51,60,22,18
"Otra (082)",4,,,,,1,3,,
"Ocupación no especificada (083)",148,43,,71,27,2,5,,
"Hombres (084)",8781,1059,6,3931,3090,165,272,103,155
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",8,,,3,4,,,1,
"Profes., científicos e intelectuales (086)",139,,,,10,11,32,19,67
"Técnicos de nivel medio ytrab.asimilados (087)",71,,,9,22,6,24,6,4
"Jefes y empleados de oficina (088)",102,,,6,50,10,13,6,17
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",241,9,,68,120,24,10,5,5
"Agricult.trabaj. calif.agrop. y pesquros (090)",4373,753,4,2341,1155,33,44,21,22
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",472,14,,143,212,19,56,18,10
"Obreros. construc., conf., papel, fab., instr (092)",722,31,,231,380,21,37,8,14
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",2602,246,2,1109,1122,38,50,19,16
"Otra (094)",4,,,,,1,3,,
"Ocupación no especificada (095)",47,6,,21,15,2,3,,
"Mujeres (096)",2231,708,5,882,441,45,81,19,50
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",1,,,,1,,,,
"Profes., científicos e intelectuales (098)",88,,,,3,9,31,7,38
"Técnicos de nivel medio ytrab.asimilados (099)",24,,,2,3,3,13,2,1
"Jefes y empleados de oficina (100)",28,,,1,8,6,9,2,2
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",219,39,,86,68,9,12,2,3
"Agricult.trabaj. calif.agrop. y pesquros (102)",469,219,,175,64,2,3,2,4
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",41,8,1,11,16,3,1,1,
"Obreros. construc., conf., papel, fab., instr (104)",7,1,,4,2,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",1253,404,4,553,264,13,10,3,2
"Ocupación no especificada (107)",101,37,,50,12,,2,,
