"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia CUTERVO (000)",38736,34464,1733,628,1911
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",58,,14,2,42
"Profes., científicos e intelectuales (002)",2854,807,556,361,1130
"Técnicos de nivel medio y trab. asimilados (003)",507,184,37,31,255
"Jefes y empleados de oficina (004)",296,45,20,24,207
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1461,1397,25,16,23
"Agricult.trabaj.calif.agrop.y pesqueros (006)",16388,16014,368,4,2
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",769,703,33,24,9
"Obreros construc.,conf.,papel, fab., instr. (008)",967,815,73,47,32
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",14567,13763,555,100,149
"Otra (010)",55,,,,55
"Ocupación no especificada (011)",814,736,52,19,7
"Hombres (012)",31299,28400,1355,441,1103
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",48,,12,2,34
"Profes., científicos e intelectuales (014)",1621,435,358,228,600
"Técnicos de nivel medio y trab. asimilados (015)",309,138,34,23,114
"Jefes y empleados de oficina (016)",173,21,11,14,127
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",707,666,11,9,21
"Agricult.trabaj.calif.agrop.y pesqueros (018)",15449,15108,335,4,2
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",589,524,32,24,9
"Obreros construc.,conf.,papel, fab., instr. (020)",960,809,73,46,32
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",11086,10441,458,83,104
"Otra (022)",55,,,,55
"Ocupación no especificada (023)",302,258,31,8,5
"Mujeres (024)",7437,6064,378,187,808
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",10,,2,,8
"Profes., científicos e intelectuales (026)",1233,372,198,133,530
"Técnicos de nivel medio y trab. asimilados (027)",198,46,3,8,141
"Jefes y empleados de oficina (028)",123,24,9,10,80
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",754,731,14,7,2
"Agricult.trabaj.calif.agrop.y pesqueros (030)",939,906,33,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",180,179,1,,
"Obreros construc.,conf.,papel, fab., instr. (032)",7,6,,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",3481,3322,97,17,45
