"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia HUAURA (000)",77322,21594,19500,29158,1631,3328,2111
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",163,148,,,15,,
"Profes., científicos e intelectuales (002)",8562,7155,,1254,139,13,1
"Técnicos de nivel medio y trab. asimilados (003)",3923,2720,,1007,165,25,6
"Jefes y empleados de oficina (004)",3531,3483,,12,,36,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",13043,3820,202,7595,353,1069,4
"Agricult.trabaj. calif.agrop. y pesqueros (006)",8027,45,497,6860,618,7,
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",5279,,2479,2598,144,58,
"Obreros construc.,conf., papel, fab., instr. (008)",8840,912,2653,5094,133,48,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (009)",24028,2497,13238,4230,33,1930,2100
"Otra (010)",424,424,,,,,
"Ocupación no especificada (011)",1502,390,431,508,31,142,
"Hombres (012)",50964,11784,16243,20058,1262,1534,83
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",105,96,,,9,,
"Profes., científicos e intelectuales (014)",4158,3269,,773,108,8,
"Técnicos de nivel medio y trab. asimilados (015)",2522,1645,,753,112,12,
"Jefes y empleados de oficina (016)",1672,1652,,3,,17,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",5845,2102,68,3273,182,220,
"Agricult.trabaj. calif.agrop. y pesqueros (018)",7094,44,486,5998,559,7,
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",4458,,2085,2197,128,48,
"Obreros construc.,conf., papel, fab., instr. (020)",8623,902,2612,4937,131,41,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (021)",15287,1495,10711,1841,19,1138,83
"Otra (022)",399,399,,,,,
"Ocupación no especificada (023)",801,180,281,283,14,43,
"Mujeres (024)",26358,9810,3257,9100,369,1794,2028
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",58,52,,,6,,
"Profes., científicos e intelectuales (026)",4404,3886,,481,31,5,1
"Técnicos de nivel medio y trab. asimilados (027)",1401,1075,,254,53,13,6
"Jefes y empleados de oficina (028)",1859,1831,,9,,19,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",7198,1718,134,4322,171,849,4
"Agricult.trabaj. calif.agrop. y pesqueros (030)",933,1,11,862,59,,
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",821,,394,401,16,10,
"Obreros construc.,conf., papel, fab., instr. (032)",217,10,41,157,2,7,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (033)",8741,1002,2527,2389,14,792,2017
"Otra (034)",25,25,,,,,
"Ocupación no especificada (035)",701,210,150,225,17,99,
,,,,,,,
"URBANA (036)",67144,21009,14526,25844,1304,2466,1995
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",157,142,,,15,,
"Profes., científicos e intelectuales (038)",8312,6944,,1223,132,13,
"Técnicos de nivel medio y trab. asimilados (039)",3817,2646,,985,157,24,5
"Jefes y empleados de oficina (040)",3475,3427,,12,,36,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",12538,3711,178,7281,331,1033,4
"Agricult.trabaj. calif.agrop. y pesqueros (042)",5279,28,400,4491,353,7,
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",5086,,2389,2513,131,53,
"Obreros construc.,conf., papel, fab., instr. (044)",8319,868,2486,4796,126,43,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (045)",18383,2440,8710,4076,32,1139,1986
"Otra (046)",422,422,,,,,
"Ocupación no especificada (047)",1356,381,363,467,27,118,
"Hombres (048)",43004,11417,12186,17353,978,993,77
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",100,91,,,9,,
"Profes., científicos e intelectuales (050)",4037,3174,,752,103,8,
"Técnicos de nivel medio y trab. asimilados (051)",2446,1590,,736,108,12,
"Jefes y empleados de oficina (052)",1641,1621,,3,,17,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",5625,2023,64,3155,174,209,
"Agricult.trabaj. calif.agrop. y pesqueros (054)",4599,27,395,3859,311,7,
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",4290,,2006,2123,117,44,
"Obreros construc.,conf., papel, fab., instr. (056)",8126,858,2449,4658,124,37,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (057)",11011,1462,7036,1793,18,625,77
"Otra (058)",397,397,,,,,
"Ocupación no especificada (059)",732,174,236,274,14,34,
"Mujeres (060)",24140,9592,2340,8491,326,1473,1918
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",57,51,,,6,,
"Profes., científicos e intelectuales (062)",4275,3770,,471,29,5,
"Técnicos de nivel medio y trab. asimilados (063)",1371,1056,,249,49,12,5
"Jefes y empleados de oficina (064)",1834,1806,,9,,19,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",6913,1688,114,4126,157,824,4
"Agricult.trabaj. calif.agrop. y pesqueros (066)",680,1,5,632,42,,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",796,,383,390,14,9,
"Obreros construc.,conf., papel, fab., instr. (068)",193,10,37,138,2,6,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (069)",7372,978,1674,2283,14,514,1909
"Otra (070)",25,25,,,,,
"Ocupación no especificada (071)",624,207,127,193,13,84,
,,,,,,,
"RURAL (072)",10178,585,4974,3314,327,862,116
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",6,6,,,,,
"Profes., científicos e intelectuales (074)",250,211,,31,7,,1
"Técnicos de nivel medio y trab. asimilados (075)",106,74,,22,8,1,1
"Jefes y empleados de oficina (076)",56,56,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",505,109,24,314,22,36,
"Agricult.trabaj. calif.agrop. y pesqueros (078)",2748,17,97,2369,265,,
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",193,,90,85,13,5,
"Obreros construc.,conf., papel, fab., instr. (080)",521,44,167,298,7,5,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (081)",5645,57,4528,154,1,791,114
"Otra (082)",2,2,,,,,
"Ocupación no especificada (083)",146,9,68,41,4,24,
"Hombres (084)",7960,367,4057,2705,284,541,6
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",5,5,,,,,
"Profes., científicos e intelectuales (086)",121,95,,21,5,,
"Técnicos de nivel medio y trab. asimilados (087)",76,55,,17,4,,
"Jefes y empleados de oficina (088)",31,31,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",220,79,4,118,8,11,
"Agricult.trabaj. calif.agrop. y pesqueros (090)",2495,17,91,2139,248,,
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",168,,79,74,11,4,
"Obreros construc.,conf., papel, fab., instr. (092)",497,44,163,279,7,4,
