"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 40 a 44 años (037)",12,29,23,,79.3,,
"De 45 a 49 años (038)",7,37,37,,100,,
"De 50 y más años (039)",17,85,71,,83.5,,
"No PEA (040)",29482,87239,79527,1854,91.2,2.1,
"De 12 a 14 años (041)",3905,19,16,5,84.2,26.3,
"De 15 a 19 años (042)",4513,991,980,272,98.9,27.4,
"De 20 a 24 años (043)",3550,4111,4021,499,97.8,12.1,
"De 25 a 29 años (044)",3323,6794,6653,442,97.9,6.5,
"De 30 a 34 años (045)",2813,8386,8121,319,96.8,3.8,
"De 35 a 39 años (046)",2431,9754,9361,216,96,2.2,
"De 40 a 44 años (047)",1936,9421,8893,84,94.4,0.9,
"De 45 a 49 años (048)",1656,9700,8975,17,92.5,0.2,
"De 50 y más años (049)",5355,38063,32507,,85.4,,
,,,,,,,
"URBANA (060)",16799,41681,38723,733,92.9,1.8,
"De 12 a 14 años (061)",1748,8,6,2,75,25,
"De 15 a 19 años (062)",2398,385,378,97,98.2,25.2,
"De 20 a 24 años (063)",2089,1802,1769,205,98.2,11.4,
"De 25 a 29 años (064)",1886,2857,2816,168,98.6,5.9,
"De 30 a 34 años (065)",1817,4223,4131,144,97.8,3.4,
"De 35 a 39 años (066)",1649,5044,4893,81,97,1.6,
"De 40 a 44 años (067)",1352,5192,4950,30,95.3,0.6,
"De 45 a 49 años (068)",1060,4748,4445,6,93.6,0.1,
"De 50 y más años (069)",2800,17422,15335,,88,,
"PEA (070)",4733,11050,10414,131,94.2,1.2,
"De 12 a 14 años (071)",97,,,,,,
"De 15 a 19 años (072)",453,71,70,10,98.6,14.1,
"De 20 a 24 años (073)",657,399,395,38,99,9.5,
"De 25 a 29 años (074)",604,681,671,26,98.5,3.8,
"De 30 a 34 años (075)",668,1313,1282,32,97.6,2.4,
"De 35 a 39 años (076)",690,1826,1762,18,96.5,1,
"De 40 a 44 años (077)",540,1831,1761,5,96.2,0.3,
"De 45 a 49 años (078)",407,1556,1462,2,94,0.1,
"De 50 y más años (079)",617,3373,3011,,89.3,,
"Ocupada (080)",4495,10799,10180,122,94.3,1.1,
"De 12 a 14 años (081)",85,,,,,,
"De 15 a 19 años (082)",395,63,63,10,100,15.9,
"De 20 a 24 años (083)",601,379,375,33,98.9,8.7,
"De 25 a 29 años (084)",556,640,631,24,98.6,3.8,
"De 30 a 34 años (085)",642,1268,1238,30,97.6,2.4,
"De 35 a 39 años (086)",677,1788,1728,18,96.6,1,
"De 40 a 44 años (087)",532,1819,1750,5,96.2,0.3,
"De 45 a 49 años (088)",402,1530,1436,2,93.9,0.1,
"De 50 y más años (089)",605,3312,2959,,89.3,,
"Desocupada (090)",238,251,234,9,93.2,3.6,
"De 12 a 14 años (091)",12,,,,,,
"De 15 a 19 años (092)",58,8,7,,87.5,,
"De 20 a 24 años (093)",56,20,20,5,100,25,
"De 25 a 29 años (094)",48,41,40,2,97.6,4.9,
"De 30 a 34 años (095)",26,45,44,2,97.8,4.4,
"De 35 a 39 años (096)",13,38,34,,89.5,,
"De 40 a 44 años (097)",8,12,11,,91.7,,
"De 45 a 49 años (098)",5,26,26,,100,,
"De 50 y más años (099)",12,61,52,,85.2,,
"No PEA (100)",12066,30631,28309,602,92.4,2,
"De 12 a 14 años (101)",1651,8,6,2,75,25,
"De 15 a 19 años (102)",1945,314,308,87,98.1,27.7,
"De 20 a 24 años (103)",1432,1403,1374,167,97.9,11.9,
"De 25 a 29 años (104)",1282,2176,2145,142,98.6,6.5,
"De 30 a 34 años (105)",1149,2910,2849,112,97.9,3.8,
"De 35 a 39 años (106)",959,3218,3131,63,97.3,2,
"De 40 a 44 años (107)",812,3361,3189,25,94.9,0.7,
"De 45 a 49 años (108)",653,3192,2983,4,93.5,0.1,
"De 50 y más años (109)",2183,14049,12324,,87.7,,
,,,,,,,
"RURAL (120)",19596,62860,56892,1331,90.5,2.1,
"De 12 a 14 años (121)",2366,13,12,3,92.3,23.1,
"De 15 a 19 años (122)",2896,737,731,199,99.2,27,
"De 20 a 24 años (123)",2424,2949,2879,350,97.6,11.9,
"De 25 a 29 años (124)",2319,5063,4938,317,97.5,6.3,
"De 30 a 34 años (125)",1907,6093,5852,221,96,3.6,
"De 35 a 39 años (126)",1703,7337,7001,166,95.4,2.3,
"De 40 a 44 años (127)",1320,6956,6554,62,94.2,0.9,
"De 45 a 49 años (128)",1145,7250,6652,13,91.8,0.2,
"De 50 y más años (129)",3516,26462,22273,,84.2,,
"PEA (130)",2180,6252,5674,79,90.8,1.3,
"De 12 a 14 años (131)",112,2,2,,100,,
"De 15 a 19 años (132)",328,60,59,14,98.3,23.3,
"De 20 a 24 años (133)",306,241,232,18,96.3,7.5,
"De 25 a 29 años (134)",278,445,430,17,96.6,3.8,
"De 30 a 34 años (135)",243,617,580,14,94,2.3,
"De 35 a 39 años (136)",231,801,771,13,96.3,1.6,
"De 40 a 44 años (137)",196,896,850,3,94.9,0.3,
"De 45 a 49 años (138)",142,742,660,,88.9,,
"De 50 y más años (139)",344,2448,2090,,85.4,,
"Ocupada (140)",2064,6143,5577,72,90.8,1.2,
"De 12 a 14 años (141)",91,2,2,,100,,
"De 15 a 19 años (142)",295,56,55,14,98.2,25,
"De 20 a 24 años (143)",279,229,220,14,96.1,6.1,
"De 25 a 29 años (144)",264,431,417,15,96.8,3.5,
"De 30 a 34 años (145)",235,602,566,14,94,2.3,
"De 35 a 39 años (146)",229,789,759,12,96.2,1.5,
"De 40 a 44 años (147)",192,879,838,3,95.3,0.3,
"De 45 a 49 años (148)",140,731,649,,88.8,,
"De 50 y más años (149)",339,2424,2071,,85.4,,
"Desocupada (150)",116,109,97,7,89,6.4,
"De 12 a 14 años (151)",21,,,,,,
"De 15 a 19 años (152)",33,4,4,,100,,
"De 20 a 24 años (153)",27,12,12,4,100,33.3,
"De 25 a 29 años (154)",14,14,13,2,92.9,14.3,
"De 30 a 34 años (155)",8,15,14,,93.3,,
"De 35 a 39 años (156)",2,12,12,1,100,8.3,
"De 40 a 44 años (157)",4,17,12,,70.6,,
"De 45 a 49 años (158)",2,11,11,,100,,
"De 50 y más años (159)",5,24,19,,79.2,,
"No PEA (160)",17416,56608,51218,1252,90.5,2.2,
"De 12 a 14 años (161)",2254,11,10,3,90.9,27.3,
"De 15 a 19 años (162)",2568,677,672,185,99.3,27.3,
"De 20 a 24 años (163)",2118,2708,2647,332,97.7,12.3,
"De 25 a 29 años (164)",2041,4618,4508,300,97.6,6.5,
"De 30 a 34 años (165)",1664,5476,5272,207,96.3,3.8,
"De 35 a 39 años (166)",1472,6536,6230,153,95.3,2.3,
"De 40 a 44 años (167)",1124,6060,5704,59,94.1,1,
"De 45 a 49 años (168)",1003,6508,5992,13,92.1,0.2,
"De 50 y más años (169)",3172,24014,20183,,84,,
